Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Begin File	Begin Path	File Offset (s)	Keep for detector? Y/X	Call type	AR comment	Annotator	Species	WH comment	WH	KZ Keep? (Y/X/M)	Barks (KZ)	Yelps (KZ)	Overlap (Y/X) (KZ)	Call Type (KZ)	Split From (KZ)	KZ Comment	Bill Check (KZ)
835	Spectrogram 1	2	23773.003	23779.197	0	686.7	2017-ULU01_0+1_20171127_023602.wav	D:\ringed-seal-data\Ulu_2017_2018\2017-ULU01_0+1_20171127_023602.wav	73.003	Y	bark		WH	RS			X	-	-	-	-	S		
846	Spectrogram 1	2	24237.139	24241.167	0	2701.7	2017-ULU01_0+1_20171201_213602.wav	D:\ringed-seal-data\Ulu_2017_2018\2017-ULU01_0+1_20171201_213602.wav	237.139	Y	bark		WH	RS			X	-	-	-	-	S		
847	Spectrogram 1	2	24402.587	24405.091	0	1395.9	2017-ULU01_0+1_20171202_023602.wav	D:\ringed-seal-data\Ulu_2017_2018\2017-ULU01_0+1_20171202_023602.wav	102.587	Y	bark		WH	RS			X	-	-	-	-	S		
849	Spectrogram 1	2	24630.358	24634.507	0	1699.8	2017-ULU01_0+1_20171203_083602.wav	D:\ringed-seal-data\Ulu_2017_2018\2017-ULU01_0+1_20171203_083602.wav	30.358	Y	bark	very faint	WH	RS			X	-	-	-	-	S		
850	Spectrogram 1	2	25177.0179	25177.49679	0	1857.4	2017-ULU01_0+1_20171203_133602.wav	D:\ringed-seal-data\Ulu_2017_2018\2017-ULU01_0+1_20171203_133602.wav	277.0179	Y	bark		WH	RS			Y	2	0	X	B	-		
856	Spectrogram 1	2	25462.625	25467.185	0	1711.1	2017-ULU01_0+1_20171206_150602.wav	D:\ringed-seal-data\Ulu_2017_2018\2017-ULU01_0+1_20171206_150602.wav	262.625	Y	"bark, yelp"	good	WH	RS			X	-	-	-	-	S		
862	Spectrogram 1	2	25529.806	25532.685	0	1823.6	2017-ULU01_0+1_20171207_023602.wav	D:\ringed-seal-data\Ulu_2017_2018\2017-ULU01_0+1_20171207_023602.wav	29.806	Y	bark		WH	RS			X	-	-	-	-	S		
870	Spectrogram 1	2	25817.617	25822.093	0	1463.4	2017-ULU01_0+1_20171208_040602.wav	D:\ringed-seal-data\Ulu_2017_2018\2017-ULU01_0+1_20171208_040602.wav	17.617	Y	"bark, yelp"		WH	RS			X	-	-	-	-	S		
872	Spectrogram 1	2	26135.609	26139.105	0	979.4	2017-ULU01_0+1_20171208_083602.wav	D:\ringed-seal-data\Ulu_2017_2018\2017-ULU01_0+1_20171208_083602.wav	35.609	Y	"bark, groan"		WH	RS			X	-	-	-	-	S		
875	Spectrogram 1	2	26459.121	26464.48	0	2780.5	2017-ULU01_0+1_20171208_160602.wav	D:\ringed-seal-data\Ulu_2017_2018\2017-ULU01_0+1_20171208_160602.wav	59.121	Y	bark	and some unknown screeches - It's a Y but what are the screeches?	WH	RS	Y	One small bark	X	-	-	-	-	S		
876	Spectrogram 1	2	26724.714	26727.206	0	1891.2	2017-ULU01_0+1_20171208_183602.wav	D:\ringed-seal-data\Ulu_2017_2018\2017-ULU01_0+1_20171208_183602.wav	24.714	Y	bark		WH	RS			X	-	-	-	-	S		
880	Spectrogram 1	2	27249.09	27252.126	0	1395.9	2017-ULU01_0+1_20171209_043602.wav	D:\ringed-seal-data\Ulu_2017_2018\2017-ULU01_0+1_20171209_043602.wav	249.09	Y	bark	very masked but still visible. Keep?	WH	RS	Y		X	-	-	-	-	S		
886	Spectrogram 1	2	27324.7598	27325.00555	0	685.039	2017-ULU01_0+1_20171210_003602.wav	D:\ringed-seal-data\Ulu_2017_2018\2017-ULU01_0+1_20171210_003602.wav	24.7598	Y	bark		WH	RS			Y	1	0	X	B	-		
889	Spectrogram 1	2	27608.837	27617.22	0	776.7	2017-ULU01_0+1_20171210_013602.wav	D:\ringed-seal-data\Ulu_2017_2018\2017-ULU01_0+1_20171210_013602.wav	8.837	Y	bark	series	WH	RS			X	-	-	-	-	S		
890	Spectrogram 1	2	27697.3093	27697.59285	0	2251.4	2017-ULU01_0+1_20171210_013602.wav	D:\ringed-seal-data\Ulu_2017_2018\2017-ULU01_0+1_20171210_013602.wav	97.3093	Y	bark	good	WH	RS			Y	1	0	X	B	-		
892	Spectrogram 1	2	28005.077	28011.488	0	889.3	2017-ULU01_0+1_20171210_053602.wav	D:\ringed-seal-data\Ulu_2017_2018\2017-ULU01_0+1_20171210_053602.wav	105.077	Y	bark	series	WH	RS			X	-	-	-	-	S		
893	Spectrogram 1	2	28311.867	28315.69	0	1013.1	2017-ULU01_0+1_20171210_103602.wav	D:\ringed-seal-data\Ulu_2017_2018\2017-ULU01_0+1_20171210_103602.wav	111.867	Y	bark		WH	RS			X	-	-	-	-	S		
896	Spectrogram 1	2	28501.149	28508.056	0	1137	2017-ULU01_0+1_20171210_153602.wav	D:\ringed-seal-data\Ulu_2017_2018\2017-ULU01_0+1_20171210_153602.wav	1.149	Y	bark		WH	RS			X	-	-	-	-	-	This is like the water noise from the other site	
899	Spectrogram 1	2	28904.408	28906.452	0	1463.4	2017-ULU01_0+1_20171211_063602.wav	D:\ringed-seal-data\Ulu_2017_2018\2017-ULU01_0+1_20171211_063602.wav	104.408	Y	bark		WH	RS			X	-	-	-	-	S		
901	Spectrogram 1	2	29125.411	29127.963	0	1632.3	2017-ULU01_0+1_20171211_073602.wav	D:\ringed-seal-data\Ulu_2017_2018\2017-ULU01_0+1_20171211_073602.wav	25.411	Y	bark		WH	RS			X	-	-	-	-	S		
903	Spectrogram 1	2	29164.3509	29165.26457	0	1826.772	2017-ULU01_0+1_20171211_073602.wav	D:\ringed-seal-data\Ulu_2017_2018\2017-ULU01_0+1_20171211_073602.wav	64.3509	Y	"bark, yelp"		WH	RS			Y	1	1	X	BY	-		
904	Spectrogram 1	2	29385.43	29387.849	0	1440.9	2017-ULU01_0+1_20171211_073602.wav	D:\ringed-seal-data\Ulu_2017_2018\2017-ULU01_0+1_20171211_073602.wav	285.43	Y	"bark, yelp"		WH	RS			X	-	-	-	-	S		
905	Spectrogram 1	2	29647.57	29651.755	0	1463.4	2017-ULU01_0+1_20171211_163602.wav	D:\ringed-seal-data\Ulu_2017_2018\2017-ULU01_0+1_20171211_163602.wav	247.57	Y	"bark, yelp"	lots of ambient noise but still visible	WH	RS			X	-	-	-	-	S		
910	Spectrogram 1	2	29764.311	29767.009	0	1857.4	2017-ULU01_0+1_20171212_123602.wav	D:\ringed-seal-data\Ulu_2017_2018\2017-ULU01_0+1_20171212_123602.wav	64.311	Y	bark		WH	RS			X	-	-	-	-	S		
911	Spectrogram 1	2	29977.3572	29990.95164	0	1846.2	2017-ULU01_0+1_20171212_123602.wav	D:\ringed-seal-data\Ulu_2017_2018\2017-ULU01_0+1_20171212_123602.wav	277.3572	Y	"bark, yelp"	great series!	WH	RS			Y	30	18	X	BY	-	Long but no gaps	
913	Spectrogram 1	2	30131.299	30139.985	0	1722.3	2017-ULU01_0+1_20171213_033602.wav	D:\ringed-seal-data\Ulu_2017_2018\2017-ULU01_0+1_20171213_033602.wav	131.299	Y	"bark, yelp, groan"		WH	RS			X	-	-	-	-	S		
914	Spectrogram 1	2	30371.0922	30371.53328	0	2803	2017-ULU01_0+1_20171213_060602.wav	D:\ringed-seal-data\Ulu_2017_2018\2017-ULU01_0+1_20171213_060602.wav	71.0922	Y	bark		WH	RS			Y	1	1	X	BY	-		
916	Spectrogram 1	2	30775.854	30778.479	0	1958.7	2017-ULU01_0+1_20171213_183602.wav	D:\ringed-seal-data\Ulu_2017_2018\2017-ULU01_0+1_20171213_183602.wav	175.854	Y	"bark, yelp"		WH	RS			X	-	-	-	-	S		
918	Spectrogram 1	2	31030.505	31038.222	0	2611.6	2017-ULU01_0+1_20171214_093602.wav	D:\ringed-seal-data\Ulu_2017_2018\2017-ULU01_0+1_20171214_093602.wav	130.505	Y	bark	good series	WH	RS			X	-	-	-	-	S		
919	Spectrogram 1	2	31188.752	31194.485	0	2746.7	2017-ULU01_0+1_20171214_093602.wav	D:\ringed-seal-data\Ulu_2017_2018\2017-ULU01_0+1_20171214_093602.wav	288.752	Y	bark	good	WH	RS			X	-	-	-	-	S		
921	Spectrogram 1	2	31209.9071	31210.32298	0	488.189	2017-ULU01_0+1_20171215_053602.wav	D:\ringed-seal-data\Ulu_2017_2018\2017-ULU01_0+1_20171215_053602.wav	9.9071	Y	bark		WH	RS	Y		Y	1	0	X	B	-	Groan	
927	Spectrogram 1	2	31716.7199	31717.99904	0	1452.2	2017-ULU01_0+1_20171216_063602.wav	D:\ringed-seal-data\Ulu_2017_2018\2017-ULU01_0+1_20171216_063602.wav	216.7199	Y	bark	good	WH	RS			Y	6	0	X	B	-		
930	Spectrogram 1	2	31973.961	31976.876	0	2600.4	2017-ULU01_0+1_20171216_163602.wav	D:\ringed-seal-data\Ulu_2017_2018\2017-ULU01_0+1_20171216_163602.wav	173.961	Y	"bark, groan"		WH	RS	Y		X	-	-	-	-	S		
934	Spectrogram 1	2	32107.064	32110.136	0	1497.2	2017-ULU01_0+1_20171217_170602.wav	D:\ringed-seal-data\Ulu_2017_2018\2017-ULU01_0+1_20171217_170602.wav	7.064	Y	bark		WH	RS			X	-	-	-	-	S		
936	Spectrogram 1	2	32699.1386	32699.32133	0	755.906	2017-ULU01_0+1_20171217_173602.wav	D:\ringed-seal-data\Ulu_2017_2018\2017-ULU01_0+1_20171217_173602.wav	299.1386	Y	bark		WH	RS			Y	1	0	X	B	-		
938	Spectrogram 1	2	32779.764	32781.845	0	1688.6	2017-ULU01_0+1_20171218_033602.wav	D:\ringed-seal-data\Ulu_2017_2018\2017-ULU01_0+1_20171218_033602.wav	79.764	Y	bark		WH	RS			X	-	-	-	-	S		
939	Spectrogram 1	2	33242.286	33247.74458	0	1902.4	2017-ULU01_0+1_20171218_083602.wav	D:\ringed-seal-data\Ulu_2017_2018\2017-ULU01_0+1_20171218_083602.wav	242.286	Y	"bark, yelp"	quite faint but visible	WH	RS			X	-	-	-	-	S		
941	Spectrogram 1	2	33308.231	33312.489	0	1508.4	2017-ULU01_0+1_20171218_233602.wav	D:\ringed-seal-data\Ulu_2017_2018\2017-ULU01_0+1_20171218_233602.wav	8.231	Y	bark	in noise but still visible. Keep?	WH	RS	Y		X	-	-	-	-	S		
945	Spectrogram 1	2	33878.414	33883.143	0	2532.8	2017-ULU01_0+1_20171219_143602.wav	D:\ringed-seal-data\Ulu_2017_2018\2017-ULU01_0+1_20171219_143602.wav	278.414	Y	"bark, yelp"		WH	RS			X	-	-	-	-	S		
948	Spectrogram 1	2	33996.619	33998.167	0	1576	2017-ULU01_0+1_20171220_103602.wav	D:\ringed-seal-data\Ulu_2017_2018\2017-ULU01_0+1_20171220_103602.wav	96.619	Y	bark		WH	RS			X						Don't think this is a bark	Y
951	Spectrogram 1	2	34438.814	34443.362	0	1778.6	2017-ULU01_0+1_20171221_213602.wav	D:\ringed-seal-data\Ulu_2017_2018\2017-ULU01_0+1_20171221_213602.wav	238.814	Y	bark	good	WH	RS			X	-	-	-	-	S		
954	Spectrogram 1	2	34735.672	34737.547	0	2983.1	2017-ULU01_0+1_20171222_173602.wav	D:\ringed-seal-data\Ulu_2017_2018\2017-ULU01_0+1_20171222_173602.wav	235.672	Y	bark		WH	RS			X	-	-	-	-	S		
955	Spectrogram 1	2	34800.085	34804.05232	89.8	2758	2017-ULU01_0+1_20171222_223602.wav	D:\ringed-seal-data\Ulu_2017_2018\2017-ULU01_0+1_20171222_223602.wav	0.085	Y	bark		WH	RS			X	-	-	-	-	S		
968	Spectrogram 1	2	35105.8602	35106.09965	0	1488.189	2017-ULU01_0+1_20171223_233602.wav	D:\ringed-seal-data\Ulu_2017_2018\2017-ULU01_0+1_20171223_233602.wav	5.8602	Y	bark		WH	RS			Y	1	0	X	B	-		
973	Spectrogram 1	2	1213.0856	1213.848045	0	2746.7	2017-ULU01_0+1_20171224_143602.wav	D:\ringed-seal-data\Ulu_2017_2018\2017-ULU01_0+1_20171224_143602.wav	13.0856	Y	"bark, yelp"	loud	WH	RS			Y	1	1	X	BY	-	Very close	
974	Spectrogram 1	2	35621.572	35623.387	0	1182	2017-ULU01_0+1_20171224_193602.wav	D:\ringed-seal-data\Ulu_2017_2018\2017-ULU01_0+1_20171224_193602.wav	221.572	Y	bark		WH	RS			X	-	-	-	-	S		
975	Spectrogram 1	2	35771.736	35775.51	0	1846.2	2017-ULU01_0+1_20171225_003602.wav	D:\ringed-seal-data\Ulu_2017_2018\2017-ULU01_0+1_20171225_003602.wav	71.736	Y	bark	or something else?	WH	RS	Y		X	-	-	-	-	S		
976	Spectrogram 1	2	36054.28	36056.288	0	1362.1	2017-ULU01_0+1_20171225_053602.wav	D:\ringed-seal-data\Ulu_2017_2018\2017-ULU01_0+1_20171225_053602.wav	54.28	Y	bark		WH	RS			X	-	-	-	-	S		
982	Spectrogram 1	2	36439.121	36446.282	0	1418.4	2017-ULU01_0+1_20171225_233602.wav	D:\ringed-seal-data\Ulu_2017_2018\2017-ULU01_0+1_20171225_233602.wav	139.121	Y	bark		WH	RS			X	-	-	-	-	S		
985	Spectrogram 1	2	36591.53	36593.357	0	1080.7	2017-ULU01_0+1_20171225_233602.wav	D:\ringed-seal-data\Ulu_2017_2018\2017-ULU01_0+1_20171225_233602.wav	291.53	Y	"bark, groan"		WH	RS			X	-	-	-	-	S		
987	Spectrogram 1	2	36897.27	36898.879	0	1812.4	2017-ULU01_0+1_20171226_013602.wav	D:\ringed-seal-data\Ulu_2017_2018\2017-ULU01_0+1_20171226_013602.wav	297.27	Y	bark		WH	RS			X	-	-	-	-	S		
988	Spectrogram 1	2	36912.363	36914.032	0	1677.3	2017-ULU01_0+1_20171226_213602.wav	D:\ringed-seal-data\Ulu_2017_2018\2017-ULU01_0+1_20171226_213602.wav	12.363	Y	bark	very faint	WH	RS			X	-	-	-	-	S		
989	Spectrogram 1	2	37235.068	37237.984	0	2409	2017-ULU01_0+1_20171227_023602.wav	D:\ringed-seal-data\Ulu_2017_2018\2017-ULU01_0+1_20171227_023602.wav	35.068	Y	bark		WH	RS			X	-	-	-	-	S		
990	Spectrogram 1	2	37364.362	37366.926	0	3073.2	2017-ULU01_0+1_20171227_023602.wav	D:\ringed-seal-data\Ulu_2017_2018\2017-ULU01_0+1_20171227_023602.wav	164.362	Y	bark		WH	RS			X	-	-	-	-	S		
991	Spectrogram 1	2	37531.489	37537.74588	0	1654.8	2017-ULU01_0+1_20171227_173602.wav	D:\ringed-seal-data\Ulu_2017_2018\2017-ULU01_0+1_20171227_173602.wav	31.489	Y	"bark, yelp"	with noise	WH	RS			X	-	-	-	-	S		
993	Spectrogram 1	2	38085.297	38087.329	0	1272	2017-ULU01_0+1_20171228_013602.wav	D:\ringed-seal-data\Ulu_2017_2018\2017-ULU01_0+1_20171228_013602.wav	285.297	Y	bark		WH	RS			X	-	-	-	-	S		
994	Spectrogram 1	2	38136.416	38138.582	0	1666	2017-ULU01_0+1_20171228_033602.wav	D:\ringed-seal-data\Ulu_2017_2018\2017-ULU01_0+1_20171228_033602.wav	36.416	Y	bark		WH	RS			X	-	-	-	-	S		
1002	Spectrogram 1	2	38457.582	38461.92975	0	2217.6	2017-ULU01_0+1_20171229_093602.wav	D:\ringed-seal-data\Ulu_2017_2018\2017-ULU01_0+1_20171229_093602.wav	57.582	Y	bark		WH	RS			X	-	-	-	-	S		
1003	Spectrogram 1	2	38538.6807	38538.93905	0	732.283	2017-ULU01_0+1_20171229_093602.wav	D:\ringed-seal-data\Ulu_2017_2018\2017-ULU01_0+1_20171229_093602.wav	138.6807	Y	bark	good	WH	RS			Y	1	0	X	B	-		
1004	Spectrogram 1	2	38559.293	38560.93761	0	1046.9	2017-ULU01_0+1_20171229_093602.wav	D:\ringed-seal-data\Ulu_2017_2018\2017-ULU01_0+1_20171229_093602.wav	159.293	Y	bark	good series	WH	RS			Y	6	0	X	B	-	Eggcellent	
1005	Spectrogram 1	2	38563.616	38567.511	0	1395.9	2017-ULU01_0+1_20171229_093602.wav	D:\ringed-seal-data\Ulu_2017_2018\2017-ULU01_0+1_20171229_093602.wav	163.616	Y	bark	good clear series	WH	RS			X	-	-	-	-	S		
1007	Spectrogram 1	2	38940.652	38943.931	0	1531	2017-ULU01_0+1_20171229_120602.wav	D:\ringed-seal-data\Ulu_2017_2018\2017-ULU01_0+1_20171229_120602.wav	240.652	Y	"bark, yelp"		WH	RS	Y		X	-	-	-	-	S		
1011	Spectrogram 1	2	39277.613	39279.427	0	1925	2017-ULU01_0+1_20171230_103602.wav	D:\ringed-seal-data\Ulu_2017_2018\2017-ULU01_0+1_20171230_103602.wav	277.613	Y	bark		WH	RS	Y		X	-	-	-	-	S		
1016	Spectrogram 1	2	39420.609	39422.7006	0	2307.7	2017-ULU01_0+1_20171231_130602.wav	D:\ringed-seal-data\Ulu_2017_2018\2017-ULU01_0+1_20171231_130602.wav	120.609	Y	"bark, yelp"		WH	RS			X	-	-	-	-	S		
1017	Spectrogram 1	2	785.597	789.66062	51.4	1240	2017-ULU01_0+1_20180122_120602.wav	D:\ringed-seal-data\Ulu_2017_2018\2017-ULU01_0+1_20180122_120602.wav	185.597	Y	bark	New bark series. Keep for detector	WH	RS	WH		X	-	-	-	-	S		
1021	Spectrogram 1	2	16335.3184	16335.65236	139.1	1024.1	2017-ULU01_0+1_20171107_223602.wav	D:\ringed-seal-data\Ulu_2017_2018\2017-ULU01_0+1_20171107_223602.wav	135.3184	Y	bark		AR				Y	1	0	X	B	-		
1022	Spectrogram 1	2	16525.015	16526.78113	89.1	1308	2017-ULU01_0+1_20171110_003602.wav	D:\ringed-seal-data\Ulu_2017_2018\2017-ULU01_0+1_20171110_003602.wav	25.015	Y	"bark, yelp"		AR				X	-	-	-	-	S		
1023	Spectrogram 1	2	16543.2074	16543.67999	100.2	1185.5	2017-ULU01_0+1_20171110_003602.wav	D:\ringed-seal-data\Ulu_2017_2018\2017-ULU01_0+1_20171110_003602.wav	43.2074	Y	bark-yelp		AR			Y	Y	1	1	X	BY	-		
1024	Spectrogram 1	2	16548.6288	16548.91397	139.1	751.4	2017-ULU01_0+1_20171110_003602.wav	D:\ringed-seal-data\Ulu_2017_2018\2017-ULU01_0+1_20171110_003602.wav	48.6288	Y	bark		AR				Y	1	0	X	B			
1026	Spectrogram 1	2	16670.948	16671.90987	94.6	1903.5	2017-ULU01_0+1_20171110_003602.wav	D:\ringed-seal-data\Ulu_2017_2018\2017-ULU01_0+1_20171110_003602.wav	170.948	Y	bark	Two clear barks	AR				X	-	-	-	-	S		
1027	Spectrogram 1	2	31.102	32.202806	172.5	962.9	2017-ULU01_0+1_20171111_163602.wav	D:\ringed-seal-data\Ulu_2017_2018\2017-ULU01_0+1_20171111_163602.wav	31.102	Y	bark		AR			Y	X	-	-	-	-	S		
1029	Spectrogram 1	2	18199.394	18200.84561	50.1	1853.4	2017-ULU01_0+1_20171116_063602.wav	D:\ringed-seal-data\Ulu_2017_2018\2017-ULU01_0+1_20171116_063602.wav	199.394	Y	bark		AR				X	-	-	-	-	S		
1031	Spectrogram 1	2	18323.418	18323.76881	66.8	795.9	2017-ULU01_0+1_20171116_070602.wav	D:\ringed-seal-data\Ulu_2017_2018\2017-ULU01_0+1_20171116_070602.wav	23.418	Y	bark		AR				Y	1	0	X	B	-		
1032	Spectrogram 1	2	18330.915	18333.98758	77.9	1625.2	2017-ULU01_0+1_20171116_070602.wav	D:\ringed-seal-data\Ulu_2017_2018\2017-ULU01_0+1_20171116_070602.wav	30.915	Y	"bark, yelp"		AR				X	-	-	-	-	S		
1035	Spectrogram 1	2	19169.859	19170.36706	89.1	723.6	2017-ULU01_0+1_20171117_023602.wav	D:\ringed-seal-data\Ulu_2017_2018\2017-ULU01_0+1_20171117_023602.wav	269.859	Y	bark		AR				Y	2	0	X	B	-		
1039	Spectrogram 1	2	20321.6425	20321.89455	155.8	1107.6	2017-ULU01_0+1_20171118_183602.wav	D:\ringed-seal-data\Ulu_2017_2018\2017-ULU01_0+1_20171118_183602.wav	221.6425	Y	bark	faint but audible	AR				Y	1	0	X	B	-	FAINT	
1040	Spectrogram 1	2	20340.432	20340.69813	172.5	606.7	2017-ULU01_0+1_20171118_183602.wav	D:\ringed-seal-data\Ulu_2017_2018\2017-ULU01_0+1_20171118_183602.wav	240.432	Y	bark	faint	AR			Y	Y	1	0	X	B	-	FAINT	
1041	Spectrogram 1	2	20342.899	20343.17723	89.1	706.9	2017-ULU01_0+1_20171118_183602.wav	D:\ringed-seal-data\Ulu_2017_2018\2017-ULU01_0+1_20171118_183602.wav	242.899	Y	bark	faint	AR			Y	Y	1	0	X	B	-	FAINT	
1043	Spectrogram 1	2	21077.393	21077.68498	94.6	684.6	2017-ULU01_0+1_20171120_133602.wav	D:\ringed-seal-data\Ulu_2017_2018\2017-ULU01_0+1_20171120_133602.wav	77.393	Y	bark		AR				Y	1	0	X	B	-		
1045	Spectrogram 1	2	21733.012	21736.54426	122.4	1647.5	2017-ULU01_0+1_20171121_113602.wav	D:\ringed-seal-data\Ulu_2017_2018\2017-ULU01_0+1_20171121_113602.wav	133.012	Y	bark	good ones	AR				X	-	-	-	-	S		
1046	Spectrogram 1	2	21748.377	21751.12297	105.8	2677.2	2017-ULU01_0+1_20171121_113602.wav	D:\ringed-seal-data\Ulu_2017_2018\2017-ULU01_0+1_20171121_113602.wav	148.377	Y	bark	good	AR				X	-	-	-	-	S		
1047	Spectrogram 1	2	21769.754	21771.04835	100.2	907.2	2017-ULU01_0+1_20171121_113602.wav	D:\ringed-seal-data\Ulu_2017_2018\2017-ULU01_0+1_20171121_113602.wav	169.754	Y	bark		AR				X	-	-	-	-	S		
1048	Spectrogram 1	2	21793.918	21794.94623	89.1	1296.8	2017-ULU01_0+1_20171121_113602.wav	D:\ringed-seal-data\Ulu_2017_2018\2017-ULU01_0+1_20171121_113602.wav	193.918	Y	"bark, yelp"		AR				X	-	-	-	-	S		
1049	Spectrogram 1	2	21796.1744	21796.73649	83.5	1191.1	2017-ULU01_0+1_20171121_113602.wav	D:\ringed-seal-data\Ulu_2017_2018\2017-ULU01_0+1_20171121_113602.wav	196.1744	Y	bark		AR				Y	2	0	X	B	-		
1050	Spectrogram 1	2	21810.063	21812.26461	100.2	1658.6	2017-ULU01_0+1_20171121_113602.wav	D:\ringed-seal-data\Ulu_2017_2018\2017-ULU01_0+1_20171121_113602.wav	210.063	Y	bark		AR				X	-	-	-	-	S		
1052	Spectrogram 1	2	22220.9388	22221.16564	105.8	590	2017-ULU01_0+1_20171122_073602.wav	D:\ringed-seal-data\Ulu_2017_2018\2017-ULU01_0+1_20171122_073602.wav	20.9388	Y	bark		AR			Y	Y	1	0	X	B	-		
1053	Spectrogram 1	2	22452.295	22452.75468	228.2	2209.6	2017-ULU01_0+1_20171122_073602.wav	D:\ringed-seal-data\Ulu_2017_2018\2017-ULU01_0+1_20171122_073602.wav	252.295	Y	bark		AR			Y	Y	1	0	X	B	-		
1055	Spectrogram 1	2	22538.22	22539.72	105.8	1040.8	2017-ULU01_0+1_20171122_223602.wav	D:\ringed-seal-data\Ulu_2017_2018\2017-ULU01_0+1_20171122_223602.wav	38.22	Y	"bark, yelp"		AR				X	-	-	-	-	S		
1056	Spectrogram 1	2	23368.002	23371.41329	122.4	1146.6	2017-ULU01_0+1_20171124_093602.wav	D:\ringed-seal-data\Ulu_2017_2018\2017-ULU01_0+1_20171124_093602.wav	268.002	Y	"bark, yelp"		AR				X	-	-	-	-	S		
1057	Spectrogram 1	2	23988.651	23993.10261	128	512.1	2017-ULU01_0+1_20171127_023602.wav	D:\ringed-seal-data\Ulu_2017_2018\2017-ULU01_0+1_20171127_023602.wav	288.651	Y	bark	"pretty small signal (I should have ""?"" this selection in the first round! I just realized I had automatically X'd it."	AR			Y	X	-	-	-	-	S		
1059	Spectrogram 1	2	24626.214	24627.10916	122.4	1135.4	2017-ULU01_0+1_20171203_083602.wav	D:\ringed-seal-data\Ulu_2017_2018\2017-ULU01_0+1_20171203_083602.wav	26.214	Y	bark		AR				X	-	-	-	-	S		
1060	Spectrogram 1	2	24635.945	24636.87645	128	1174.4	2017-ULU01_0+1_20171203_083602.wav	D:\ringed-seal-data\Ulu_2017_2018\2017-ULU01_0+1_20171203_083602.wav	35.945	Y	bark		AR				X	-	-	-	-	S		
1061	Spectrogram 1	2	24639.453	24641.35219	116.9	1157.7	2017-ULU01_0+1_20171203_083602.wav	D:\ringed-seal-data\Ulu_2017_2018\2017-ULU01_0+1_20171203_083602.wav	39.453	Y	bark		AR				X	-	-	-	-	S		
1062	Spectrogram 1	2	25173.349	25173.68771	139.1	590	2017-ULU01_0+1_20171203_133602.wav	D:\ringed-seal-data\Ulu_2017_2018\2017-ULU01_0+1_20171203_133602.wav	273.349	Y	bark		AR				Y	1	0	X	B	-		
1063	Spectrogram 1	2	25642.032	25644.58442	61.2	996.3	2017-ULU01_0+1_20171207_023602.wav	D:\ringed-seal-data\Ulu_2017_2018\2017-ULU01_0+1_20171207_023602.wav	142.032	Y	bark		AR				X	-	-	-	-	S		
1064	Spectrogram 1	2	25650.028	25652.15703	66.8	1013	2017-ULU01_0+1_20171207_023602.wav	D:\ringed-seal-data\Ulu_2017_2018\2017-ULU01_0+1_20171207_023602.wav	150.028	Y	bark		AR				X	-	-	-	-	S		
1065	Spectrogram 1	2	25747.967	25750.55571	83.5	1480.5	2017-ULU01_0+1_20171207_023602.wav	D:\ringed-seal-data\Ulu_2017_2018\2017-ULU01_0+1_20171207_023602.wav	247.967	Y	bark		AR				X	-	-	-	-	S		
1069	Spectrogram 1	2	26142.408	26146.42413	116.9	1452.7	2017-ULU01_0+1_20171208_083602.wav	D:\ringed-seal-data\Ulu_2017_2018\2017-ULU01_0+1_20171208_083602.wav	42.408	Y	bark		AR				X	-	-	-	-	S		
1071	Spectrogram 1	2	27297.973	27298.43268	200.4	1218.9	2017-ULU01_0+1_20171209_043602.wav	D:\ringed-seal-data\Ulu_2017_2018\2017-ULU01_0+1_20171209_043602.wav	297.973	Y	bark		AR				X	0	1	X	Y	-	Too faint	
1073	Spectrogram 1	2	27317.186	27319.98036	77.9	1146.6	2017-ULU01_0+1_20171210_003602.wav	D:\ringed-seal-data\Ulu_2017_2018\2017-ULU01_0+1_20171210_003602.wav	17.186	Y	bark		AR				X	-	-	-	-	S		
1074	Spectrogram 1	2	27321.1824	27321.47856	105.8	690.2	2017-ULU01_0+1_20171210_003602.wav	D:\ringed-seal-data\Ulu_2017_2018\2017-ULU01_0+1_20171210_003602.wav	21.1824	Y	bark		AR				Y	1	0	X	B	-		
1075	Spectrogram 1	2	27322.6925	27323.17353	83.5	1163.3	2017-ULU01_0+1_20171210_003602.wav	D:\ringed-seal-data\Ulu_2017_2018\2017-ULU01_0+1_20171210_003602.wav	22.6925	Y	"bark, yelp"		AR				Y	1	1	X	BY	-		
1076	Spectrogram 1	2	27328.907	27329.68665	89.1	1246.8	2017-ULU01_0+1_20171210_003602.wav	D:\ringed-seal-data\Ulu_2017_2018\2017-ULU01_0+1_20171210_003602.wav	28.907	Y	"bark, yelp"	might not be the best quality...	AR				X	-	-	-	-	S		
1077	Spectrogram 1	2	27618.243	27618.71477	66.8	500.9	2017-ULU01_0+1_20171210_013602.wav	D:\ringed-seal-data\Ulu_2017_2018\2017-ULU01_0+1_20171210_013602.wav	18.243	Y	bark		AR				X	2	0	X	B	-	Too faint	
1079	Spectrogram 1	2	27767.035	27770.30113	77.9	1063.1	2017-ULU01_0+1_20171210_013602.wav	D:\ringed-seal-data\Ulu_2017_2018\2017-ULU01_0+1_20171210_013602.wav	167.035	Y	"bark, groan"		AR				X	-	-	-	-	S		
