Selection	View	Channel	Begin Time (s)	End Time (s)	Delta Time (s)	File Offset (s)	Low Freq (Hz)	High Freq (Hz)	Begin File	Begin Path	Keep for detector? Y/X	Call type	AR comment	Species_ID	Validation#	No.of_Calls	Ship_Noise	Ship_Size	Comments	WH ID	WH Comment	WH ID_NEW	WH Comment_NEW	KZ Keep? (Y/X/M)	Barks (KZ)	Yelps (KZ)	Overlap (Y/X) (KZ)	Call Type (KZ)	Split From (KZ)	KZ Comment
961	Spectrogram 1	1	13103.309433412	13103.473264540	0.1638	3.3094	509.434	970.350	DS3B__0__20181114_180355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181114_180355.wav														X	0	1	X	Y	266	
962	Spectrogram 1	1	13650.237291210	13650.558652268	0.3214	26.2373	72.776	1043.127	DS3B__0__20181115_200355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181115_200355.wav														Y	1	0	X	B	281	
963	Spectrogram 1	1	13653.041323976	13653.431998204	0.3907	29.0413	64.690	978.437	DS3B__0__20181115_200355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181115_200355.wav														Y	1	0	X	B	281	GROWL
964	Spectrogram 1	1	13655.568104064	13656.122609420	0.5545	31.5681	64.690	913.747	DS3B__0__20181115_200355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181115_200355.wav														Y	1	0	X	B	281	GROWL
965	Spectrogram 1	1	14173.075172691	14173.446943327	0.3718	25.0752	113.208	1698.113	DS3B__0__20181116_080355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181116_080355.wav														Y	1	0	X	B	288	
966	Spectrogram 1	1	14175.765783907	14176.175361727	0.4096	27.7658	72.776	1657.682	DS3B__0__20181116_080355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181116_080355.wav														X	1	0	X	B	288	TOO FAINT
967	Spectrogram 1	1	14178.569816673	14178.928984915	0.3592	30.5698	88.949	1407.008	DS3B__0__20181116_080355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181116_080355.wav														X	1	0	X	B	288	TOO FAINT
968	Spectrogram 1	1	14557.028517004	14557.261661301	0.2331	147.0285	169.811	1204.852	DS3B__0__20181116_160355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181116_160355.wav														Y	1	0	X	B	304	
969	Spectrogram 1	1	14557.520010388	14557.721648699	0.2016	147.5200	177.898	1285.714	DS3B__0__20181116_160355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181116_160355.wav														Y	1	0	X	B	304	
970	Spectrogram 1	1	14557.935889405	14558.181636096	0.2457	147.9359	153.639	1172.507	DS3B__0__20181116_160355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181116_160355.wav														X	1	0	X	B	304	Too faint
971	Spectrogram 1	1	14806.844916144	14807.059156849	0.2142	134.8449	218.329	1059.299	DS3B__0__20181116_200355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181116_200355.wav														Y	1	0	X	B	306	
972	Spectrogram 1	1	14807.916119672	14808.180769956	0.2647	135.9161	161.725	1083.558	DS3B__0__20181116_200355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181116_200355.wav														Y	1	0	X	B	306	
973	Spectrogram 1	1	14809.982912363	14810.518514127	0.5356	137.9829	202.156	1002.695	DS3B__0__20181116_200355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181116_200355.wav														Y	2	0	X	B	306	
974	Spectrogram 1	1	14811.257787597	14811.535040275	0.2773	139.2578	80.863	1617.251	DS3B__0__20181116_200355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181116_200355.wav														Y	1	0	X	B	306	
975	Spectrogram 1	1	14812.196665984	14812.442412676	0.2457	140.1967	145.553	1318.059	DS3B__0__20181116_200355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181116_200355.wav														Y	1	0	X	B	306	
977	Spectrogram 1	1	15674.861599550	15675.113647439	0.2520	216.8616	113.208	1245.283	DS3B__0__20181117_100355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181117_100355.wav														Y	1	0	X	B	331	
978	Spectrogram 1	1	15678.925871761	15679.190522045	0.2647	220.9259	72.776	1059.299	DS3B__0__20181117_100355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181117_100355.wav														Y	1	0	X	B	331	
979	Spectrogram 1	1	15678.479564184	15678.649696509	0.1701	220.4796	420.485	808.625	DS3B__0__20181117_100355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181117_100355.wav														X	0	1	X	Y	331	
980	Spectrogram 1	1	15680.269104197	15680.596766452	0.3277	222.2691	396.226	946.092	DS3B__0__20181117_100355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181117_100355.wav														X	0	1	X	Y	331	
981	Spectrogram 1	1	15682.869489348	15683.216055195	0.3466	224.8695	436.658	881.402	DS3B__0__20181117_100355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181117_100355.wav														X	0	1	X	Y	331	
982	Spectrogram 1	1	15684.123427596	15684.356571893	0.2331	226.1234	404.313	913.747	DS3B__0__20181117_100355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181117_100355.wav														X	0	1	X	Y	331	
984	Spectrogram 1	1	16733.505740895	16733.864909137	0.3592	227.5057	80.863	1617.251	DS3B__0__20181118_200355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181118_200355.wav														Y	1	0	X	B	361	
985	Spectrogram 1	1	16734.047643856	16734.299691745	0.2520	228.0476	32.345	1560.647	DS3B__0__20181118_200355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181118_200355.wav														Y	1	0	X	B	361	
986	Spectrogram 1	1	16734.589546818	16734.929811468	0.3403	228.5895	64.690	1487.871	DS3B__0__20181118_200355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181118_200355.wav														Y	1	1	X	BY	361	
987	Spectrogram 1	1	16735.036931821	16735.263774921	0.2268	229.0369	202.156	1657.682	DS3B__0__20181118_200355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181118_200355.wav														Y	1	0	X	B	361	
988	Spectrogram 1	1	16735.446509641	16735.667051544	0.2205	229.4465	88.949	1479.784	DS3B__0__20181118_200355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181118_200355.wav														Y	1	0	X	B	361	
989	Spectrogram 1	1	16729.912486589	16730.114124900	0.2016	223.9125	331.536	695.418	DS3B__0__20181118_200355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181118_200355.wav														X	0	1	X	Y	361	
990	Spectrogram 1	1	16952.146980309	16952.354919817	0.2079	184.1470	323.450	1180.593	DS3B__0__20181119_000355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181119_000355.wav														Y	1	0	X	B	363	
991	Spectrogram 1	1	16954.301989761	16954.503628072	0.2016	186.3020	339.623	1140.162	DS3B__0__20181119_000355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181119_000355.wav														Y	1	0	X	B	363	
992	Spectrogram 1	1	17780.370596128	17780.660451200	0.2899	226.3706	56.604	1107.817	DS3B__0__20181119_220355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181119_220355.wav														Y	1	0	X	B	385	
993	Spectrogram 1	1	17781.246462543	17781.454402051	0.2079	227.2465	72.776	1285.714	DS3B__0__20181119_220355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181119_220355.wav														Y	1	0	X	B	385	
994	Spectrogram 1	1	17781.996305013	17782.242051704	0.2457	227.9963	64.690	1221.024	DS3B__0__20181119_220355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181119_220355.wav														Y	1	0	X	B	385	
995	Spectrogram 1	1	17782.613822341	17782.815460652	0.2016	228.6138	64.690	1018.868	DS3B__0__20181119_220355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181119_220355.wav														Y	1	0	X	B	385	
996	Spectrogram 1	1	17782.947785794	17783.130520514	0.1827	228.9478	64.690	938.005	DS3B__0__20181119_220355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181119_220355.wav														Y	1	0	X	B	385	
997	Spectrogram 1	1	17784.935586418	17785.206537898	0.2710	230.9356	8.086	1172.507	DS3B__0__20181119_220355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181119_220355.wav														Y	1	0	X	B	385	
998	Spectrogram 1	1	17785.521597760	17785.950079171	0.4285	231.5216	0.000	1309.973	DS3B__0__20181119_220355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181119_220355.wav														Y	1	1	X	BY	385	
999	Spectrogram 1	1	17786.017062932	17786.565267091	0.5482	232.0171	80.863	1398.922	DS3B__0__20181119_220355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181119_220355.wav														Y	1	1	X	BY	385	
1000	Spectrogram 1	1	17787.340314350	17787.567157450	0.2268	233.3403	16.173	1245.283	DS3B__0__20181119_220355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181119_220355.wav														Y	1	0	X	B	385	
1001	Spectrogram 1	1	17787.901120903	17788.121662806	0.2205	233.9011	48.518	1495.957	DS3B__0__20181119_220355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181119_220355.wav														Y	1	0	X	B	385	
1002	Spectrogram 1	1	17788.726577740	17788.997529221	0.2710	234.7266	48.518	1099.730	DS3B__0__20181119_220355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181119_220355.wav														Y	1	0	X	B	385	
1003	Spectrogram 1	1	17789.306287885	17789.608745352	0.3025	235.3063	24.259	1471.698	DS3B__0__20181119_220355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181119_220355.wav														Y	1	0	X	B	385	
1004	Spectrogram 1	1	17790.763343591	17791.065801058	0.3025	236.7633	48.518	1520.216	DS3B__0__20181119_220355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181119_220355.wav														Y	1	0	X	B	385	
1005	Spectrogram 1	1	17792.830136282	17793.101087763	0.2710	238.8301	64.690	1487.871	DS3B__0__20181119_220355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181119_220355.wav														Y	1	0	X	B	385	
1006	Spectrogram 1	1	17791.532089653	17791.721125570	0.1890	237.5321	897.574	1415.094	DS3B__0__20181119_220355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181119_220355.wav														X	0	1	X	Y	385	
1007	Spectrogram 1	1	17783.925065452	17784.208619328	0.2836	229.9251	760.108	1245.283	DS3B__0__20181119_220355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181119_220355.wav														X	0	1	X	Y	385	
1008	Spectrogram 1	1	17908.797950695	17909.629708729	0.8318	92.7979	250.674	938.005	DS3B__0__20181120_020355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181120_020355.wav														Y	3	0	X	B	387	
1010	Spectrogram 1	1	17909.995178168	17910.259828451	0.2647	93.9952	444.744	849.057	DS3B__0__20181120_020355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181120_020355.wav														X	0	1	X	Y	387	
1011	Spectrogram 1	1	17911.553616231	17911.804872512	0.2513	95.5536	452.830	881.402	DS3B__0__20181120_020355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181120_020355.wav														X	0	1	X	Y	387	
1012	Spectrogram 1	1	17915.439012243	17915.671424303	0.2324	99.4390	517.520	865.229	DS3B__0__20181120_020355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181120_020355.wav														X	0	1	X	Y	387	
1013	Spectrogram 1	1	17916.368660484	17916.588509731	0.2198	100.3687	509.434	978.437	DS3B__0__20181120_020355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181120_020355.wav														X	0	1	X	Y	387	
1014	Spectrogram 1	1	17917.637504705	17917.920168022	0.2827	101.6375	606.469	1326.146	DS3B__0__20181120_020355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181120_020355.wav														X	0	1	X	Y	387	
1015	Spectrogram 1	1	18371.531765919	18371.789303608	0.2575	31.5318	169.811	1026.954	DS3B__0__20181121_060355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181121_060355.wav														Y	1	0	X	B	416	
1016	Spectrogram 1	1	18371.996590040	18372.197595065	0.2010	31.9966	501.348	873.315	DS3B__0__20181121_060355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181121_060355.wav														X	0	1	X	Y	416	
1017	Spectrogram 1	1	18372.863424211	18373.133524713	0.2701	32.8634	347.709	905.660	DS3B__0__20181121_060355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181121_060355.wav														X	0	1	X	Y	416	
1018	Spectrogram 1	1	18381.017444634	18381.306389358	0.2889	41.0174	210.243	1625.337	DS3B__0__20181121_060355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181121_060355.wav														Y	1	0	X	B	416	
1019	Spectrogram 1	1	18715.925630402	18716.170605276	0.2450	113.9256	48.518	1245.283	DS3B__0__20181121_220355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181121_220355.wav														Y	1	0	X	B	433	FAINT
1020	Spectrogram 1	1	18716.396735930	18716.578896734	0.1822	114.3967	40.431	1188.679	DS3B__0__20181121_220355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181121_220355.wav														Y	1	0	X	B	433	FAINT
1021	Spectrogram 1	1	18774.572646985	18774.855310302	0.2827	172.5726	56.604	1423.181	DS3B__0__20181121_220355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181121_220355.wav														Y	1	0	X	B	434	
1022	Spectrogram 1	1	19517.945534822	19518.177946882	0.2324	129.9455	840.970	1455.526	DS3B__0__20181122_180355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181122_180355.wav														X	0	1	X	Y	457	
1023	Spectrogram 1	1	19519.340007184	19519.603826279	0.2638	131.3400	889.488	1285.714	DS3B__0__20181122_180355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181122_180355.wav														X	0	1	X	Y	457	
1024	Spectrogram 1	1	19520.608851405	19521.017142862	0.4083	132.6089	816.712	1204.852	DS3B__0__20181122_180355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181122_180355.wav														X	0	1	X	Y	457	
1025	Spectrogram 1	1	19524.139981344	19524.359830590	0.2198	136.1400	970.350	1269.542	DS3B__0__20181122_180355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181122_180355.wav														X	0	1	X	Y	457	
1026	Spectrogram 1	1	19521.886171822	19522.162553731	0.2764	133.8862	88.949	1803.235	DS3B__0__20181122_180355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181122_180355.wav														Y	1	1	X	BY	457	
1027	Spectrogram 1	1	19524.769337651	19525.240443178	0.4711	136.7693	129.380	1576.819	DS3B__0__20181122_180355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181122_180355.wav														Y	1	1	Y	BY	457	BS >1KHZ
1028	Spectrogram 1	1	19526.053995578	19526.707261910	0.6533	138.0540	97.035	1738.544	DS3B__0__20181122_180355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181122_180355.wav														Y	1	1	X	BY	457	
1029	Spectrogram 1	1	19527.165804623	19527.505000603	0.3392	139.1658	32.345	1601.078	DS3B__0__20181122_180355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181122_180355.wav														Y	1	0	X	B	457	
1030	Spectrogram 1	1	19528.529178571	19529.295510229	0.7663	140.5292	105.121	1366.577	DS3B__0__20181122_180355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181122_180355.wav														Y	3	0	X	B	457	
1031	Spectrogram 1	1	19878.940068844	19879.134792462	0.1947	228.9401	121.294	881.402	DS3B__0__20181123_220355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181123_220355.wav														Y	1	0	X	B	492	
1032	Spectrogram 1	1	19879.882279899	19880.102129146	0.2198	229.8823	153.639	857.143	DS3B__0__20181123_220355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181123_220355.wav														Y	1	0	X	B	492	
1033	Spectrogram 1	1	19880.918712060	19881.169968342	0.2513	230.9187	97.035	897.574	DS3B__0__20181123_220355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181123_220355.wav														Y	1	0	X	B	492	
1034	Spectrogram 1	1	19881.986551256	19882.174993467	0.1884	231.9866	129.380	946.092	DS3B__0__20181123_220355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181123_220355.wav														Y	1	0	X	B	492	
1035	Spectrogram 1	1	20342.101333668	20342.365152764	0.2638	168.1013	727.763	1309.973	DS3B__0__20181124_180355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181124_180355.wav														X	0	1	X	Y	512	
1036	Spectrogram 1	1	20343.012137688	20343.351333668	0.3392	169.0121	0.000	2247.978	DS3B__0__20181124_180355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181124_180355.wav														Y	1	0	X	B	512	Good
1037	Spectrogram 1	1	20442.628102246	20442.904484156	0.2764	6.6281	121.294	1026.954	DS3B__0__20181125_000355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181125_000355.wav														Y	1	0	X	B	514	
1038	Spectrogram 1	1	20447.314031894	20447.515036919	0.2010	11.3140	129.380	970.350	DS3B__0__20181125_000355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181125_000355.wav														Y	1	0	X	B	514	
1039	Spectrogram 1	1	20449.841127218	20450.155197569	0.3141	13.8411	88.949	1075.472	DS3B__0__20181125_000355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181125_000355.wav														Y	1	0	X	B	514	
1040	Spectrogram 1	1	20450.777056866	20451.003187519	0.2261	14.7771	113.208	1204.852	DS3B__0__20181125_000355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181125_000355.wav														Y	1	0	X	B	514	
1041	Spectrogram 1	1	20452.516247807	20452.817755345	0.3015	16.5162	64.690	962.264	DS3B__0__20181125_000355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181125_000355.wav														Y	1	0	X	B	514	
1042	Spectrogram 1	1	20453.613750383	20453.839881036	0.2261	17.6137	145.553	1026.954	DS3B__0__20181125_000355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181125_000355.wav														X	1	0	X	B	514	Too faint
1043	Spectrogram 1	1	20454.581087066	20455.228071991	0.6470	18.5811	145.553	1261.456	DS3B__0__20181125_000355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181125_000355.wav														X	2	0	X	B	514	Too faint
1044	Spectrogram 1	1	20457.289892060	20457.516022714	0.2261	21.2899	185.984	1043.127	DS3B__0__20181125_000355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181125_000355.wav														Y	1	0	X	B	514	
1045	Spectrogram 1	1	20457.962002613	20458.169289045	0.2073	21.9620	113.208	1123.989	DS3B__0__20181125_000355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181125_000355.wav														Y	1	0	X	B	514	
1046	Spectrogram 1	1	20458.747178492	20459.004716181	0.2575	22.7472	177.898	1035.040	DS3B__0__20181125_000355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181125_000355.wav														Y	1	0	X	B	514	
1048	Spectrogram 1	1	20840.249518593	20840.437960804	0.1884	142.2495	121.294	962.264	DS3B__0__20181125_060355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181125_060355.wav														Y	1	0	X	B	515	FAINT
1049	Spectrogram 1	1	20842.385196985	20842.504543719	0.1193	144.3852	129.380	703.504	DS3B__0__20181125_060355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181125_060355.wav														Y	1	0	X	B	515	FAINT
1050	Spectrogram 1	1	20843.974392965	20844.150272362	0.1759	145.9744	137.466	606.469	DS3B__0__20181125_060355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181125_060355.wav														Y	1	0	X	B	515	FAINT
1051	Spectrogram 1	1	20845.111327638	20845.255800000	0.1445	147.1113	129.380	622.642	DS3B__0__20181125_060355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181125_060355.wav														Y	1	0	X	B	515	FAINT
1052	Spectrogram 1	1	20736.605584343	20736.869403439	0.2638	38.6056	129.380	1002.695	DS3B__0__20181125_060355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181125_060355.wav														Y	1	0	X	B	516	Good
1054	Spectrogram 1	1	20737.610609469	20737.805333087	0.1947	39.6106	40.431	897.574	DS3B__0__20181125_060355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181125_060355.wav														Y	1	0	X	B	516	Good
1055	Spectrogram 1	1	20738.182217509	20738.389503941	0.2073	40.1822	97.035	889.488	DS3B__0__20181125_060355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181125_060355.wav														Y	1	0	X	B	516	Good
1056	Spectrogram 1	1	20739.589252685	20739.840508966	0.2513	41.5892	105.121	986.523	DS3B__0__20181125_060355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181125_060355.wav														Y	1	0	X	B	516	Good
1057	Spectrogram 1	1	20740.518900926	20740.745031579	0.2261	42.5189	105.121	1043.127	DS3B__0__20181125_060355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181125_060355.wav														Y	1	0	X	B	516	Good
1058	Spectrogram 1	1	20742.950553878	20743.107589054	0.1570	44.9506	80.863	921.833	DS3B__0__20181125_060355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181125_060355.wav														Y	1	0	X	B	516	Good
1059	Spectrogram 1	1	20743.754573979	20743.955579004	0.2010	45.7546	113.208	970.350	DS3B__0__20181125_060355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181125_060355.wav														Y	1	0	X	B	516	Good
1060	Spectrogram 1	1	20744.363870461	20744.583719707	0.2198	46.3639	145.553	1196.765	DS3B__0__20181125_060355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181125_060355.wav														Y	1	0	X	B	516	Good
1061	Spectrogram 1	1	20745.638996089	20745.833719707	0.1947	47.6390	202.156	1051.213	DS3B__0__20181125_060355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181125_060355.wav														Y	1	0	X	B	516	Good
1062	Spectrogram 1	1	20746.814532796	20747.090914706	0.2764	48.8145	56.604	1018.868	DS3B__0__20181125_060355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181125_060355.wav														Y	1	0	X	B	516	Good
1063	Spectrogram 1	1	20747.241668475	20747.467799128	0.2261	49.2417	121.294	1035.040	DS3B__0__20181125_060355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181125_060355.wav														Y	1	0	X	B	516	Good
1064	Spectrogram 1	1	20747.876090585	20748.453980032	0.5779	49.8761	88.949	1083.558	DS3B__0__20181125_060355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181125_060355.wav														Y	1	1	X	BY	516	Good
1065	Spectrogram 1	1	20750.784222543	20751.073167266	0.2889	52.7842	121.294	1018.868	DS3B__0__20181125_060355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181125_060355.wav														Y	1	0	X	B	516	Good
1066	Spectrogram 1	1	20753.604574302	20753.793016513	0.1884	55.6046	88.949	946.092	DS3B__0__20181125_060355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181125_060355.wav														Y	1	0	X	B	516	Good
1067	Spectrogram 1	1	21215.236917085	21215.557268844	0.3204	255.2369	40.431	808.625	DS3B__0__20181125_160355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181125_160355.wav														Y	1	0	X	B	522	growl
1069	Spectrogram 1	1	21216.650233668	21216.983148241	0.3329	256.6502	64.690	921.833	DS3B__0__20181125_160355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181125_160355.wav														Y	1	0	X	B	522	growl
1070	Spectrogram 1	1	21218.986917085	21219.219329146	0.2324	258.9869	169.811	865.229	DS3B__0__20181125_160355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181125_160355.wav														Y	1	0	X	B	522	growl
1071	Spectrogram 1	1	21682.756887940	21682.983018593	0.2261	198.7569	56.604	695.418	DS3B__0__20181126_120355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181126_120355.wav														Y	1	0	X	B	532	Borderline too faint
1072	Spectrogram 1	1	21683.912666834	21684.145078894	0.2324	199.9127	121.294	654.987	DS3B__0__20181126_120355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181126_120355.wav														Y	1	0	X	B	532	Borderline too faint
1073	Spectrogram 1	1	21685.577239698	21685.834777387	0.2575	201.5772	72.776	630.728	DS3B__0__20181126_120355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181126_120355.wav														Y	1	0	X	B	532	Borderline too faint
1074	Spectrogram 1	1	21686.173973367	21686.324727136	0.1508	202.1740	40.431	630.728	DS3B__0__20181126_120355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181126_120355.wav														Y	1	0	X	B	532	Borderline too faint
1075	Spectrogram 1	1	21686.846083920	21687.072214573	0.2261	202.8461	105.121	646.900	DS3B__0__20181126_120355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181126_120355.wav														Y	1	0	X	B	532	Borderline too faint
1076	Spectrogram 1	1	21687.310908040	21687.499350251	0.1884	203.3109	56.604	671.159	DS3B__0__20181126_120355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181126_120355.wav														X	1	0	X	B	532	Borderline too faint
1077	Spectrogram 1	1	21687.681511055	21687.876234673	0.1947	203.6815	72.776	695.418	DS3B__0__20181126_120355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181126_120355.wav														X	1	0	X	B	532	Borderline too faint
1078	Spectrogram 1	1	21819.270140452	21819.565366583	0.2952	73.2701	865.229	1884.097	DS3B__0__20181127_020355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181127_020355.wav														X	0	1	X	Y	535	
1079	Spectrogram 1	1	21820.275165578	21821.587979648	1.3128	74.2752	88.949	1625.337	DS3B__0__20181127_020355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181127_020355.wav														Y	3	2	X	BY	535	
