Selection	View	Channel	Begin Time (s)	End Time (s)	Delta Time (s)	File Offset (s)	Low Freq (Hz)	High Freq (Hz)	Begin File	Begin Path	Keep for detector? Y/X	Call type	AR comment	Species ID	No. Calls	Ship Noise	Ship Size	Comments	WH ID	WH Comment	KZ Keep? (Y/X/M)	Barks (KZ)	Yelps (KZ)	Overlap (Y/X) (KZ)	Call Type (KZ)	Split From (KZ)	KZ Comment
4091	Spectrogram 1	1	12847.617100000	12849.413582412	1.7965	7.6171	85.096	1008.995	TEST__0__20171025_185601.wav	D:\ringed-seal-data\Kitikmeot_2017_2018\TEST__0__20171025_185601.wav											Y	4	1	X	BY	3666	
4092	Spectrogram 1	1	13100.726400000	13102.007807035	1.2814	20.7264	121.566	802.333	TEST__0__20171026_045601.wav	D:\ringed-seal-data\Kitikmeot_2017_2018\TEST__0__20171026_045601.wav											Y	4	0	X	B	3678	
4093	Spectrogram 1	1	13105.965100000	13106.982687940	1.0176	25.9651	109.409	735.472	TEST__0__20171026_045601.wav	D:\ringed-seal-data\Kitikmeot_2017_2018\TEST__0__20171026_045601.wav											Y	2	0	X	B	3678	
4094	Spectrogram 1	1	13111.103300000	13113.201289950	2.0980	31.1033	109.409	863.116	TEST__0__20171026_045601.wav	D:\ringed-seal-data\Kitikmeot_2017_2018\TEST__0__20171026_045601.wav											Y	4	0	X	B	3678	
4095	Spectrogram 1	1	13116.115800000	13117.723840201	1.6080	36.1158	103.331	857.038	TEST__0__20171026_045601.wav	D:\ringed-seal-data\Kitikmeot_2017_2018\TEST__0__20171026_045601.wav											Y	4	1	X	BY	3678	
4096	Spectrogram 1	1	13307.568300000	13308.359757286	0.7915	107.5683	103.331	607.828	TEST__0__20171026_055601.wav	D:\ringed-seal-data\Kitikmeot_2017_2018\TEST__0__20171026_055601.wav											Y	1	0	X	B	-	Not previously annotated
4097	Spectrogram 1	1	13309.703900000	13310.231538191	0.5276	109.7039	115.487	723.316	TEST__0__20171026_055601.wav	D:\ringed-seal-data\Kitikmeot_2017_2018\TEST__0__20171026_055601.wav											Y	1	0	X	B	-	Not previously annotated
4098	Spectrogram 1	1	13312.040600000	13312.517986934	0.4774	112.0406	103.331	735.472	TEST__0__20171026_055601.wav	D:\ringed-seal-data\Kitikmeot_2017_2018\TEST__0__20171026_055601.wav											Y	1	0	X	B	3681	
4099	Spectrogram 1	1	13313.535600000	13314.930072362	1.3945	113.5356	103.331	753.707	TEST__0__20171026_055601.wav	D:\ringed-seal-data\Kitikmeot_2017_2018\TEST__0__20171026_055601.wav											Y	3	0	X	B	3681	
4100	Spectrogram 1	1	13315.922500000	13317.631042713	1.7085	115.9225	72.939	802.333	TEST__0__20171026_055601.wav	D:\ringed-seal-data\Kitikmeot_2017_2018\TEST__0__20171026_055601.wav											Y	4	1	X	By	3681	
4101	Spectrogram 1	1	13630.283500000	13630.748324121	0.4648	70.2835	72.939	1349.379	TEST__0__20171026_232001.wav	D:\ringed-seal-data\Kitikmeot_2017_2018\TEST__0__20171026_232001.wav											Y	1	0	X	B	3697	
4102	Spectrogram 1	1	13631.024700000	13631.640277890	0.6156	71.0247	72.939	972.525	TEST__0__20171026_232001.wav	D:\ringed-seal-data\Kitikmeot_2017_2018\TEST__0__20171026_232001.wav											Y	1	1	X	BY	3697	
4103	Spectrogram 1	1	13632.243300000	13633.085008543	0.8417	72.2433	85.096	1094.091	TEST__0__20171026_232001.wav	D:\ringed-seal-data\Kitikmeot_2017_2018\TEST__0__20171026_232001.wav											Y	2	0	X	B	3697	
4104	Spectrogram 1	1	13633.524700000	13634.064901005	0.5402	73.5247	79.018	1039.386	TEST__0__20171026_232001.wav	D:\ringed-seal-data\Kitikmeot_2017_2018\TEST__0__20171026_232001.wav											Y	1	0	X	B	3697	
4105	Spectrogram 1	1	13634.542300000	13635.157877889	0.6156	74.5423	79.018	1203.500	TEST__0__20171026_232001.wav	D:\ringed-seal-data\Kitikmeot_2017_2018\TEST__0__20171026_232001.wav											Y	1	0	X	B	3697	
4106	Spectrogram 1	1	13635.258400000	13637.406641206	2.1482	75.2584	79.018	1659.371	TEST__0__20171026_232001.wav	D:\ringed-seal-data\Kitikmeot_2017_2018\TEST__0__20171026_232001.wav											Y	4	1	X	BY	3697	
4107	Spectrogram 1	1	13637.959400000	13641.866435176	3.9070	77.9594	91.174	1884.267	TEST__0__20171026_232001.wav	D:\ringed-seal-data\Kitikmeot_2017_2018\TEST__0__20171026_232001.wav											Y	7	2	X	BY	3697	
4108	Spectrogram 1	1	13642.482000000	13643.009638191	0.5276	82.4820	832.725	1343.300	TEST__0__20171026_232001.wav	D:\ringed-seal-data\Kitikmeot_2017_2018\TEST__0__20171026_232001.wav											X	0	1	X	Y	3697	
4109	Spectrogram 1	1	13921.831700000	13926.329187437	4.4975	1.8317	60.783	2036.224	TEST__0__20171027_114401.wav	D:\ringed-seal-data\Kitikmeot_2017_2018\TEST__0__20171027_114401.wav											Y	11	8	X	BY	3706	Excellent
4110	Spectrogram 1	1	13926.530200000	13928.062863316	1.5327	6.5302	66.861	1975.442	TEST__0__20171027_114401.wav	D:\ringed-seal-data\Kitikmeot_2017_2018\TEST__0__20171027_114401.wav											Y	3	4	X	BY	3706	Excellent
4111	Spectrogram 1	1	13929.168300000	13930.236139196	1.0678	9.1683	72.939	1975.442	TEST__0__20171027_114401.wav	D:\ringed-seal-data\Kitikmeot_2017_2018\TEST__0__20171027_114401.wav											Y	1	1	X	BY	3706	Excellent
4112	Spectrogram 1	1	13931.316600000	13932.271373870	0.9548	11.3166	97.253	1969.363	TEST__0__20171027_114401.wav	D:\ringed-seal-data\Kitikmeot_2017_2018\TEST__0__20171027_114401.wav											X	0	1	X	Y	3706	
4113	Spectrogram 1	1	13934.017600000	13934.620615075	0.6030	14.0176	115.487	1738.389	TEST__0__20171027_114401.wav	D:\ringed-seal-data\Kitikmeot_2017_2018\TEST__0__20171027_114401.wav											X	0	1	X	Y	3706	
4115	Spectrogram 1	1	15554.041400000	15554.787593085	0.7462	74.0414	188.427	1312.909	TEST__0__20171028_013201.wav	D:\ringed-seal-data\Kitikmeot_2017_2018\TEST__0__20171028_013201.wav											Y	1	0	X	B	3732	
4116	Spectrogram 1	1	15554.965300000	15555.498295061	0.5330	74.9653	182.348	1288.596	TEST__0__20171028_013201.wav	D:\ringed-seal-data\Kitikmeot_2017_2018\TEST__0__20171028_013201.wav											Y	1	0	X	B	3732	
4117	Spectrogram 1	1	15558.767300000	15559.442427078	0.6751	78.7673	200.583	1312.909	TEST__0__20171028_013201.wav	D:\ringed-seal-data\Kitikmeot_2017_2018\TEST__0__20171028_013201.wav											Y	1	0	X	B	3732	
4120	Spectrogram 1	1	15687.903300000	15688.667259588	0.7640	87.9033	164.114	875.273	TEST__0__20171028_025601.wav	D:\ringed-seal-data\Kitikmeot_2017_2018\TEST__0__20171028_025601.wav											Y	2	0	X	B	3737	
4121	Spectrogram 1	1	15693.055600000	15694.370321151	1.3147	93.0556	158.035	826.646	TEST__0__20171028_025601.wav	D:\ringed-seal-data\Kitikmeot_2017_2018\TEST__0__20171028_025601.wav											Y	3	0	X	B	3737	
4122	Spectrogram 1	1	15689.662200000	15690.443926090	0.7817	89.6622	158.035	893.507	TEST__0__20171028_025601.wav	D:\ringed-seal-data\Kitikmeot_2017_2018\TEST__0__20171028_025601.wav											Y	1	0	X	B	3737	Borderline too faint
4125	Spectrogram 1	1	16315.483900000	16317.065118681	1.5812	115.4839	66.861	784.098	TEST__0__20171029_090801.wav	D:\ringed-seal-data\Kitikmeot_2017_2018\TEST__0__20171029_090801.wav											Y	3	0	X	B	3786	
4126	Spectrogram 1	1	16319.090500000	16319.818926583	0.7284	119.0905	79.018	826.646	TEST__0__20171029_090801.wav	D:\ringed-seal-data\Kitikmeot_2017_2018\TEST__0__20171029_090801.wav											Y	1	0	X	B	3786	
4127	Spectrogram 1	1	16309.176800000	16311.024516212	1.8477	109.1768	121.566	765.864	TEST__0__20171029_090801.wav	D:\ringed-seal-data\Kitikmeot_2017_2018\TEST__0__20171029_090801.wav											Y	2	2	X	BY	3786	Borderline too faint
4128	Spectrogram 1	1	16447.786200000	16449.598383208	1.8122	7.7862	206.304	1762.178	TEST__0__20171029_170801.wav	D:\ringed-seal-data\Kitikmeot_2017_2018\TEST__0__20171029_170801.wav											Y	3	1	X	BY	3792	
4129	Spectrogram 1	1	16453.489300000	16455.034985678	1.5457	13.4893	300.860	2862.464	TEST__0__20171029_170801.wav	D:\ringed-seal-data\Kitikmeot_2017_2018\TEST__0__20171029_170801.wav											Y	2	0	X	B	3792	
4130	Spectrogram 1	1	16458.996900000	16462.017205347	3.0203	18.9969	300.860	2690.544	TEST__0__20171029_170801.wav	D:\ringed-seal-data\Kitikmeot_2017_2018\TEST__0__20171029_170801.wav											Y	3	3	X	BY	3792	
4131	Spectrogram 1	1	16462.798900000	16463.260829053	0.4619	22.7989	206.304	2716.332	TEST__0__20171029_170801.wav	D:\ringed-seal-data\Kitikmeot_2017_2018\TEST__0__20171029_170801.wav											Y	1	0	X	B	3792	
4132	Spectrogram 1	1	16463.847200000	16471.486795877	7.6396	23.8472	240.688	2914.040	TEST__0__20171029_170801.wav	D:\ringed-seal-data\Kitikmeot_2017_2018\TEST__0__20171029_170801.wav											Y	13	5	X	BY	3792	
4133	Spectrogram 1	1	16813.733100000	16814.301628065	0.5685	13.7331	214.900	1091.691	TEST__0__20171030_083201.wav	D:\ringed-seal-data\Kitikmeot_2017_2018\TEST__0__20171030_083201.wav											Y	1	0	X	B	3809	
4134	Spectrogram 1	1	16821.212800000	16821.816861069	0.6041	21.2128	300.860	1100.287	TEST__0__20171030_083201.wav	D:\ringed-seal-data\Kitikmeot_2017_2018\TEST__0__20171030_083201.wav											Y	1	0	X	B	3809	
4135	Spectrogram 1	1	16822.687400000	16823.167095555	0.4797	22.6874	326.648	1203.438	TEST__0__20171030_083201.wav	D:\ringed-seal-data\Kitikmeot_2017_2018\TEST__0__20171030_083201.wav											Y	1	0	X	B	3809	
4136	Spectrogram 1	1	16823.433600000	16824.055427571	0.6218	23.4336	292.264	1340.974	TEST__0__20171030_083201.wav	D:\ringed-seal-data\Kitikmeot_2017_2018\TEST__0__20171030_083201.wav											Y	1	0	X	B	3809	
4137	Spectrogram 1	1	16816.398000000	16817.535056130	1.1371	16.3980	223.496	1100.287	TEST__0__20171030_083201.wav	D:\ringed-seal-data\Kitikmeot_2017_2018\TEST__0__20171030_083201.wav											Y	2	0	X	B	3809	
4138	Spectrogram 1	1	16818.085900000	16818.689961069	0.6041	18.0859	128.940	808.023	TEST__0__20171030_083201.wav	D:\ringed-seal-data\Kitikmeot_2017_2018\TEST__0__20171030_083201.wav											Y	1	0	X	B	3809	
4139	Spectrogram 1	1	17487.414500000	17488.462723620	1.0482	87.4145	103.152	1186.246	TEST__0__20171030_232001.wav	D:\ringed-seal-data\Kitikmeot_2017_2018\TEST__0__20171030_232001.wav											Y	4	1	X	BY	3819	
4140	Spectrogram 1	1	17489.546500000	17490.434825102	0.8883	89.5465	137.536	1194.842	TEST__0__20171030_232001.wav	D:\ringed-seal-data\Kitikmeot_2017_2018\TEST__0__20171030_232001.wav											Y	1	1	X	BY	3819	
4141	Spectrogram 1	1	17581.331900000	17582.397890122	1.0660	61.3319	68.768	1263.610	TEST__0__20171031_030801.wav	D:\ringed-seal-data\Kitikmeot_2017_2018\TEST__0__20171031_030801.wav											Y	2	0	X	B	3820	
4142	Spectrogram 1	1	17582.735500000	17584.139053661	1.4036	62.7355	85.960	1220.630	TEST__0__20171031_030801.wav	D:\ringed-seal-data\Kitikmeot_2017_2018\TEST__0__20171031_030801.wav											Y	2	1	X	B	3820	
4143	Spectrogram 1	1	17584.601000000	17585.258360576	0.6574	64.6010	103.152	1091.691	TEST__0__20171031_030801.wav	D:\ringed-seal-data\Kitikmeot_2017_2018\TEST__0__20171031_030801.wav											Y	1	0	X	B	3820	
4144	Spectrogram 1	1	17586.875100000	17587.958856625	1.0838	66.8751	94.556	1065.903	TEST__0__20171031_030801.wav	D:\ringed-seal-data\Kitikmeot_2017_2018\TEST__0__20171031_030801.wav											Y	2	1	X	B	3820	
4145	Spectrogram 1	1	17589.753200000	17590.428327077	0.6751	69.7532	77.364	1151.862	TEST__0__20171031_030801.wav	D:\ringed-seal-data\Kitikmeot_2017_2018\TEST__0__20171031_030801.wav											Y	1	0	X	B	3820	
4146	Spectrogram 1	1	17590.854800000	17591.387795061	0.5330	70.8548	94.556	1212.034	TEST__0__20171031_030801.wav	D:\ringed-seal-data\Kitikmeot_2017_2018\TEST__0__20171031_030801.wav											Y	1	0	X	B	3820	
4147	Spectrogram 1	1	17591.831900000	17592.524793580	0.6929	71.8319	60.172	1246.418	TEST__0__20171031_030801.wav	D:\ringed-seal-data\Kitikmeot_2017_2018\TEST__0__20171031_030801.wav											Y	1	0	X	B	3820	
4148	Spectrogram 1	1	17592.933400000	17593.519694567	0.5863	72.9334	94.556	1263.610	TEST__0__20171031_030801.wav	D:\ringed-seal-data\Kitikmeot_2017_2018\TEST__0__20171031_030801.wav											Y	1	0	X	B	3820	
4149	Spectrogram 1	1	17556.437600000	17556.970595061	0.5330	36.4376	137.536	1280.802	TEST__0__20171031_030801.wav	D:\ringed-seal-data\Kitikmeot_2017_2018\TEST__0__20171031_030801.wav											Y	1	0	X	B	3821	Faint
4150	Spectrogram 1	1	17557.432500000	17557.947728560	0.5152	37.4325	111.748	1358.166	TEST__0__20171031_030801.wav	D:\ringed-seal-data\Kitikmeot_2017_2018\TEST__0__20171031_030801.wav											Y	1	0	X	B	3821	Faint
4151	Spectrogram 1	1	17558.267500000	17559.049226090	0.7817	38.2675	94.556	1289.398	TEST__0__20171031_030801.wav	D:\ringed-seal-data\Kitikmeot_2017_2018\TEST__0__20171031_030801.wav											Y	1	0	X	B	3821	Faint
4152	Spectrogram 1	1	17559.635500000	17560.879155143	1.2437	39.6355	77.364	1306.590	TEST__0__20171031_030801.wav	D:\ringed-seal-data\Kitikmeot_2017_2018\TEST__0__20171031_030801.wav											Y	2	1	X	BY	3821	Faint
4153	Spectrogram 1	1	17561.270000000	17561.856294567	0.5863	41.2700	128.940	1315.186	TEST__0__20171031_030801.wav	D:\ringed-seal-data\Kitikmeot_2017_2018\TEST__0__20171031_030801.wav											Y	1	0	X	B	3821	Faint
4154	Spectrogram 1	1	17562.034000000	17562.638061069	0.6041	42.0340	137.536	1203.438	TEST__0__20171031_030801.wav	D:\ringed-seal-data\Kitikmeot_2017_2018\TEST__0__20171031_030801.wav											Y	1	0	X	B	3821	Faint
4155	Spectrogram 1	1	17563.046700000	17563.650761069	0.6041	43.0467	111.748	1203.438	TEST__0__20171031_030801.wav	D:\ringed-seal-data\Kitikmeot_2017_2018\TEST__0__20171031_030801.wav											Y	1	0	X	B	3821	Faint
4156	Spectrogram 1	1	17566.280200000	17566.937560576	0.6574	46.2802	137.536	1117.479	TEST__0__20171031_030801.wav	D:\ringed-seal-data\Kitikmeot_2017_2018\TEST__0__20171031_030801.wav											Y	1	0	X	B	3821	Faint
4157	Spectrogram 1	1	17567.346200000	17569.051784195	1.7056	47.3462	120.344	1177.650	TEST__0__20171031_030801.wav	D:\ringed-seal-data\Kitikmeot_2017_2018\TEST__0__20171031_030801.wav											Y	3	0	X	B	3821	Faint
4158	Spectrogram 1	1	17569.424900000	17570.171093086	0.7462	49.4249	120.344	1134.670	TEST__0__20171031_030801.wav	D:\ringed-seal-data\Kitikmeot_2017_2018\TEST__0__20171031_030801.wav											Y	1	1	X	BY	3821	Faint
4159	Spectrogram 1	1	17570.419800000	17570.899495555	0.4797	50.4198	42.980	1246.418	TEST__0__20171031_030801.wav	D:\ringed-seal-data\Kitikmeot_2017_2018\TEST__0__20171031_030801.wav											Y	1	0	X	B	3821	Faint
4160	Spectrogram 1	1	17571.308100000	17571.716729547	0.4086	51.3081	94.556	1366.762	TEST__0__20171031_030801.wav	D:\ringed-seal-data\Kitikmeot_2017_2018\TEST__0__20171031_030801.wav											Y	1	0	X	B	3821	Faint
4161	Spectrogram 1	1	17571.805600000	17572.391894567	0.5863	51.8056	128.940	1340.974	TEST__0__20171031_030801.wav	D:\ringed-seal-data\Kitikmeot_2017_2018\TEST__0__20171031_030801.wav											Y	1	0	X	B	3821	Faint
4162	Spectrogram 1	1	17563.917300000	17564.699026090	0.7817	43.9173	103.152	1186.246	TEST__0__20171031_030801.wav	D:\ringed-seal-data\Kitikmeot_2017_2018\TEST__0__20171031_030801.wav											Y	1	0	X	B	3821	Faint
4166	Spectrogram 1	1	17863.692500000	17865.627173367	1.9347	103.6925	68.768	1237.822	TEST__0__20171031_160801.wav	D:\ringed-seal-data\Kitikmeot_2017_2018\TEST__0__20171031_160801.wav											X	5	0	X	B	3830	Faint
4167	Spectrogram 1	1	17866.538000000	17867.097045226	0.5590	106.5380	68.768	1151.862	TEST__0__20171031_160801.wav	D:\ringed-seal-data\Kitikmeot_2017_2018\TEST__0__20171031_160801.wav											X	1	1	X	BY	3830	Faint
