Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Inband Power (dB FS)	Begin Hour	Species	Call type	Comments	Quantity	WH	KZ Done?
2531	Spectrogram 1	1	134054.872000000	134054.872000000	1017.857	1017.857	-108.06	37	RS	YELP				Y
2532	Spectrogram 1	1	134057.295400000	134064.655700000	64.286	450.000	-81.34	37	RS	BARK		9		Y
2533	Spectrogram 1	1	134057.873400000	134064.395600000	578.571	996.429	-95.67	37	RS	YELP		6		Y
2534	Spectrogram 1	1	134070.668200000	134070.668200000	717.857	717.857	-117.51	37	RS	YELP				Y
2535	Spectrogram 1	1	134081.293500000	134081.293500000	889.286	889.286	-117.87	37	RS	YELP				Y
2536	Spectrogram 1	1	134082.632600000	134082.632600000	846.429	846.429	-124.62	37	RS	YELP				Y
2537	Spectrogram 1	1	134083.605600000	134083.605600000	750.000	750.000	-112.68	37	RS	YELP				Y
2538	Spectrogram 1	1	134085.580600000	134085.580600000	407.143	407.143	-109.27	37	RS	BARK				Y
2539	Spectrogram 1	1	134085.873100000	134085.873100000	932.143	932.143	-117.43	37	RS	YELP				Y
2540	Spectrogram 1	1	134092.289300000	134092.289300000	728.571	728.571	-119.71	37	RS	YELP				Y
2541	Spectrogram 1	1	134098.229900000	134098.229900000	814.286	814.286	-130.35	37	RS	YELP				Y
2542	Spectrogram 1	1	134105.884500000	134105.884500000	857.143	857.143	-116.61	37	RS	YELP				Y
2543	Spectrogram 1	1	134111.144600000	134111.144600000	932.143	932.143	-129.05	37	RS	YELP				Y
2544	Spectrogram 1	1	134153.362200000	134153.362200000	257.143	257.143	-118.69	37	RS	GROWL				Y
2545	Spectrogram 1	1	134157.401400000	134157.401400000	364.286	364.286	-106.25	37	RS	BARK				Y
2546	Spectrogram 1	1	134157.748200000	134157.748200000	225.000	225.000	-104.55	37	RS	BARK				Y
2547	Spectrogram 1	1	134159.202900000	134159.202900000	900.000	900.000	-127.03	37	RS	YELP				Y
2548	Spectrogram 1	1	134344.755600000	134344.755600000	953.571	953.571	-114.37	37	RS	YELP				Y
2549	Spectrogram 1	1	134351.451100000	134351.451100000	921.429	921.429	-101.48	37	RS	YELP				Y
2550	Spectrogram 1	1	134353.457600000	134353.457600000	642.857	642.857	-112.36	37	RS	BARK				Y
2551	Spectrogram 1	1	134353.987500000	134353.987500000	867.857	867.857	-102.71	37	RS	YELP				Y
2552	Spectrogram 1	1	134354.315000000	134354.315000000	503.571	503.571	-106.13	37	RS	BARK				Y
2553	Spectrogram 1	1	134354.604100000	134354.604100000	439.286	439.286	-112.54	37	RS	BARK				Y
2554	Spectrogram 1	1	134450.254800000	134450.254800000	1157.143	1157.143	-122.88	37	RS	YELP				Y
2555	Spectrogram 1	1	134468.233400000	134468.445300000	996.429	1842.857	-77.09	37	RS	YELP				Y
2556	Spectrogram 1	1	134470.757500000	134471.027200000	942.857	1607.143	-86.58	37	RS	YELP				Y
2557	Spectrogram 1	1	134475.459700000	134475.777600000	750.000	2303.571	-81.83	37	RS	YELP				Y
2558	Spectrogram 1	1	134477.743000000	134477.743000000	1307.143	1307.143	-122.18	37	RS	YELP				Y
2559	Spectrogram 1	1	134509.138100000	134509.138100000	267.857	267.857	-99.47	37	RS	GROWL			Growl	Y
2560	Spectrogram 1	1	134645.558700000	134645.558700000	803.571	803.571	-113.99	37	RS	YELP				Y
2561	Spectrogram 1	1	134876.295200000	134876.295200000	214.286	214.286	-98.78	37	RS	GROWL			Growl	Y
2562	Spectrogram 1	1	134956.252300000	134956.252300000	1071.429	1071.429	-114.96	37	RS	YELP				Y
2563	Spectrogram 1	1	135439.599700000	135439.599700000	600.000	600.000	-114.96	37	RS	YELP				Y
2564	Spectrogram 1	1	135439.985000000	135439.985000000	428.571	428.571	-107.52	37	RS	BARK				Y
2565	Spectrogram 1	1	135440.283700000	135440.283700000	300.000	300.000	-100.93	37	RS	BARK				Y
2566	Spectrogram 1	1	135440.592000000	135440.592000000	1253.571	1253.571	-133.15	37	RS	YELP				Y
2567	Spectrogram 1	1	135811.630700000	135811.630700000	171.429	171.429	-101.01	37	RS	GROWL			Growl	Y
2568	Spectrogram 1	1	135881.259300000	135881.259300000	1146.429	1146.429	-119.98	37	RS	YELP				Y
2569	Spectrogram 1	1	135939.373700000	135939.373700000	257.143	257.143	-111.12	37	RS	GROWL			Growl	Y
2570	Spectrogram 1	1	136085.853000000	136085.853000000	1178.571	1178.571	-117.95	37	RS	YELP				Y
2571	Spectrogram 1	1	136132.905000000	136132.905000000	225.000	225.000	-110.23	37	RS	GROWL			Growl	Y
2572	Spectrogram 1	1	136192.905000000	136192.905000000	214.286	214.286	-116.64	37	RS	GROWL			RS growl	Y
2573	Spectrogram 1	1	136273.173900000	136273.173900000	203.571	203.571	-104.84	37	RS	GROWL			Growl	Y
2574	Spectrogram 1	1	136273.877100000	136273.877100000	182.143	182.143	-100.31	37	RS	GROWL				Y
2575	Spectrogram 1	1	136282.876100000	136282.876100000	203.571	203.571	-110.54	37	RS	BARK			RS bark	Y
2576	Spectrogram 1	1	136424.724900000	136424.724900000	142.105	142.105	-97.47	37	RS	GROWL			RS growl	Y
2577	Spectrogram 1	1	136430.387900000	136430.387900000	214.286	214.286	-102.81	37	RS	GROWL			Growl	Y
2578	Spectrogram 1	1	136582.088700000	136582.088700000	235.714	235.714	-110.78	37	RS					Y
2579	Spectrogram 1	1	137434.776600000	137434.776600000	1339.286	1339.286	-121.87	38	RS	YELP				Y
2580	Spectrogram 1	1	137519.609300000	137519.609300000	203.571	203.571	-106.97	38	RS	GROWL			Growl	Y
2581	Spectrogram 1	1	137567.007300000	137572.094000000	53.571	546.429	-80.93	38	RS	GROWL		3	Growl	Y
2582	Spectrogram 1	1	137624.011100000	137624.011100000	225.000	225.000	-112.07	38	RS	GROWL			Growl	Y
2583	Spectrogram 1	1	137934.837000000	137939.364900000	53.571	546.429	-80.74	38	RS	GROWL			RS growl	Y
2584	Spectrogram 1	1	138105.819700000	138105.819700000	203.571	203.571	-108.46	38	RS	GROWL			Growl	Y
2585	Spectrogram 1	1	138286.886400000	138293.456700000	825.000	1200.000	-107.07	38	RS	YELP		2		Y
2586	Spectrogram 1	1	138303.288600000	138303.288600000	1060.714	1060.714	-108.73	38	RS	YELP				Y
2587	Spectrogram 1	1	138333.284200000	138333.284200000	1189.286	1189.286	-121.94	38	RS	YELP				Y
2588	Spectrogram 1	1	138414.386000000	138414.386000000	214.286	214.286	-118.96	38	RS	GROWL			Growl	Y
2589	Spectrogram 1	1	138578.123100000	138578.123100000	203.571	203.571	-110.92	38	RS	GROWL			Growl	Y
2590	Spectrogram 1	1	138905.994800000	138905.994800000	171.429	171.429	-96.95	38	RS	GROWL			Growl	Y
2591	Spectrogram 1	1	138946.781300000	138946.781300000	150.000	150.000	-99.52	38	RS	GROWL			RS growl	Y
2592	Spectrogram 1	1	138994.132900000	138994.132900000	182.143	182.143	-114.22	38	RS	GROWL			Growl	Y
2593	Spectrogram 1	1	139100.513100000	139102.334000000	750.000	1714.286	-99.66	38	RS	YELP		2		Y
2594	Spectrogram 1	1	139109.276100000	139109.276100000	182.796	182.796	-111.15	38	RS	GROWL			Growl	Y
2595	Spectrogram 1	1	139148.341600000	139148.341600000	1150.538	1150.538	-123.19	38	RS	YELP				Y
2596	Spectrogram 1	1	139344.177100000	139344.177100000	193.548	193.548	-100.34	38	RS	GROWL			Growl	Y
2598	Spectrogram 1	1	139783.071800000	139783.071800000	881.720	881.720	-121.10	38	RS	YELP				Y
2599	Spectrogram 1	1	139784.227900000	139784.227900000	881.720	881.720	-122.13	38	RS	YELP				Y
2600	Spectrogram 1	1	139784.700000000	139784.700000000	440.860	440.860	-120.13	38	RS	BARK				Y
2601	Spectrogram 1	1	139784.863700000	139784.863700000	774.194	774.194	-99.76	38	RS	YELP				Y
2602	Spectrogram 1	1	140226.413900000	140226.413900000	150.538	150.538	-82.02	38	RS	GROWL			Growl	Y
2603	Spectrogram 1	1	140228.745300000	140228.745300000	204.301	204.301	-109.80	38	RS	GROWL				Y
2604	Spectrogram 1	1	140279.160400000	140279.160400000	1064.516	1064.516	-128.73	38	RS	YELP				Y
2605	Spectrogram 1	1	140402.661000000	140402.661000000	215.054	215.054	-114.44	39	RS	GROWL			Growl	Y
2607	Spectrogram 1	1	140717.644400000	140717.644400000	741.935	741.935	-127.50	39	RS	YELP				Y
2608	Spectrogram 1	1	140718.482600000	140718.482600000	161.290	161.290	-102.46	39	RS	GROWL			Growl	Y
2609	Spectrogram 1	1	140745.884000000	140745.884000000	225.806	225.806	-112.14	39	RS	GROWL			Growl	Y
2612	Spectrogram 1	1	9960.220336000	9960.220336000	907.609	907.609	-117.67	2	RS	YELP			RS Yelp	Y
