Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Begin Hour	Species	Sound type	Comments	Quantity	WH
335	Spectrogram 1	1	39575.056581108	39575.056581108	2635.714	2635.714	21	BS				
336	Spectrogram 1	1	39604.291997126	39604.291997126	1553.571	1553.571	21	BS				
337	Spectrogram 1	1	39619.632688397	39619.632688397	825.000	825.000	21	BS				
338	Spectrogram 1	1	39629.151863988	39629.151863988	396.429	396.429	21	BS				
339	Spectrogram 1	1	39657.404625089	39657.404625089	707.143	707.143	21	BS				
340	Spectrogram 1	1	39698.908385863	39698.908385863	985.714	985.714	21	BS				
341	Spectrogram 1	1	39713.523911137	39713.523911137	310.714	310.714	21	BS				
342	Spectrogram 1	1	39738.158681837	39738.158681837	1210.714	1210.714	21	BS				
343	Spectrogram 1	1	39745.335957705	39745.335957705	557.143	567.857	21	BS				
344	Spectrogram 1	1	39756.393925271	39756.393925271	964.286	964.286	21	BS				
345	Spectrogram 1	1	39783.361879765	39783.361879765	428.571	428.571	21	BS				
346	Spectrogram 1	1	39793.846194690	39793.846194690	1339.286	1339.286	21	BS				
347	Spectrogram 1	1	39826.454362796	39826.454362796	1371.429	1371.429	21	BS				
348	Spectrogram 1	1	39868.258543232	39868.258543232	417.857	417.857	21	BS				
349	Spectrogram 1	1	39885.422668358	39885.422668358	407.143	407.143	21	BS				
350	Spectrogram 1	1	39902.430023987	39902.430023987	1982.143	1982.143	21	BS				
351	Spectrogram 1	1	39910.803644173	39910.803644173	771.429	771.429	21	BS				
352	Spectrogram 1	1	39951.643549380	39951.643549380	1853.571	1853.571	21	BS				
353	Spectrogram 1	1	39995.631982879	39995.631982879	289.286	289.286	21	BS				
354	Spectrogram 1	1	40018.764752342	40018.764752342	246.429	246.429	21	BS				
355	Spectrogram 1	1	40067.246096832	40067.246096832	867.857	867.857	21	BS				
356	Spectrogram 1	1	40087.476433038	40087.476433038	300.000	300.000	21	BS				
357	Spectrogram 1	1	40086.513041901	40086.513041901	2035.714	2035.714	21	BS				
358	Spectrogram 1	1	40102.850404795	40102.850404795	2753.571	2753.571	21	BS				
359	Spectrogram 1	1	40115.258891247	40115.258891247	1050.000	1050.000	21	BS				
360	Spectrogram 1	1	40130.275516687	40130.275516687	1275.000	1275.000	21	BS				
361	Spectrogram 1	1	40141.849336716	40141.849336716	867.857	867.857	21	BS				
362	Spectrogram 1	1	40158.761250426	40158.761250426	1360.714	1360.714	21	BS				
363	Spectrogram 1	1	40187.059558212	40187.059558212	450.000	450.000	21	BS				
364	Spectrogram 1	1	40196.995623526	40196.995623526	1735.714	1735.714	21	BS				
365	Spectrogram 1	1	40225.507618226	40225.507618226	2378.571	2378.571	21	BS				
366	Spectrogram 1	1	40245.033797875	40245.033797875	257.143	257.143	21	BS				
367	Spectrogram 1	1	40252.153261036	40252.153261036	396.429	396.429	21	BS				
368	Spectrogram 1	1	40257.901206439	40257.901206439	460.714	460.714	21	BS				
369	Spectrogram 1	1	40264.977755203	40264.977755203	203.571	203.571	21	BS				
370	Spectrogram 1	1	40304.877028871	40304.877028871	2057.143	2057.143	21	BS				
371	Spectrogram 1	1	40377.841655130	40377.841655130	685.714	685.714	21	BS				
372	Spectrogram 1	1	40420.272878853	40420.272878853	535.714	535.714	21	BS				
373	Spectrogram 1	1	40462.749683154	40462.749683154	2217.857	2217.857	21	BS				
374	Spectrogram 1	1	40479.453147788	40479.453147788	482.143	482.143	21	BS				
375	Spectrogram 1	1	40485.233494608	40485.233494608	1457.143	1457.143	21	BS				
376	Spectrogram 1	1	40497.420391055	40497.420391055	450.000	450.000	21	BS				
377	Spectrogram 1	1	40510.113508187	40510.113508187	2228.571	2228.571	21	BS				
378	Spectrogram 1	1	40533.405675392	40533.405675392	878.571	878.571	21	BS				
379	Spectrogram 1	1	40554.532837143	40554.532837143	1885.714	1885.714	21	BS				
380	Spectrogram 1	1	40562.056921293	40562.056921293	407.143	407.143	21	BS				
381	Spectrogram 1	1	40592.544755779	40592.544755779	1382.143	1382.143	21	BS				
382	Spectrogram 1	1	40615.416533227	40615.416533227	2217.857	2217.857	21	BS				
383	Spectrogram 1	1	40732.609549174	40732.609549174	407.143	407.143	21	BS				
384	Spectrogram 1	1	40771.033109706	40771.033109706	1575.000	1575.000	21	BS				
385	Spectrogram 1	1	40791.907166487	40791.907166487	1392.857	1392.857	21	BS				
386	Spectrogram 1	1	40811.387810423	40811.387810423	1478.571	1478.571	21	BS				
387	Spectrogram 1	1	40850.010157250	40850.010157250	1660.714	1660.714	21	BS				
388	Spectrogram 1	1	40852.206689042	40852.206689042	2217.857	2217.857	21	BS				
389	Spectrogram 1	1	40872.298650805	40872.298650805	267.857	267.857	21	BS				
390	Spectrogram 1	1	40907.075306900	40907.075306900	792.857	792.857	21	BS				
391	Spectrogram 1	1	40930.399011013	40930.399011013	1917.857	1917.857	21	BS				
392	Spectrogram 1	1	40992.821497741	40992.821497741	396.429	396.429	21	BS				
393	Spectrogram 1	1	41039.028371979	41039.028371979	557.143	557.143	21	BS				
394	Spectrogram 1	1	41053.946908779	41053.946908779	439.286	439.286	21	BS				
395	Spectrogram 1	1	41075.948155536	41075.948155536	1028.571	1028.571	21	BS				
396	Spectrogram 1	1	41115.187950253	41115.187950253	2367.857	2367.857	21	BS				
397	Spectrogram 1	1	41138.812050526	41138.812050526	1489.286	1489.286	21	BS				
398	Spectrogram 1	1	41232.452783661	41232.452783661	567.857	567.857	21	BS				
399	Spectrogram 1	1	41245.469937578	41245.469937578	310.714	310.714	21	BS				
400	Spectrogram 1	1	41277.510599800	41277.510599800	739.286	739.286	21	BS				
401	Spectrogram 1	1	41320.321946585	41320.321946585	2078.571	2078.571	21	BS				
402	Spectrogram 1	1	41330.588177313	41330.588177313	492.857	492.857	21	BS				
403	Spectrogram 1	1	41381.577863448	41381.577863448	942.857	942.857	21	BS				
404	Spectrogram 1	1	41419.806098802	41419.806098802	267.857	267.857	21	BS				
405	Spectrogram 1	1	41501.438598920	41501.438598920	2721.429	2721.429	21	BS				
406	Spectrogram 1	1	41512.794350569	41512.794350569	460.714	460.714	21	BS				
407	Spectrogram 1	1	41519.602035462	41519.602035462	1607.143	1607.143	21	BS				
408	Spectrogram 1	1	41531.660176994	41531.660176994	246.429	246.429	21	BS				
409	Spectrogram 1	1	41537.532477598	41537.532477598	471.429	471.429	21	BS				
410	Spectrogram 1	1	41547.420384904	41547.420384904	1800.000	1800.000	21	BS				
411	Spectrogram 1	1	41575.604819688	41575.604819688	728.571	728.571	21	BS				
412	Spectrogram 1	1	41603.975804421	41603.975804421	2560.714	2560.714	21	BS				
413	Spectrogram 1	1	41629.611653211	41629.611653211	964.286	964.286	21	BS				
414	Spectrogram 1	1	41644.648422883	41644.648422883	2325.000	2325.000	21	BS				
415	Spectrogram 1	1	41652.608671507	41652.608671507	825.000	825.000	21	BS				
416	Spectrogram 1	1	41662.868777246	41662.868777246	1242.857	1242.857	21	BS				
417	Spectrogram 1	1	41676.840605795	41676.840605795	1350.000	1350.000	21	BS				
418	Spectrogram 1	1	41688.427573626	41688.427573626	428.571	428.571	21	BS				
419	Spectrogram 1	1	41703.501139985	41703.501139985	642.857	642.857	21	BS				
420	Spectrogram 1	1	41714.863023202	41714.863023202	289.286	289.286	21	BS				
421	Spectrogram 1	1	41717.772464435	41717.772464435	2067.857	2067.857	21	BS				
422	Spectrogram 1	1	41811.017332126	41811.017332126	300.000	300.000	21	BS				
423	Spectrogram 1	1	41833.980196817	41833.980196817	567.857	567.857	21	BS				
424	Spectrogram 1	1	41873.297063001	41873.297063001	482.143	482.143	21	BS				
425	Spectrogram 1	1	41934.376057297	41934.376057297	900.000	900.000	22	BS				
426	Spectrogram 1	1	41969.703629937	41969.703629937	1092.857	1092.857	22	BS				
427	Spectrogram 1	1	42008.847963454	42008.847963454	332.143	332.143	22	BS				
428	Spectrogram 1	1	42024.066913562	42024.066913562	1671.429	1671.429	22	BS				
429	Spectrogram 1	1	42030.486598917	42030.486598917	1875.000	1875.000	22	BS				
430	Spectrogram 1	1	42082.369587238	42082.369587238	2142.857	2142.857	22	BS				
431	Spectrogram 1	1	42170.293911878	42170.293911878	353.571	353.571	22	BS				
432	Spectrogram 1	1	42215.431406766	42215.431406766	1135.714	1135.714	22	BS				
433	Spectrogram 1	1	42257.185652525	42257.185652525	953.571	953.571	22	BS				
434	Spectrogram 1	1	42335.527761828	42335.527761828	1928.571	1928.571	22	BS				
435	Spectrogram 1	1	42342.454543472	42342.454543472	332.143	332.143	22	BS				
436	Spectrogram 1	1	42394.442636319	42394.442636319	1896.429	1896.429	22	BS				
437	Spectrogram 1	1	42481.860742408	42481.860742408	610.714	610.714	22	BS				
438	Spectrogram 1	1	42522.192656440	42522.192656440	1435.714	1435.714	22	BS				
439	Spectrogram 1	1	42561.630384720	42561.630384720	910.714	910.714	22	BS				
440	Spectrogram 1	1	42572.150643425	42572.150643425	2700.000	2700.000	22	BS				
441	Spectrogram 1	1	42593.299704884	42593.299704884	750.000	750.000	22	BS				
442	Spectrogram 1	1	42607.886320515	42607.886320515	203.571	203.571	22	BS				
443	Spectrogram 1	1	42639.563496943	42639.563496943	975.000	975.000	22	BS				
444	Spectrogram 1	1	42671.503412253	42671.503412253	1425.000	1425.000	22	BS				
445	Spectrogram 1	1	42688.461724226	42688.461724226	1382.143	1382.143	22	BS				
446	Spectrogram 1	1	42701.031348708	42701.031348708	707.143	707.143	22	BS				
447	Spectrogram 1	1	42706.763519393	42706.763519393	1189.286	1189.286	22	BS				
448	Spectrogram 1	1	42722.397615996	42722.397615996	2389.286	2389.286	22	BS				
449	Spectrogram 1	1	42732.447528501	42732.447528501	685.714	685.714	22	BS				
450	Spectrogram 1	1	42804.376926355	42804.376926355	1532.143	1532.143	22	BS				
451	Spectrogram 1	1	42825.423534280	42825.423534280	814.286	814.286	22	BS				
452	Spectrogram 1	1	42840.554890249	42840.554890249	267.857	267.857	22	BS				
453	Spectrogram 1	1	42872.198812982	42872.198812982	632.143	632.143	22	BS				
454	Spectrogram 1	1	42926.757402099	42926.757402099	482.143	482.143	22	BS				
455	Spectrogram 1	1	42930.074094875	42930.074094875	450.000	450.000	22	BS				
456	Spectrogram 1	1	42993.011556327	42993.011556327	2185.714	2185.714	22	BS				
457	Spectrogram 1	1	42998.133294202	42998.133294202	728.571	728.571	22	BS				
458	Spectrogram 1	1	43071.374662768	43071.374662768	2110.714	2110.714	22	BS				
459	Spectrogram 1	1	43118.553667168	43118.553667168	685.714	685.714	22	BS				
460	Spectrogram 1	1	43167.044670400	43167.044670400	1457.143	1457.143	22	BS				
461	Spectrogram 1	1	43271.176732385	43271.176732385	492.857	492.857	22	BS				
462	Spectrogram 1	1	43349.346287480	43349.346287480	760.714	760.714	22	BS				
463	Spectrogram 1	1	43372.544759983	43372.544759983	2378.571	2378.571	22	BS				
464	Spectrogram 1	1	43426.126809810	43426.126809810	685.714	685.714	22	BS				
465	Spectrogram 1	1	43445.651244551	43445.651244551	1478.571	1478.571	22	BS				
466	Spectrogram 1	1	43448.912755174	43448.912755174	257.143	257.143	22	BS				
467	Spectrogram 1	1	43513.861096420	43513.861096420	364.286	364.286	22	BS				
468	Spectrogram 1	1	43534.969871377	43534.969871377	1489.286	1489.286	22	BS				
469	Spectrogram 1	1	43560.490975780	43560.490975780	471.429	471.429	22	BS				
470	Spectrogram 1	1	43611.947452016	43611.947452016	342.857	342.857	22	BS				
471	Spectrogram 1	1	43621.248554608	43621.248554608	2410.714	2410.714	22	BS				
472	Spectrogram 1	1	43624.822735726	43624.822735726	878.571	878.571	22	BS				
473	Spectrogram 1	1	43630.443678226	43630.443678226	235.714	235.714	22	BS				
474	Spectrogram 1	1	43655.705557289	43655.705557289	1232.143	1232.143	22	BS				
475	Spectrogram 1	1	43661.230142199	43661.230142199	1253.571	1253.571	22	BS				
476	Spectrogram 1	1	43693.911879253	43693.911879253	428.571	428.571	22	BS				
477	Spectrogram 1	1	43710.805383071	43710.805383071	632.143	632.143	22	BS				
478	Spectrogram 1	1	43770.792261922	43770.792261922	2271.429	2271.429	22	BS				
479	Spectrogram 1	1	43911.372913728	43911.372913728	835.714	835.714	22	BS				
480	Spectrogram 1	1	43922.930986754	43922.930986754	278.571	278.571	22	BS				
481	Spectrogram 1	1	43945.671391786	43945.671391786	760.714	760.714	22	BS				
482	Spectrogram 1	1	44030.986673312	44030.986673312	2496.429	2496.429	22	BS				
483	Spectrogram 1	1	44062.853011766	44062.853011766	1307.143	1307.143	22	BS				
484	Spectrogram 1	1	44107.091083293	44107.091083293	1221.429	1221.429	22	BS				
485	Spectrogram 1	1	44152.341560511	44152.341560511	1403.571	1403.571	22	BS				
486	Spectrogram 1	1	44167.818002951	44167.818002951	717.857	717.857	22	BS				
487	Spectrogram 1	1	44176.589243707	44176.589243707	1339.286	1339.286	22	BS				
488	Spectrogram 1	1	44205.443673536	44205.443673536	567.857	567.857	22	BS				
489	Spectrogram 1	1	44247.929226100	44247.929226100	417.857	417.857	22	BS				
490	Spectrogram 1	1	44282.329301721	44282.329301721	728.571	728.571	22	BS				
491	Spectrogram 1	1	44310.483085245	44310.483085245	910.714	910.714	22	BS				
492	Spectrogram 1	1	44359.220175828	44359.220175828	1253.571	1253.571	22	BS				
493	Spectrogram 1	1	44361.482388894	44361.482388894	278.571	278.571	22	BS				
494	Spectrogram 1	1	44378.524789200	44378.524789200	782.143	782.143	22	BS				
495	Spectrogram 1	1	44391.065513855	44391.065513855	278.571	278.571	22	BS				
496	Spectrogram 1	1	44425.028553212	44425.028553212	396.429	396.429	22	BS				
497	Spectrogram 1	1	44430.336838376	44430.336838376	428.571	428.571	22	BS				
498	Spectrogram 1	1	44435.986688560	44435.986688560	450.000	450.000	22	BS				
499	Spectrogram 1	1	44438.462603782	44438.462603782	1296.429	1296.429	22	BS				
500	Spectrogram 1	1	44505.756346690	44505.756346690	1564.286	1564.286	22	BS				
501	Spectrogram 1	1	44595.112612541	44595.112612541	321.429	321.429	22	BS				
502	Spectrogram 1	1	44647.662102802	44647.662102802	814.286	814.286	22	BS				
503	Spectrogram 1	1	44716.087403065	44716.087403065	707.143	707.143	22	BS				
504	Spectrogram 1	1	44780.457699985	44780.457699985	342.857	342.857	22	BS				
505	Spectrogram 1	1	44851.795050494	44851.795050494	450.000	450.000	22	BS				
506	Spectrogram 1	1	44874.357669659	44874.357669659	1639.286	1639.286	22	BS				
507	Spectrogram 1	1	44947.801356313	44947.801356313	1821.429	1821.429	22	BS				
508	Spectrogram 1	1	44962.605174483	44962.605174483	310.714	310.714	22	BS				
509	Spectrogram 1	1	44985.693294284	44985.693294284	1682.143	1682.143	22	BS				
510	Spectrogram 1	1	45013.511649675	45013.511649675	2732.143	2732.143	22	BS				
511	Spectrogram 1	1	45047.775089812	45047.775089812	975.000	975.000	22	BS				
512	Spectrogram 1	1	45068.873354449	45068.873354449	203.571	203.571	22	BS				
513	Spectrogram 1	1	45131.845847245	45131.845847245	921.429	921.429	22	BS				
514	Spectrogram 1	1	45149.858637598	45149.858637598	782.143	782.143	22	BS				
515	Spectrogram 1	1	45223.480971339	45223.480971339	557.143	557.143	22	BS				
516	Spectrogram 1	1	45284.620426799	45284.620426799	2432.143	2432.143	22	BS				
517	Spectrogram 1	1	45299.729902868	45299.729902868	771.429	771.429	22	BS				
518	Spectrogram 1	1	45326.850240199	45326.850240199	321.429	321.429	22	BS				
519	Spectrogram 1	1	45354.119464602	45354.119464602	1307.143	1307.143	22	BS				
520	Spectrogram 1	1	45385.149414822	45385.149414822	953.571	953.571	22	BS				
521	Spectrogram 1	1	45410.589937682	45410.589937682	2357.143	2357.143	22	BS				
522	Spectrogram 1	1	45458.332090983	45458.332090983	578.571	578.571	22	BS				
523	Spectrogram 1	1	45517.609565621	45517.609565621	2046.429	2046.429	23	BS				
524	Spectrogram 1	1	45581.611143934	45581.611143934	1885.714	1885.714	23	BS				
525	Spectrogram 1	1	45670.820280954	45670.820280954	760.714	760.714	23	BS				
526	Spectrogram 1	1	45726.112781674	45726.112781674	396.429	396.429	23	BS				
527	Spectrogram 1	1	45750.874573754	45750.874573754	792.857	792.857	23	BS				
528	Spectrogram 1	1	45807.833762908	45807.833762908	1971.429	1971.429	23	BS				
529	Spectrogram 1	1	45823.679796322	45823.679796322	664.286	664.286	23	BS				
530	Spectrogram 1	1	45924.934843323	45924.934843323	1296.429	1296.429	23	BS				
531	Spectrogram 1	1	45963.878616188	45963.878616188	1778.571	1778.571	23	BS				
532	Spectrogram 1	1	46013.065858853	46013.065858853	267.857	267.857	23	BS				
533	Spectrogram 1	1	46047.596417954	46047.596417954	364.286	364.286	23	BS				
534	Spectrogram 1	1	46060.631966575	46060.631966575	814.286	814.286	23	BS				
535	Spectrogram 1	1	46096.724120152	46096.724120152	385.714	385.714	23	BS				
536	Spectrogram 1	1	46138.821662611	46138.821662611	632.143	632.143	23	BS				
537	Spectrogram 1	1	46170.840431479	46170.840431479	503.571	503.571	23	BS				
538	Spectrogram 1	1	46212.034158893	46212.034158893	750.000	750.000	23	BS				
539	Spectrogram 1	1	46234.904188143	46234.904188143	2667.857	2667.857	23	BS				
540	Spectrogram 1	1	46261.758270040	46261.758270040	589.286	589.286	23	BS				
541	Spectrogram 1	1	46331.950067454	46331.950067454	428.571	428.571	23	BS				
542	Spectrogram 1	1	46386.350141816	46386.350141816	642.857	642.857	23	BS				
543	Spectrogram 1	1	46399.174635983	46399.174635983	428.571	428.571	23	BS				
544	Spectrogram 1	1	46492.549136206	46492.549136206	385.714	385.714	23	BS				
545	Spectrogram 1	1	46521.447366078	46521.447366078	385.714	385.714	23	BS				
546	Spectrogram 1	1	46558.860218824	46558.860218824	2442.857	2442.857	23	BS				
547	Spectrogram 1	1	46599.094926573	46599.094926573	2035.714	2035.714	23	BS				
548	Spectrogram 1	1	46661.130300742	46661.130300742	214.286	214.286	23	BS				
549	Spectrogram 1	1	46726.901898182	46726.901898182	589.286	589.286	23	BS				
550	Spectrogram 1	1	46789.482925125	46789.482925125	2464.286	2464.286	23	BS				
551	Spectrogram 1	1	46811.903662885	46811.903662885	471.429	471.429	23	BS				
552	Spectrogram 1	1	46833.382901936	46833.382901936	996.429	996.429	23	BS				
553	Spectrogram 1	1	46856.014715916	46856.014715916	1500.000	1500.000	23	BS				
554	Spectrogram 1	1	46893.664906195	46893.664906195	471.429	471.429	23	BS				
555	Spectrogram 1	1	46937.186551674	46937.186551674	771.429	771.429	23	BS				
556	Spectrogram 1	1	46949.375174026	46949.375174026	2389.286	2389.286	23	BS				
557	Spectrogram 1	1	47028.623742381	47028.623742381	1167.857	1167.857	23	BS				
558	Spectrogram 1	1	47076.218780885	47076.218780885	278.571	278.571	23	BS				
559	Spectrogram 1	1	47135.716061304	47135.716061304	985.714	985.714	23	BS				
560	Spectrogram 1	1	47159.573124976	47159.573124976	300.000	300.000	23	BS				
561	Spectrogram 1	1	47232.279376546	47232.279376546	1885.714	1885.714	23	BS				
562	Spectrogram 1	1	47242.619194699	47242.619194699	450.000	450.000	23	BS				
563	Spectrogram 1	1	47275.550540330	47275.550540330	2142.857	2142.857	23	BS				
564	Spectrogram 1	1	47338.098246139	47338.098246139	707.143	707.143	23	BS				
565	Spectrogram 1	1	47383.127170362	47383.127170362	1360.714	1360.714	23	BS				
566	Spectrogram 1	1	47394.871783294	47394.871783294	310.714	310.714	23	BS				
567	Spectrogram 1	1	47424.199163716	47424.199163716	664.286	664.286	23	BS				
568	Spectrogram 1	1	47464.813105591	47464.813105591	610.714	610.714	23	BS				
569	Spectrogram 1	1	47492.335426426	47492.335426426	471.429	471.429	23	BS				
570	Spectrogram 1	1	47539.875286065	47539.875286065	417.857	417.857	23	BS				
571	Spectrogram 1	1	47561.818690490	47561.818690490	1800.000	1800.000	23	BS				
572	Spectrogram 1	1	47619.411980165	47619.411980165	1007.143	1007.143	23	BS				
573	Spectrogram 1	1	47711.884395062	47711.884395062	1178.571	1178.571	23	BS				
574	Spectrogram 1	1	47747.919598483	47747.919598483	557.143	557.143	23	BS				
575	Spectrogram 1	1	47793.087757159	47793.087757159	257.143	257.143	23	BS				
