Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Inband Power (dB FS)	Begin Hour	Species	Call type	Comments	Quantity	WH
291	Spectrogram 1	1	15094.598848626	15094.598848626	1193.548	1193.548	-127.87	4	RS	YELP			
292	Spectrogram 1	1	15095.571873674	15097.720235909	150.538	752.688	-98.10	4	RS	BARK		6	Bark
293	Spectrogram 1	1	15108.652100146	15108.652100146	258.065	258.065	-113.72	4	RS	GROWL			
294	Spectrogram 1	1	15123.656470359	15123.656470359	1634.409	1634.409	-127.91	4	BS				
295	Spectrogram 1	1	15159.336100087	15159.336100087	268.817	268.817	-116.70	4	BS				
296	Spectrogram 1	1	15264.801147474	15264.801147474	2204.301	2204.301	-121.84	4	BS				
297	Spectrogram 1	1	15428.677493659	15428.677493659	935.484	935.484	-125.78	4	BS				
298	Spectrogram 1	1	15537.121175135	15537.121175135	473.118	473.118	-117.43	4	BS				
299	Spectrogram 1	1	15537.572212863	15537.572212863	1043.011	1043.011	-117.77	4	RS	YELP			
300	Spectrogram 1	1	15586.525631538	15586.525631538	2440.860	2440.860	-121.23	4	BS				
301	Spectrogram 1	1	15615.451004379	15615.451004379	817.204	817.204	-126.30	4	BS				
302	Spectrogram 1	1	15653.061807434	15653.061807434	311.828	311.828	-93.36	4	BS				
303	Spectrogram 1	1	15715.787324167	15715.787324167	2376.344	2376.344	-113.60	4	BS				
304	Spectrogram 1	1	15772.131689231	15772.131689231	204.188	204.188	-109.00	4	LIKELY RS				Likely RS, but unknown
305	Spectrogram 1	1	15879.865084541	15879.865084541	1311.828	1311.828	-119.74	4	BS				
306	Spectrogram 1	1	15996.777865480	15996.777865480	1376.344	1376.344	-125.58	4	BS				
307	Spectrogram 1	1	16164.645252076	16164.645252076	709.677	709.677	-127.56	4	BS				
308	Spectrogram 1	1	16202.624757395	16202.624757395	1204.301	1204.301	-111.29	4	BS				
309	Spectrogram 1	1	16243.881565206	16243.881565206	473.118	473.118	-119.65	4	BS				
310	Spectrogram 1	1	16279.138176354	16279.138176354	301.075	301.075	-118.60	4	BS				
311	Spectrogram 1	1	16339.361500736	16339.361500736	2333.333	2333.333	-130.27	4	BS				
312	Spectrogram 1	1	16439.661022103	16439.661022103	279.570	279.570	-114.70	4	BS				
313	Spectrogram 1	1	16460.080534193	16460.080534193	1354.839	1354.839	-115.96	4	BS				
314	Spectrogram 1	1	16487.255176288	16487.255176288	1225.806	1225.806	-114.29	4	RS	YELP			
315	Spectrogram 1	1	16565.533342295	16565.533342295	225.806	225.806	-126.54	4	RS	GROWL			Growl
316	Spectrogram 1	1	16590.598146882	16590.598146882	720.430	720.430	-123.00	4	BS				
317	Spectrogram 1	1	16629.696935447	16629.696935447	548.387	548.387	-115.76	4	BS				
318	Spectrogram 1	1	16662.135195493	16662.135195493	2193.548	2193.548	-119.51	4	BS				
319	Spectrogram 1	1	16715.824977110	16715.824977110	408.602	408.602	-121.72	4	BS				
320	Spectrogram 1	1	16809.483219302	16809.483219302	505.376	505.376	-109.58	4	BS				
321	Spectrogram 1	1	16991.669248327	16991.669248327	2086.022	2086.022	-142.20	4	BS				
322	Spectrogram 1	1	17101.607079964	17101.607079964	1365.591	1365.591	-116.28	4	RS	YELP			
323	Spectrogram 1	1	17102.233284203	17102.454864165	881.720	1387.097	-89.99	4	RS	YELP			
324	Spectrogram 1	1	17104.599702647	17104.985059102	774.194	1053.763	-90.71	4	RS	YELP			
325	Spectrogram 1	1	17112.701822107	17112.701822107	2010.753	2010.753	-110.39	4	BS				
326	Spectrogram 1	1	17113.762437375	17113.762437375	1086.022	1086.022	-120.17	4	RS	YELP			
327	Spectrogram 1	1	17121.617570905	17128.197532369	623.656	1258.065	-100.95	4	RS	YELP		4	
328	Spectrogram 1	1	17134.765258189	17134.977204239	892.473	1354.839	-89.37	4	RS	YELP			
329	Spectrogram 1	1	17143.185296095	17143.185296095	1129.032	1129.032	-129.19	4	RS	YELP			
330	Spectrogram 1	1	17152.078271891	17152.078271891	311.828	311.828	-120.12	4	BS				
331	Spectrogram 1	1	17245.239065739	17245.239065739	1032.258	1032.258	-111.83	4	BS				
332	Spectrogram 1	1	17406.697272679	17406.697272679	365.591	365.591	-100.50	4	BS				
333	Spectrogram 1	1	17456.123638433	17456.123638433	806.452	806.452	-107.16	4	BS				
334	Spectrogram 1	1	17518.414752746	17518.414752746	1279.570	1279.570	-99.63	4	BS				
335	Spectrogram 1	1	17558.106461775	17558.106461775	258.065	258.065	-107.45	4	BS				
336	Spectrogram 1	1	17622.028336334	17622.028336334	1903.226	1903.226	-117.49	4	BS				
337	Spectrogram 1	1	17776.413530923	17776.413530923	978.495	978.495	-103.18	4	BS				
338	Spectrogram 1	1	17824.568196299	17824.568196299	321.429	321.429	-104.39	4	BS				
339	Spectrogram 1	1	17845.861746622	17845.861746622	1992.857	1992.857	-115.73	4	BS				
340	Spectrogram 1	1	17954.205610492	17954.205610492	396.429	396.429	-131.69	4	BS				
341	Spectrogram 1	1	18007.300722469	18007.300722469	1017.857	1017.857	-117.73	5	BS				
342	Spectrogram 1	1	18008.497077006	18008.497077006	1253.571	1253.571	-111.90	5	RS	YELP			
343	Spectrogram 1	1	18009.075111688	18009.075111688	460.714	460.714	-120.82	5	RS	BARK			
344	Spectrogram 1	1	18009.633878547	18009.633878547	342.857	342.857	-130.75	5	RS	BARK			
345	Spectrogram 1	1	18010.558734038	18010.558734038	1189.286	1189.286	-114.51	5	RS	YELP			
346	Spectrogram 1	1	18012.292838085	18012.292838085	1221.429	1221.429	-127.38	5	RS	YELP			
347	Spectrogram 1	1	18013.747558701	18013.747558701	1114.286	1114.286	-121.99	5	RS	YELP			
348	Spectrogram 1	1	18014.855458508	18014.855458508	450.000	450.000	-110.09	5	RS	BARK			
349	Spectrogram 1	1	18015.057770647	18015.057770647	1082.143	1082.143	-108.97	5	RS	YELP			
350	Spectrogram 1	1	18015.414225368	18015.414225368	450.000	450.000	-126.46	5	RS	BARK			
351	Spectrogram 1	1	18015.915188759	18015.915188759	417.857	417.857	-117.03	5	RS	BARK			
352	Spectrogram 1	1	18015.568367950	18015.568367950	1114.286	1114.286	-120.86	5	RS	YELP			
353	Spectrogram 1	1	18016.098226496	18016.098226496	1167.857	1167.857	-121.72	5	RS	YELP			
354	Spectrogram 1	1	18016.396877749	18016.396877749	385.714	385.714	-115.65	5	RS	BARK			
355	Spectrogram 1	1	18016.551020331	18016.551020331	1092.857	1092.857	-121.59	5	RS	YELP			
356	Spectrogram 1	1	18017.138688924	18017.138688924	1200.000	1200.000	-116.21	5	RS	YELP			
357	Spectrogram 1	1	18019.055837286	18019.055837286	2453.571	2453.571	-106.70	5	RS	YELP			
358	Spectrogram 1	1	18018.530360151	18018.530360151	1275.000	1275.000	-121.94	5	BS				
359	Spectrogram 1	1	18024.444707983	18024.444707983	225.000	225.000	-95.35	5	BS				
360	Spectrogram 1	1	18052.595865571	18052.595865571	2250.000	2250.000	-134.28	5	BS				
361	Spectrogram 1	1	18082.968969530	18082.968969530	2153.571	2153.571	-129.32	5	BS				
362	Spectrogram 1	1	18095.457131440	18095.457131440	332.143	332.143	-131.19	5	BS				
363	Spectrogram 1	1	18157.862103163	18157.862103163	2014.286	2014.286	-128.09	5	BS				
364	Spectrogram 1	1	18224.509510129	18224.509510129	589.286	589.286	-105.61	5	BS				
365	Spectrogram 1	1	18263.107347256	18263.107347256	1489.286	1489.286	-107.45	5	BS				
366	Spectrogram 1	1	18291.707796685	18291.707796685	407.143	407.143	-114.83	5	BS				
367	Spectrogram 1	1	18329.541043807	18329.541043807	1510.714	1510.714	-120.10	5	BS				
368	Spectrogram 1	1	18346.933758201	18346.933758201	492.857	492.857	-127.87	5	BS				
369	Spectrogram 1	1	18361.339077712	18361.339077712	2710.714	2710.714	-131.10	5	BS				
370	Spectrogram 1	1	18424.844928738	18424.844928738	932.143	932.143	-118.27	5	BS				
371	Spectrogram 1	1	18463.229058335	18463.229058335	267.857	267.857	-114.46	5	BS				
372	Spectrogram 1	1	18493.201920057	18493.201920057	428.571	428.571	-124.49	5	BS				
373	Spectrogram 1	1	18508.885053386	18508.885053386	1371.429	1371.429	-114.93	5	BS				
374	Spectrogram 1	1	18530.719889632	18530.719889632	814.286	814.286	-115.88	5	BS				
375	Spectrogram 1	1	18546.865448397	18546.865448397	364.286	364.286	-103.53	5	BS				
376	Spectrogram 1	1	18556.802389140	18556.802389140	1253.571	1253.571	-114.38	5	BS				
377	Spectrogram 1	1	18569.333480285	18569.333480285	1596.429	1596.429	-121.72	5	BS				
378	Spectrogram 1	1	18659.795902366	18659.795902366	557.143	557.143	-98.27	5	BS				
379	Spectrogram 1	1	18686.985427583	18686.985427583	385.714	385.714	-100.63	5	BS				
380	Spectrogram 1	1	18723.786969781	18723.786969781	867.857	867.857	-103.37	5	BS				
381	Spectrogram 1	1	18742.180719360	18742.180719360	1489.286	1489.286	-121.58	5	BS				
382	Spectrogram 1	1	18780.787313379	18780.787313379	267.016	267.016	-125.34	5	RS	GROWL	FAINT		Growl - too faint to keep in classification though
383	Spectrogram 1	1	18834.149562079	18834.149562079	2228.571	2228.571	-125.35	5	BS				
384	Spectrogram 1	1	18852.518800574	18852.518800574	1157.143	1157.143	-127.68	5	BS				
385	Spectrogram 1	1	18869.915893719	18869.915893719	2282.143	2282.143	-111.31	5	BS				
386	Spectrogram 1	1	18918.166018386	18918.166018386	2164.286	2164.286	-118.01	5	BS				
387	Spectrogram 1	1	19011.550144207	19011.550144207	428.571	428.571	-106.56	5	BS				
388	Spectrogram 1	1	19030.287227440	19030.287227440	492.857	492.857	-120.63	5	BS				
389	Spectrogram 1	1	19109.359740979	19109.359740979	878.571	878.571	-121.62	5	BS				
390	Spectrogram 1	1	19153.319290646	19153.319290646	353.571	353.571	-88.50	5	BS				
391	Spectrogram 1	1	19155.496554615	19155.496554615	1617.857	1617.857	-129.16	5	BS				
392	Spectrogram 1	1	19169.618995283	19169.618995283	1317.857	1317.857	-113.42	5	BS				
393	Spectrogram 1	1	19192.744761389	19192.744761389	910.714	910.714	-111.38	5	BS				
394	Spectrogram 1	1	19208.648596942	19208.648596942	439.286	439.286	-114.61	5	BS				
395	Spectrogram 1	1	19218.102965708	19218.102965708	1532.143	1532.143	-111.16	5	BS				
396	Spectrogram 1	1	19241.721809491	19241.721809491	1039.286	1039.286	-113.30	5	BS				
397	Spectrogram 1	1	19258.977887070	19258.977887070	2185.714	2185.714	-111.86	5	BS				
398	Spectrogram 1	1	19268.811489961	19268.811489961	321.429	321.429	-98.40	5	BS				
399	Spectrogram 1	1	19278.893809833	19278.893809833	1275.000	1275.000	-115.97	5	BS				
400	Spectrogram 1	1	19329.602346614	19329.602346614	2132.143	2132.143	-108.23	5	BS				
401	Spectrogram 1	1	19411.002742594	19411.002742594	1789.286	1789.286	-114.09	5	BS				
402	Spectrogram 1	1	19460.868775165	19460.868775165	782.143	782.143	-100.49	5	BS				
403	Spectrogram 1	1	19473.843025254	19473.843025254	278.571	278.571	-116.63	5	BS				
404	Spectrogram 1	1	19483.927980300	19483.927980300	1307.143	1307.143	-129.23	5	BS				
405	Spectrogram 1	1	19538.616194265	19538.616194265	1403.571	1403.571	-110.87	5	BS				
406	Spectrogram 1	1	19551.177054665	19551.177054665	1071.429	1071.429	-114.14	5	BS				
407	Spectrogram 1	1	19555.689224239	19555.689224239	2560.714	2560.714	-119.37	5	BS				
408	Spectrogram 1	1	19567.999615471	19567.999615471	503.571	503.571	-114.25	5	BS				
409	Spectrogram 1	1	19573.134490230	19573.134490230	1671.429	1671.429	-110.65	5	BS				
410	Spectrogram 1	1	19579.672413076	19579.672413076	439.286	439.286	-118.90	5	BS				
411	Spectrogram 1	1	19590.816218675	19590.816218675	2592.857	2592.857	-113.46	5	BS				
412	Spectrogram 1	1	19596.443307931	19596.443307931	1103.571	1103.571	-115.98	5	BS				BS
413	Spectrogram 1	1	19600.393211592	19600.393211592	278.571	278.571	-99.54	5	BS				
414	Spectrogram 1	1	19609.429813877	19609.429813877	1660.714	1660.714	-101.69	5	BS				
415	Spectrogram 1	1	19618.097695015	19618.097695015	578.571	578.571	-116.40	5	BS				
416	Spectrogram 1	1	19709.530525448	19709.530525448	782.143	782.143	-111.68	5	BS				
417	Spectrogram 1	1	19760.473784799	19760.473784799	364.286	364.286	-124.01	5	BS				
418	Spectrogram 1	1	19791.409148722	19791.409148722	2100.000	2100.000	-113.93	5	BS				
419	Spectrogram 1	1	19844.548053814	19844.548053814	1446.429	1446.429	-119.65	5	BS				
420	Spectrogram 1	1	19961.805010746	19961.805010746	332.143	332.143	-99.84	5	BS				
421	Spectrogram 1	1	19975.095438292	19975.095438292	2164.286	2164.286	-116.43	5	BS				
422	Spectrogram 1	1	20001.716556789	20001.716556789	353.571	353.571	-104.40	5	BS				
423	Spectrogram 1	1	20022.495146245	20022.495146245	364.286	364.286	-113.78	5	BS				
424	Spectrogram 1	1	20056.039558305	20056.039558305	750.000	750.000	-99.24	5	BS				
425	Spectrogram 1	1	20072.450485527	20072.450485527	1650.000	1650.000	-118.33	5	BS				
426	Spectrogram 1	1	20087.190375240	20087.190375240	407.143	407.143	-117.06	5	BS				
427	Spectrogram 1	1	20106.404768712	20106.404768712	921.429	921.429	-112.12	5	BS				
428	Spectrogram 1	1	20144.625992274	20144.625992274	471.429	471.429	-116.45	5	BS				
429	Spectrogram 1	1	20186.603570812	20186.603570812	2207.143	2207.143	-122.85	5	BS				
430	Spectrogram 1	1	20271.359218309	20271.359218309	1135.714	1135.714	-113.99	5	BS				
431	Spectrogram 1	1	20273.797482903	20273.797482903	1146.429	1146.429	-108.47	5	RS	YELP			
432	Spectrogram 1	1	20274.789775774	20274.789775774	1167.857	1167.857	-107.86	5	RS	YELP			
433	Spectrogram 1	1	20280.817975066	20280.817975066	996.429	996.429	-116.26	5	RS	YELP			
434	Spectrogram 1	1	20282.542445200	20282.542445200	1221.429	1221.429	-114.06	5	RS	YELP			
435	Spectrogram 1	1	20284.901870499	20289.950040056	117.857	578.571	-97.07	5	RS	BARK		8	
436	Spectrogram 1	1	20286.135011154	20289.670656626	771.429	1275.000	-105.37	5	RS	YELP		5	
437	Spectrogram 1	1	20307.496020622	20307.496020622	332.143	332.143	-111.20	5	BS				
438	Spectrogram 1	1	20323.256225243	20323.256225243	2260.714	2260.714	-113.45	5	BS				
439	Spectrogram 1	1	20353.822009163	20353.822009163	1007.143	1007.143	-107.85	5	BS				
440	Spectrogram 1	1	20387.629153122	20387.629153122	910.714	910.714	-136.63	5	BS				
441	Spectrogram 1	1	20425.268836370	20425.268836370	1296.429	1296.429	-94.31	5	BS				
442	Spectrogram 1	1	20525.175110949	20525.175110949	985.714	985.714	-118.29	5	BS				
443	Spectrogram 1	1	20554.573437043	20554.573437043	375.000	375.000	-99.61	5	BS				
444	Spectrogram 1	1	20568.360445939	20568.360445939	2217.857	2217.857	-112.53	5	BS				
445	Spectrogram 1	1	20589.729336502	20589.729336502	803.571	803.571	-108.32	5	BS				
446	Spectrogram 1	1	20617.673799911	20617.673799911	2025.000	2025.000	-108.75	5	BS				
447	Spectrogram 1	1	20680.504439421	20680.504439421	1317.857	1317.857	-107.05	5	BS				
448	Spectrogram 1	1	20693.491824435	20693.491824435	353.571	353.571	-114.11	5	BS				
449	Spectrogram 1	1	20704.088253191	20704.088253191	1467.857	1467.857	-118.62	5	BS				
450	Spectrogram 1	1	20725.871403274	20725.871403274	889.286	889.286	-101.92	5	BS				
451	Spectrogram 1	1	20744.114527803	20744.114527803	342.857	342.857	-118.95	5	BS				
452	Spectrogram 1	1	20758.117852261	20758.117852261	1457.143	1457.143	-119.16	5	BS				
453	Spectrogram 1	1	20813.568883554	20813.568883554	782.143	782.143	-120.95	5	BS				
454	Spectrogram 1	1	20914.356235346	20914.356235346	900.000	900.000	-121.30	5	BS				
455	Spectrogram 1	1	20921.248847568	20921.248847568	1510.714	1510.714	-120.58	5	RS	YELP			
456	Spectrogram 1	1	20927.357654564	20927.357654564	1682.143	1682.143	-128.82	5	BS				
457	Spectrogram 1	1	20942.427718404	20942.427718404	825.000	825.000	-104.57	5	BS				
458	Spectrogram 1	1	20949.675047193	20949.675047193	235.714	235.714	-96.26	5	BS				
459	Spectrogram 1	1	20955.734777444	20955.734777444	535.714	535.714	-117.65	5	BS				
460	Spectrogram 1	1	20972.860369584	20972.860369584	1767.857	1767.857	-117.09	5	BS				
461	Spectrogram 1	1	21024.735474851	21024.735474851	1017.857	1017.857	-118.82	5	RS	YELP			
462	Spectrogram 1	1	21025.987883329	21025.987883329	1017.857	1017.857	-127.23	5	RS	YELP			
463	Spectrogram 1	1	21099.429820456	21099.429820456	353.571	353.571	-123.29	5	BS				
464	Spectrogram 1	1	21146.000996843	21146.000996843	803.571	803.571	-122.78	5	BS				
465	Spectrogram 1	1	21194.617225330	21194.617225330	1146.429	1146.429	-110.44	5	BS				
466	Spectrogram 1	1	21232.328752830	21232.328752830	278.571	278.571	-122.40	5	BS				
467	Spectrogram 1	1	21240.401969927	21240.401969927	1521.429	1521.429	-123.71	5	BS				
468	Spectrogram 1	1	21300.467650714	21300.467650714	1210.714	1210.714	-107.99	5	BS				
469	Spectrogram 1	1	21420.239925682	21420.239925682	1778.571	1778.571	-126.48	5	BS				
470	Spectrogram 1	1	21446.155154613	21446.155154613	900.000	900.000	-109.19	5	RS	YELP			
471	Spectrogram 1	1	21447.234152686	21447.234152686	1060.714	1060.714	-104.84	5	RS	YELP			
472	Spectrogram 1	1	21481.823404191	21481.823404191	428.571	428.571	-98.70	5	BS				
473	Spectrogram 1	1	21534.308083762	21534.308083762	1167.857	1167.857	-126.84	5	RS	YELP			
474	Spectrogram 1	1	21537.275328464	21537.275328464	2367.857	2367.857	-126.99	5	BS				
475	Spectrogram 1	1	21633.504089672	21633.504089672	2185.714	2185.714	-118.57	6	BS				
476	Spectrogram 1	1	21672.484636127	21672.484636127	1446.429	1446.429	-103.62	6	BS				
477	Spectrogram 1	1	21667.269181785	21667.269181785	353.571	353.571	-113.78	6	BS				
478	Spectrogram 1	1	21709.167926976	21709.167926976	610.714	610.714	-124.10	6	BS				
479	Spectrogram 1	1	21816.811126639	21816.811126639	2185.714	2185.714	-128.35	6	BS				
480	Spectrogram 1	1	21886.929379936	21886.929379936	1050.000	1050.000	-135.89	6	RS	YELP			
481	Spectrogram 1	1	21888.827260475	21888.827260475	921.429	921.429	-129.30	6	RS	YELP			
482	Spectrogram 1	1	21894.212616930	21894.212616930	1521.429	1521.429	-116.66	6	BS				
483	Spectrogram 1	1	21960.314380764	21960.314380764	825.000	825.000	-132.81	6	BS				
484	Spectrogram 1	1	22007.103662485	22007.103662485	910.714	910.714	-95.22	6	BS				
485	Spectrogram 1	1	22043.098585353	22043.098585353	417.857	417.857	-117.33	6	BS				
486	Spectrogram 1	1	22063.271118090	22063.271118090	1425.000	1425.000	-114.62	6	BS				
487	Spectrogram 1	1	22092.234150169	22092.234150169	1328.571	1328.571	-116.49	6	BS				
488	Spectrogram 1	1	22102.863865360	22102.863865360	385.714	385.714	-108.73	6	BS				
489	Spectrogram 1	1	22123.645068853	22123.645068853	1125.000	1125.000	-110.92	6	BS				
490	Spectrogram 1	1	22172.135195677	22172.135195677	1767.857	1767.857	-128.75	6	BS				
491	Spectrogram 1	1	22269.731090293	22269.731090293	417.857	417.857	-120.22	6	BS				
492	Spectrogram 1	1	22322.326124175	22322.326124175	2346.429	2346.429	-113.75	6	BS				
493	Spectrogram 1	1	22435.226808377	22435.226808377	471.429	471.429	-119.10	6	BS				
494	Spectrogram 1	1	22494.608481745	22494.608481745	1810.714	1810.714	-121.39	6	BS				
495	Spectrogram 1	1	22575.597271857	22575.597271857	1971.429	1971.429	-118.70	6	BS				
496	Spectrogram 1	1	22679.995568489	22679.995568489	932.143	932.143	-117.22	6	BS				
497	Spectrogram 1	1	22736.900481174	22736.900481174	417.857	417.857	-111.48	6	BS				
498	Spectrogram 1	1	22757.891897532	22757.891897532	2453.571	2453.571	-119.23	6	BS				
499	Spectrogram 1	1	22823.590795504	22823.590795504	1039.286	1039.286	-105.26	6	BS				
500	Spectrogram 1	1	22954.849318129	22954.849318129	2132.143	2132.143	-127.12	6	BS				
501	Spectrogram 1	1	22969.275664229	22969.275664229	375.000	375.000	-119.68	6	BS				
503	Spectrogram 1	1	22980.272344461	22980.272344461	1628.571	1628.571	-117.42	6	BS				
504	Spectrogram 1	1	23009.604091106	23009.604091106	825.000	825.000	-113.94	6	BS				
505	Spectrogram 1	1	23048.938491003	23048.938491003	1414.286	1414.286	-101.92	6	BS				
506	Spectrogram 1	1	23104.223127950	23104.223127950	1242.857	1242.857	-129.79	6	BS				
507	Spectrogram 1	1	23197.986471379	23197.986471379	1853.571	1853.571	-112.54	6	BS				
508	Spectrogram 1	1	23319.494624347	23319.494624347	396.429	396.429	-110.57	6	BS				
509	Spectrogram 1	1	23334.409677685	23334.409677685	1510.714	1510.714	-113.35	6	BS				
510	Spectrogram 1	1	23368.520729387	23368.520729387	1403.571	1403.571	-124.72	6	BS				
511	Spectrogram 1	1	23391.730566851	23391.730566851	300.000	300.000	-102.91	6	BS				
512	Spectrogram 1	1	23404.883485794	23404.883485794	1167.857	1167.857	-123.08	6	BS				
513	Spectrogram 1	1	23453.042527837	23453.042527837	2700.000	2700.000	-124.01	6	BS				
514	Spectrogram 1	1	23477.250802269	23477.250802269	685.714	685.714	-114.45	6	BS				
515	Spectrogram 1	1	23568.194055409	23575.246078530	835.714	1607.143	-104.17	6	RS	YELP		6	
516	Spectrogram 1	1	23577.607253355	23584.957927729	878.571	1403.571	-105.49	6	RS	YELP		7	
517	Spectrogram 1	1	23588.290374786	23595.168987503	750.000	1489.286	-103.72	6	RS	YELP		6	
518	Spectrogram 1	1	23599.743336008	23599.743336008	342.857	342.857	-125.29	6	BS				
519	Spectrogram 1	1	23668.455042514	23668.455042514	1596.429	1596.429	-118.43	6	BS				
520	Spectrogram 1	1	23735.376570821	23735.376570821	2175.000	2175.000	-130.25	6	BS				
521	Spectrogram 1	1	23854.202966370	23854.202966370	835.714	835.714	-123.20	6	BS				
522	Spectrogram 1	1	23861.042160454	23861.042160454	1071.429	1071.429	-132.44	6	RS	YELP			
523	Spectrogram 1	1	23884.762598511	23884.762598511	450.000	450.000	-122.13	6	BS				
524	Spectrogram 1	1	23928.725669978	23928.725669978	1135.714	1135.714	-121.54	6	BS				
525	Spectrogram 1	1	23946.963539172	23946.963539172	1360.714	1360.714	-116.83	6	BS				
526	Spectrogram 1	1	23972.570471215	23972.570471215	2100.000	2100.000	-126.27	6	BS				
