Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Begin File	Begin Hour	Begin Date	Species	Call type	Comments	Quantity	WH
250	Spectrogram 1	1	10053.805370361	10053.805370361	417.900	417.900	67145740.220517205337.wav	2		BS				
251	Spectrogram 1	1	10113.084579338	10113.084579338	2121.400	2121.400	67145740.220517205337.wav	2		BS				
252	Spectrogram 1	1	10166.769108456	10166.769108456	1189.300	1189.300	67145740.220517205337.wav	2		RS	YELP			
253	Spectrogram 1	1	10168.473434360	10168.473434360	953.600	953.600	67145740.220517205337.wav	2		RS	YELP			
254	Spectrogram 1	1	10169.321218560	10169.321218560	942.900	942.900	67145740.220517205337.wav	2		RS	YELP			
255	Spectrogram 1	1	10172.454862401	10172.454862401	953.600	953.600	67145740.220517205337.wav	2		RS	YELP			
256	Spectrogram 1	1	10174.651394193	10174.805536775	696.400	846.400	67145740.220517205337.wav	2		RS	YELP			
257	Spectrogram 1	1	10178.302646601	10178.495324829	803.600	942.900	67145740.220517205337.wav	2		RS	YELP			
258	Spectrogram 1	1	10181.304918026	10181.304918026	846.400	846.400	67145740.220517205337.wav	2		RS	YELP			
259	Spectrogram 1	1	10184.060216677	10184.060216677	1050.000	1050.000	67145740.220517205337.wav	2		RS	YELP			
260	Spectrogram 1	1	10184.387769664	10184.387769664	567.900	567.900	67145740.220517205337.wav	2		RS	BARK			
261	Spectrogram 1	1	10184.927268700	10184.927268700	696.400	696.400	67145740.220517205337.wav	2		RS	BARK			
262	Spectrogram 1	1	10187.863889631	10187.863889631	1007.100	1007.100	67145740.220517205337.wav	2		RS	YELP			
263	Spectrogram 1	1	10188.923619882	10188.923619882	1403.600	1403.600	67145740.220517205337.wav	2		RS	YELP			
264	Spectrogram 1	1	10206.091248681	10206.091248681	900.000	900.000	67145740.220517205837.wav	2		RS	YELP			
265	Spectrogram 1	1	10208.124003980	10208.124003980	1082.100	1082.100	67145740.220517205837.wav	2		RS	YELP			
266	Spectrogram 1	1	10209.723233267	10209.723233267	1221.400	1221.400	67145740.220517205837.wav	2		RS	YELP			
267	Spectrogram 1	1	10233.700285917	10233.700285917	246.400	246.400	67145740.220517205837.wav	2		BS				
268	Spectrogram 1	1	10236.368879365	10236.368879365	1210.700	1210.700	67145740.220517205837.wav	2		RS	YELP			
269	Spectrogram 1	1	10238.141519057	10238.141519057	632.100	632.100	67145740.220517205837.wav	2		RS	YELP			
270	Spectrogram 1	1	10242.146596332	10242.146596332	1167.900	1167.900	67145740.220517205837.wav	2		RS	YELP			
271	Spectrogram 1	1	10242.975112710	10243.360469165	717.900	1178.600	67145740.220517205837.wav	2		RS	YELP			
272	Spectrogram 1	1	10244.853725427	10245.402858375	696.400	1157.100	67145740.220517205837.wav	2		RS	YELP			
273	Spectrogram 1	1	10261.150799859	10261.150799859	1114.300	1114.300	67145740.220517205837.wav	2		RS	YELP			
274	Spectrogram 1	1	10264.175848029	10264.175848029	1007.100	1007.100	67145740.220517205837.wav	2		RS	YELP			
275	Spectrogram 1	1	10265.091069609	10265.091069609	878.600	878.600	67145740.220517205837.wav	2		RS	YELP			
276	Spectrogram 1	1	10266.738468453	10266.738468453	792.900	792.900	67145740.220517205837.wav	2		RS	YELP			
277	Spectrogram 1	1	10281.444199312	10281.444199312	203.600	203.600	67145740.220517205837.wav	2		RS	GROWL			
278	Spectrogram 1	1	10284.975462744	10284.975462744	235.700	235.700	67145740.220517205837.wav	2		RS	BARK			
279	Spectrogram 1	1	10284.619008023	10284.619008023	707.100	707.100	67145740.220517205837.wav	2		RS	YELP			
280	Spectrogram 1	1	10299.103160881	10299.103160881	846.400	846.400	67145740.220517205837.wav	2		RS	YELP			
281	Spectrogram 1	1	10316.201587585	10316.201587585	1885.700	1885.700	67145740.220517205837.wav	2		BS				
282	Spectrogram 1	1	10441.211210654	10441.211210654	750.000	750.000	67145740.220517205837.wav	2		BS				
283	Spectrogram 1	1	10449.821306802	10449.821306802	1317.900	1317.900	67145740.220517205837.wav	2		RS	YELP			
284	Spectrogram 1	1	10451.372366532	10451.372366532	878.600	878.600	67145740.220517205837.wav	2		RS	YELP			
285	Spectrogram 1	1	10460.383566137	10460.383566137	1178.600	1178.600	67145740.220517205837.wav	2		RS	YELP			
286	Spectrogram 1	1	10473.801857176	10473.801857176	332.100	332.100	67145740.220517205837.wav	2		RS	BARK			
287	Spectrogram 1	1	10474.302820567	10474.302820567	814.300	814.300	67145740.220517205837.wav	2		RS	YELP			
288	Spectrogram 1	1	10476.036924613	10476.036924613	289.300	289.300	67145740.220517205837.wav	2		RS	BARK			
289	Spectrogram 1	1	10476.467821400	10476.467821400	975.000	975.000	67145740.220517205837.wav	2		RS	YELP			
290	Spectrogram 1	1	10476.910981323	10476.910981323	985.700	985.700	67145740.220517205837.wav	2		RS	YELP			
291	Spectrogram 1	1	10479.020807913	10479.020807913	310.700	310.700	67145740.220517205837.wav	2		RS	BARK			
292	Spectrogram 1	1	10479.329108265	10479.329108265	1028.600	1028.600	67145740.220517205837.wav	2		RS	YELP			
293	Spectrogram 1	1	10479.685562985	10479.685562985	1092.900	1092.900	67145740.220517205837.wav	2		RS	YELP			
294	Spectrogram 1	1	10479.993848149	10479.993848149	342.900	342.900	67145740.220517205837.wav	2		RS	BARK			
295	Spectrogram 1	1	10480.764561059	10480.764561059	1060.700	1060.700	67145740.220517205837.wav	2		RS	YELP			
296	Spectrogram 1	1	10482.148338663	10482.148338663	1275.000	1275.000	67145740.220517205837.wav	2		RS	YELP			
297	Spectrogram 1	1	10486.804159381	10486.804159381	1307.100	1307.100	67145740.220517205837.wav	2		BS				
298	Spectrogram 1	1	10518.125755187	10518.405138617	728.600	1339.300	67145740.220517210337.wav	2		RS	YELP			
299	Spectrogram 1	1	10519.108414146	10519.108414146	900.000	900.000	67145740.220517210337.wav	2		RS	YELP			
300	Spectrogram 1	1	10521.680668482	10521.680668482	364.300	364.300	67145740.220517210337.wav	2		BS				
301	Spectrogram 1	1	10558.447175068	10558.447175068	717.900	717.900	67145740.220517210337.wav	2		BS				
302	Spectrogram 1	1	10629.469241675	10629.469241675	1971.400	1971.400	67145740.220517210337.wav	2		BS				
303	Spectrogram 1	1	10636.363610326	10636.363610326	301.676	301.676	67145740.220517210337.wav	2		?				?
304	Spectrogram 1	1	10813.320184901	10813.320184901	889.300	889.300	67145740.220517210837.wav	3		BS				
305	Spectrogram 1	1	10844.850224413	10844.850224413	1478.600	1478.600	67145740.220517210837.wav	3		RS	YELP			
306	Spectrogram 1	1	10847.480282217	10847.480282217	1189.300	1189.300	67145740.220517210837.wav	3		RS	YELP			
307	Spectrogram 1	1	10855.922213881	10858.311423900	739.300	1478.600	67145740.220517210837.wav	3		RS	YELP		3	
308	Spectrogram 1	1	10878.685386419	10878.685386419	300.000	300.000	67145740.220517210837.wav	3		BS				
309	Spectrogram 1	1	10950.197035639	10950.197035639	1317.900	1317.900	67145740.220517210837.wav	3		BS				
310	Spectrogram 1	1	10962.113312913	10962.113312913	1125.000	1125.000	67145740.220517210837.wav	3		RS	YELP			
311	Spectrogram 1	1	10970.611292569	10970.611292569	835.700	835.700	67145740.220517210837.wav	3		BS				
312	Spectrogram 1	1	11134.211756338	11134.211756338	1296.400	1296.400	67145740.220517211337.wav	3		BS				
313	Spectrogram 1	1	11163.186185712	11163.186185712	1092.900	1092.900	67145740.220517211337.wav	3		RS	YELP			
314	Spectrogram 1	1	11163.937630799	11163.937630799	278.600	278.600	67145740.220517211337.wav	3		RS	BARK			
315	Spectrogram 1	1	11164.467495924	11164.467495924	246.400	246.400	67145740.220517211337.wav	3		RS	BARK			
316	Spectrogram 1	1	11164.640906329	11164.640906329	182.100	182.100	67145740.220517211337.wav	3		RS	BARK			
317	Spectrogram 1	1	11164.852852379	11164.852852379	171.400	171.400	67145740.220517211337.wav	3		RS	BARK			
318	Spectrogram 1	1	11292.456623542	11292.456623542	407.100	407.100	67145740.220517211337.wav	3		BS				
319	Spectrogram 1	1	11303.085459036	11303.085459036	1725.000	1725.000	67145740.220517211337.wav	3		RS	YELP			
320	Spectrogram 1	1	11343.304395356	11343.304395356	1392.900	1392.900	67145740.220517211337.wav	3		BS				
321	Spectrogram 1	1	11392.507434911	11392.507434911	1017.900	1017.900	67145740.220517211337.wav	3		BS				
322	Spectrogram 1	1	11426.400408994	11426.400408994	257.100	257.100	67145740.220517211837.wav	3		BS				
323	Spectrogram 1	1	11481.440687730	11481.440687730	1403.600	1403.600	67145740.220517211837.wav	3		BS				
324	Spectrogram 1	1	11496.201598082	11496.201598082	1950.000	1950.000	67145740.220517211837.wav	3		BS				
325	Spectrogram 1	1	11555.056899142	11555.056899142	975.000	975.000	67145740.220517211837.wav	3		RS	YELP			
326	Spectrogram 1	1	11557.166725731	11557.166725731	975.000	975.000	67145740.220517211837.wav	3		RS	YELP			
327	Spectrogram 1	1	11572.989131049	11572.989131049	1210.700	1210.700	67145740.220517211837.wav	3		BS				
328	Spectrogram 1	1	11582.365546167	11582.365546167	203.600	203.600	67145740.220517211837.wav	3		RS	GROWL			
329	Spectrogram 1	1	11641.572920535	11641.572920535	1821.400	1821.400	67145740.220517211837.wav	3		BS				
330	Spectrogram 1	1	11763.380607518	11763.380607518	1285.700	1285.700	67145740.220517212337.wav	3		BS				
331	Spectrogram 1	1	11852.837600473	11852.837600473	1264.300	1264.300	67145740.220517212337.wav	3		BS				
332	Spectrogram 1	1	11918.501475361	11918.501475361	407.100	407.100	67145740.220517212337.wav	3		BS				
334	Spectrogram 1	1	11954.225753825	11954.225753825	97.222	97.222	67145740.220517212337.wav	3		fish?				Fish?
335	Spectrogram 1	1	11957.212266348	11957.212266348	1800.000	1800.000	67145740.220517212337.wav	3		BS				
336	Spectrogram 1	1	11986.226985450	11986.226985450	166.667	166.667	67145740.220517212337.wav	3		?				?
337	Spectrogram 1	1	11990.436143967	11990.436143967	964.300	964.300	67145740.220517212337.wav	3		BS				
338	Spectrogram 1	1	11991.078988134	11991.078988134	1275.000	1275.000	67145740.220517212337.wav	3		RS	YELP			
339	Spectrogram 1	1	11999.691704897	11999.691704897	1307.100	1307.100	67145740.220517212337.wav	3		RS	YELP			
340	Spectrogram 1	1	12035.331919281	12035.331919281	632.100	632.100	67145740.220517212837.wav	3		BS				
342	Spectrogram 1	1	12082.762286404	12082.762286404	1007.100	1007.100	67145740.220517212837.wav	3		BS				
343	Spectrogram 1	1	12110.242591017	12110.242591017	2196.400	2196.400	67145740.220517212837.wav	3		BS				
344	Spectrogram 1	1	12112.053766354	12112.053766354	139.300	139.300	67145740.220517212837.wav	3		RS	GROWL			RS growl
345	Spectrogram 1	1	12184.633890800	12184.633890800	1339.300	1339.300	67145740.220517212837.wav	3		BS				
346	Spectrogram 1	1	12259.894887648	12259.894887648	2357.100	2357.100	67145740.220517212837.wav	3		BS				
347	Spectrogram 1	1	12411.251522486	12411.251522486	1564.300	1564.300	67145740.220517213337.wav	3		BS				
348	Spectrogram 1	1	12450.555239887	12450.555239887	182.100	182.100	67145740.220517213337.wav	3		RS	GROWL			
349	Spectrogram 1	1	12570.675221312	12570.675221312	1350.000	1350.000	67145740.220517213337.wav	3		BS				
350	Spectrogram 1	1	12624.708346801	12624.708346801	184.358	184.358	67145740.220517213837.wav	3		?				?
351	Spectrogram 1	1	12625.934478905	12625.934478905	150.000	150.000	67145740.220517213837.wav	3		?				?
352	Spectrogram 1	1	12628.766848847	12628.766848847	2314.300	2314.300	67145740.220517213837.wav	3		BS				
353	Spectrogram 1	1	12645.956371404	12645.956371404	707.100	707.100	67145740.220517213837.wav	3		RS	YELP			
354	Spectrogram 1	1	12647.411092021	12647.411092021	825.000	825.000	67145740.220517213837.wav	3		RS	YELP			
355	Spectrogram 1	1	12752.638793967	12752.638793967	246.400	246.400	67145740.220517213837.wav	3		BS				
356	Spectrogram 1	1	12781.133281920	12781.133281920	1028.600	1028.600	67145740.220517213837.wav	3		RS	YELP			
357	Spectrogram 1	1	12783.830777103	12783.830777103	932.100	932.100	67145740.220517213837.wav	3		RS	YELP			
358	Spectrogram 1	1	12784.977212555	12784.977212555	889.300	889.300	67145740.220517213837.wav	3		RS	YELP			
360	Spectrogram 1	1	12829.019947180	12829.019947180	2057.100	2057.100	67145740.220517213837.wav	3		BS				
361	Spectrogram 1	1	12938.450678670	12938.450678670	1275.000	1275.000	67145740.220517214337.wav	3		BS				
362	Spectrogram 1	1	13094.391286910	13094.391286910	385.700	385.700	67145740.220517214337.wav	3		BS				
363	Spectrogram 1	1	13099.509531261	13099.509531261	335.196	335.196	67145740.220517214337.wav	3		RS	BARK			RS bark
364	Spectrogram 1	1	13136.155181769	13136.155181769	792.900	792.900	67145740.220517214337.wav	3		BS				
365	Spectrogram 1	1	13154.594465102	13154.594465102	1007.100	1007.100	67145740.220517214337.wav	3		RS	YELP			
366	Spectrogram 1	1	13158.303520979	13158.303520979	996.400	996.400	67145740.220517214337.wav	3		RS	YELP			
367	Spectrogram 1	1	13158.891189572	13158.891189572	985.700	985.700	67145740.220517214337.wav	3		RS	YELP			
368	Spectrogram 1	1	13159.613732925	13159.613732925	878.600	878.600	67145740.220517214337.wav	3		RS	YELP			
369	Spectrogram 1	1	13161.504602199	13161.764717806	642.900	1296.400	67145740.220517214337.wav	3		RS	YELP			
370	Spectrogram 1	1	13162.448725513	13162.448725513	1157.100	1157.100	67145740.220517214337.wav	3		RS	YELP			
371	Spectrogram 1	1	13164.076856534	13164.076856534	1071.400	1071.400	67145740.220517214337.wav	3		RS	YELP			
372	Spectrogram 1	1	13169.748613004	13169.748613004	1414.300	1414.300	67145740.220517214337.wav	3		RS	YELP			
373	Spectrogram 1	1	13175.895048457	13175.895048457	1714.300	1714.300	67145740.220517214337.wav	3		BS				
374	Spectrogram 1	1	13216.134146540	13216.134146540	620.112	620.112	67145740.220517214837.wav	3		RS	YELP			
375	Spectrogram 1	1	13262.748279619	13262.748279619	2282.100	2282.100	67145740.220517214837.wav	3		BS				
376	Spectrogram 1	1	13329.097018186	13329.097018186	1157.100	1157.100	67145740.220517214837.wav	3		RS	YELP			
377	Spectrogram 1	1	13412.819208571	13412.819208571	2442.900	2442.900	67145740.220517214837.wav	3		BS				
378	Spectrogram 1	1	13502.418976438	13502.418976438	300.000	300.000	67145740.220517215337.wav	3		BS				
379	Spectrogram 1	1	13565.439643234	13565.439643234	1682.100	1682.100	67145740.220517215337.wav	3		BS				
380	Spectrogram 1	1	13729.752997562	13729.752997562	664.300	664.300	67145740.220517215337.wav	3		BS				
381	Spectrogram 1	1	13783.215076889	13783.215076889	1039.300	1039.300	67145740.220517215337.wav	3		BS				
382	Spectrogram 1	1	13819.280072714	13819.280072714	385.700	385.700	67145740.220517215837.wav	3		BS				
383	Spectrogram 1	1	13889.677684610	13889.677684610	2100.000	2100.000	67145740.220517215837.wav	3		BS				
384	Spectrogram 1	1	13952.970725705	13952.970725705	439.300	439.300	67145740.220517215837.wav	3		BS				
385	Spectrogram 1	1	14049.438582861	14049.438582861	2635.700	2635.700	67145740.220517215837.wav	3		BS				
386	Spectrogram 1	1	14182.465397207	14182.465397207	417.900	417.900	67145740.220517220337.wav	3		BS				
387	Spectrogram 1	1	14312.245552641	14312.245552641	1435.700	1435.700	67145740.220517220337.wav	3		BS				
389	Spectrogram 1	1	14480.795218958	14480.795218958	2228.600	2228.600	67145740.220517220837.wav	4		BS				
390	Spectrogram 1	1	14582.513560470	14582.513560470	214.300	214.300	67145740.220517220837.wav	4		BS				
391	Spectrogram 1	1	14642.819197445	14642.819197445	1639.300	1639.300	67145740.220517220837.wav	4		BS				
392	Spectrogram 1	1	14680.221544490	14680.221544490	482.100	482.100	67145740.220517220837.wav	4		BS				
393	Spectrogram 1	1	14803.429654254	14803.429654254	2132.100	2132.100	67145740.220517221337.wav	4		BS				
394	Spectrogram 1	1	14897.409339002	14897.409339002	1167.900	1167.900	67145740.220517221337.wav	4		RS	YELP			
395	Spectrogram 1	1	14908.140629990	14908.468182977	696.400	942.900	67145740.220517221337.wav	4		RS	YELP			
396	Spectrogram 1	1	14913.660861204	14913.660861204	782.100	782.100	67145740.220517221337.wav	4		RS	YELP			
397	Spectrogram 1	1	14962.195636360	14962.195636360	621.400	621.400	67145740.220517221337.wav	4		BS				
398	Spectrogram 1	1	15120.671728409	15120.671728409	2164.300	2164.300	67145740.220517221838.wav	4		BS				
399	Spectrogram 1	1	15206.167434265	15206.167434265	407.100	407.100	67145740.220517221838.wav	4		BS				
400	Spectrogram 1	1	15290.282001385	15290.282001385	1575.000	1575.000	67145740.220517221838.wav	4		BS				
401	Spectrogram 1	1	15476.069338274	15476.069338274	1114.300	1114.300	67145740.220517222338.wav	4		BS				
402	Spectrogram 1	1	15529.689938934	15529.689938934	300.000	300.000	67145740.220517222338.wav	4		BS				
403	Spectrogram 1	1	15591.717454179	15591.717454179	1007.100	1007.100	67145740.220517222338.wav	4		BS				
404	Spectrogram 1	1	15634.370280961	15634.370280961	1939.300	1939.300	67145740.220517222838.wav	4		BS				
405	Spectrogram 1	1	15679.208252807	15679.208252807	214.300	214.300	67145740.220517222838.wav	4		BS				
406	Spectrogram 1	1	15759.610236875	15759.610236875	1992.900	1992.900	67145740.220517222838.wav	4		BS				
407	Spectrogram 1	1	15917.573994974	15917.573994974	1939.300	1939.300	67145740.220517223338.wav	4		BS				
408	Spectrogram 1	1	16026.456456641	16026.456456641	407.100	407.100	67145740.220517223338.wav	4		BS				
409	Spectrogram 1	1	16032.157105607	16032.157105607	1242.900	1242.900	67145740.220517223338.wav	4		RS	YELP			
410	Spectrogram 1	1	16032.619533352	16032.619533352	985.700	985.700	67145740.220517223338.wav	4		RS	BARK			
411	Spectrogram 1	1	16105.190015277	16105.190015277	514.300	514.300	67145740.220517223338.wav	4		BS				
412	Spectrogram 1	1	16270.613928088	16270.613928088	1660.700	1660.700	67145740.220517223838.wav	4		BS				
414	Spectrogram 1	1	16351.267270231	16351.267270231	628.200	628.200	67145740.220517223838.wav	4		RS	BARK			
415	Spectrogram 1	1	16370.154993703	16370.154993703	1169.700	1180.500	67145740.220517223838.wav	4		RS	YELP			
416	Spectrogram 1	1	16428.455941354	16428.455941354	324.900	324.900	67145740.220517223838.wav	4		BS				
417	Spectrogram 1	1	16471.834815162	16471.834815162	1137.200	1137.200	67145740.220517223838.wav	4		RS	YELP			
418	Spectrogram 1	1	16472.952348880	16472.952348880	1061.400	1061.400	67145740.220517223838.wav	4		RS	YELP			
419	Spectrogram 1	1	16470.811867740	16470.811867740	974.700	974.700	67145740.220517223838.wav	4		RS	YELP			
420	Spectrogram 1	1	16475.262734792	16475.262734792	801.400	801.400	67145740.220517223838.wav	4		RS	YELP			
421	Spectrogram 1	1	16473.721308973	16484.268690435	97.500	435.754	67145740.220517223838.wav	4		RS	BARK		14	
422	Spectrogram 1	1	16479.156585842	16479.156585842	909.700	909.700	67145740.220517223838.wav	4		BS				
423	Spectrogram 1	1	16489.407063619	16489.407063619	292.400	292.400	67145740.220517223838.wav	4		RS	BARK			
424	Spectrogram 1	1	16490.351186933	16490.351186933	920.600	920.600	67145740.220517223838.wav	4		RS	YELP			
425	Spectrogram 1	1	16490.620936451	16490.620936451	303.200	303.200	67145740.220517223838.wav	4		RS	BARK			
426	Spectrogram 1	1	16490.987025083	16490.987025083	303.200	303.200	67145740.220517223838.wav	4		RS	BARK			
427	Spectrogram 1	1	16491.141167665	16491.141167665	974.700	974.700	67145740.220517223838.wav	4		RS	YELP			
428	Spectrogram 1	1	16491.507256297	16491.507256297	292.400	292.400	67145740.220517223838.wav	4		RS	BARK			
429	Spectrogram 1	1	16491.873344929	16491.873344929	292.400	292.400	67145740.220517223838.wav	4		RS	BARK			
430	Spectrogram 1	1	16492.066023156	16492.066023156	1039.700	1039.700	67145740.220517223838.wav	4		RS	YELP			
431	Spectrogram 1	1	16492.557352636	16492.557352636	1126.400	1126.400	67145740.220517223838.wav	4		RS	YELP			
432	Spectrogram 1	1	16493.048683446	16493.048683446	292.400	292.400	67145740.220517223838.wav	4		RS	BARK			
