Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Begin File	Species	Call type	Comments	WH	Quantity
270	Spectrogram 1	1	42104.643522881	42104.643522881	1345.196	1345.196	67653638.220519211009.wav	BS				
271	Spectrogram 1	1	42126.852315570	42126.852315570	288.256	288.256	67653638.220519211009.wav	BS				
272	Spectrogram 1	1	42157.004701138	42157.004701138	1003.559	1003.559	67653638.220519211009.wav	BS			BS	
273	Spectrogram 1	1	42237.022217688	42237.022217688	1857.651	1857.651	67653638.220519211009.wav	BS				
274	Spectrogram 1	1	42294.538423544	42294.538423544	2637.011	2637.011	67653638.220519211009.wav	BS				
275	Spectrogram 1	1	42317.251676369	42317.251676369	747.331	747.331	67653638.220519211509.wav	BS				
276	Spectrogram 1	1	42321.362712110	42321.362712110	341.637	341.637	67653638.220519211509.wav	BS				
277	Spectrogram 1	1	42405.009611513	42405.009611513	1387.900	1387.900	67653638.220519211509.wav	BS				
278	Spectrogram 1	1	42425.162000019	42425.162000019	395.018	395.018	67653638.220519211509.wav	BS				
279	Spectrogram 1	1	42530.988763236	42530.988763236	2049.822	2049.822	67653638.220519211509.wav	BS				
280	Spectrogram 1	1	42618.253603151	42618.253603151	416.370	416.370	67653638.220519212009.wav	BS				
281	Spectrogram 1	1	42663.607426130	42663.607426130	2295.374	2295.374	67653638.220519212009.wav	BS			BS	
282	Spectrogram 1	1	42696.509863448	42696.509863448	298.932	298.932	67653638.220519212009.wav	BS				
283	Spectrogram 1	1	42713.666118451	42713.666118451	2754.448	2754.448	67653638.220519212009.wav	BS				
284	Spectrogram 1	1	42727.408455514	42727.408455514	629.893	629.893	67653638.220519212009.wav	BS				
285	Spectrogram 1	1	42741.785754319	42741.785754319	1943.060	1943.060	67653638.220519212009.wav	BS				
286	Spectrogram 1	1	42758.924480054	42758.924480054	832.740	832.740	67653638.220519212009.wav	BS				
287	Spectrogram 1	1	42768.088958361	42768.088958361	416.370	416.370	67653638.220519212009.wav	BS				
288	Spectrogram 1	1	42853.870174595	42853.870174595	298.932	298.932	67653638.220519212009.wav	BS			BS	
289	Spectrogram 1	1	42884.245895250	42884.245895250	629.893	629.893	67653638.220519212009.wav	BS				
290	Spectrogram 1	1	42896.292668532	42896.292668532	1174.377	1174.377	67653638.220519212009.wav	BS				
291	Spectrogram 1	1	42934.174939852	42934.174939852	1291.815	1291.815	67653638.220519212509.wav	BS				
292	Spectrogram 1	1	42964.932523857	42964.932523857	1740.214	1740.214	67653638.220519212509.wav	BS				
293	Spectrogram 1	1	43024.652279125	43024.652279125	427.046	427.046	67653638.220519212509.wav	BS				
294	Spectrogram 1	1	43045.501814883	43045.501814883	1761.566	1761.566	67653638.220519212509.wav	BS				
295	Spectrogram 1	1	43162.875255160	43162.875255160	330.961	330.961	67653638.220519212509.wav	BS			BS	
296	Spectrogram 1	1	43206.501102370	43206.501102370	950.178	950.178	67653638.220519213009.wav	BS				
297	Spectrogram 1	1	43226.692902931	43226.692902931	330.961	330.961	67653638.220519213009.wav	BS				
298	Spectrogram 1	1	43242.057244066	43242.057244066	2839.858	2839.858	67653638.220519213009.wav	BS				
299	Spectrogram 1	1	43252.919907470	43252.919907470	1217.082	1217.082	67653638.220519213009.wav	BS				
300	Spectrogram 1	1	43269.196840961	43269.196840961	1782.918	1782.918	67653638.220519213009.wav	BS				
301	Spectrogram 1	1	43281.328566628	43281.328566628	896.797	896.797	67653638.220519213009.wav	BS				
302	Spectrogram 1	1	43296.608813309	43296.608813309	1548.043	1548.043	67653638.220519213009.wav	BS				
303	Spectrogram 1	1	43326.421415494	43326.421415494	427.046	427.046	67653638.220519213009.wav	BS				
304	Spectrogram 1	1	43337.377800335	43337.377800335	1526.690	1526.690	67653638.220519213009.wav	BS				
305	Spectrogram 1	1	43384.765247111	43384.765247111	256.228	256.228	67653638.220519213009.wav	BS				
306	Spectrogram 1	1	43391.984560968	43391.984560968	362.989	362.989	67653638.220519213009.wav	BS				
307	Spectrogram 1	1	43449.805534457	43449.805534457	1772.242	1772.242	67653638.220519213009.wav	BS				
308	Spectrogram 1	1	43561.202453920	43561.202453920	512.456	512.456	67653638.220519213509.wav	BS				
309	Spectrogram 1	1	43602.427723266	43602.427723266	2252.669	2252.669	67653638.220519213509.wav	BS				
310	Spectrogram 1	1	43625.782075000	43625.782075000	1387.900	1387.900	67653638.220519213509.wav	BS				
311	Spectrogram 1	1	43636.750719337	43636.750719337	459.075	459.075	67653638.220519213509.wav	BS				
312	Spectrogram 1	1	43648.116103918	43648.116103918	2508.897	2508.897	67653638.220519213509.wav	BS				
313	Spectrogram 1	1	43672.127318081	43672.127318081	992.883	992.883	67653638.220519213509.wav	BS				
314	Spectrogram 1	1	43695.021865695	43695.021865695	1857.651	1857.651	67653638.220519213509.wav	BS				
315	Spectrogram 1	1	43701.112253156	43701.112253156	416.370	416.370	67653638.220519213509.wav	BS				
316	Spectrogram 1	1	43753.743180931	43753.743180931	2348.754	2348.754	67653638.220519213509.wav	BS				
317	Spectrogram 1	1	43870.253941987	43870.253941987	448.399	448.399	67653638.220519214009.wav	BS				
318	Spectrogram 1	1	43911.428423347	43911.428423347	1195.730	1195.730	67653638.220519214009.wav	BS				
319	Spectrogram 1	1	43930.568377463	43930.568377463	1462.633	1462.633	67653638.220519214009.wav	BS				
320	Spectrogram 1	1	43988.417387826	43988.417387826	2295.374	2295.374	67653638.220519214009.wav	BS				
321	Spectrogram 1	1	44003.547870677	44003.547870677	1409.253	1409.253	67653638.220519214009.wav	BS				
322	Spectrogram 1	1	44011.673645321	44011.673645321	245.552	245.552	67653638.220519214009.wav	BS				
323	Spectrogram 1	1	44045.916063489	44045.916063489	779.359	779.359	67653638.220519214009.wav	BS				
324	Spectrogram 1	1	44178.126590523	44178.126590523	971.530	971.530	67653638.220519214509.wav	BS				
325	Spectrogram 1	1	44193.563624198	44193.563624198	405.694	405.694	67653638.220519214509.wav	BS				
326	Spectrogram 1	1	44256.719189429	44256.719189429	2145.907	2145.907	67653638.220519214509.wav	BS				
327	Spectrogram 1	1	44371.318930401	44371.318930401	779.359	779.359	67653638.220519214509.wav	BS				
328	Spectrogram 1	1	44389.007670112	44389.007670112	427.046	427.046	67653638.220519214509.wav	BS			BS	
329	Spectrogram 1	1	44413.359582755	44413.359582755	843.416	843.416	67653638.220519215009.wav	BS				
330	Spectrogram 1	1	44462.005570907	44462.005570907	1900.356	1900.356	67653638.220519215009.wav	BS				
331	Spectrogram 1	1	44640.882789582	44640.882789582	2754.448	2754.448	67653638.220519215009.wav	BS				
332	Spectrogram 1	1	44659.301074042	44659.301074042	1505.338	1505.338	67653638.220519215009.wav	BS				
333	Spectrogram 1	1	44671.160409068	44671.160409068	245.552	245.552	67653638.220519215009.wav	BS				
334	Spectrogram 1	1	44677.314722326	44677.314722326	448.399	448.399	67653638.220519215009.wav	BS				
335	Spectrogram 1	1	44687.677317224	44687.677317224	1697.509	1697.509	67653638.220519215009.wav	BS				
336	Spectrogram 1	1	44743.478680908	44743.478680908	2658.363	2658.363	67653638.220519215509.wav	BS				
337	Spectrogram 1	1	44768.254470463	44768.254470463	982.206	982.206	67653638.220519215509.wav	BS				
338	Spectrogram 1	1	44783.851774998	44783.851774998	2540.925	2540.925	67653638.220519215509.wav	BS				
339	Spectrogram 1	1	44791.940766814	44791.940766814	779.359	779.359	67653638.220519215509.wav	BS				
340	Spectrogram 1	1	44801.724447736	44801.724447736	1793.594	1793.594	67653638.220519215509.wav	BS				
341	Spectrogram 1	1	44816.791884661	44816.791884661	1355.872	1355.872	67653638.220519215509.wav	BS				
342	Spectrogram 1	1	44828.219453596	44828.219453596	448.399	448.399	67653638.220519215509.wav	BS				
343	Spectrogram 1	1	44841.596578435	44841.596578435	758.007	758.007	67653638.220519215509.wav	BS				
344	Spectrogram 1	1	44853.653851468	44853.653851468	309.609	309.609	67653638.220519215509.wav	BS				
345	Spectrogram 1	1	44973.162509816	44973.162509816	587.189	587.189	67653638.220519215509.wav	BS				
346	Spectrogram 1	1	45073.389357121	45073.389357121	1056.940	1056.940	67653638.220519220009.wav	BS				
347	Spectrogram 1	1	45147.940945316	45147.940945316	384.342	384.342	67653638.220519220009.wav	BS				
348	Spectrogram 1	1	45163.131871428	45163.131871428	1814.947	1814.947	67653638.220519220009.wav	BS				
349	Spectrogram 1	1	45224.064607527	45224.064607527	2039.146	2039.146	67653638.220519220009.wav	BS				
350	Spectrogram 1	1	45395.319618712	45395.319618712	1185.053	1185.053	67653638.220519220509.wav	BS				
351	Spectrogram 1	1	45481.247129173	45481.247129173	362.989	362.989	67653638.220519220509.wav	BS				
352	Spectrogram 1	1	45531.991557188	45531.991557188	1996.441	1996.441	67653638.220519220509.wav	BS				
353	Spectrogram 1	1	45712.033608503	45712.033608503	2615.658	2615.658	67653638.220519221009.wav	BS				
354	Spectrogram 1	1	45731.671022111	45731.671022111	800.712	800.712	67653638.220519221009.wav	BS				
355	Spectrogram 1	1	45777.910292167	45777.910292167	1110.320	1110.320	67653638.220519221009.wav	BS				
356	Spectrogram 1	1	45809.967569890	45809.967569890	1633.452	1633.452	67653638.220519221009.wav	BS				
357	Spectrogram 1	1	45827.231541092	45827.231541092	1590.747	1590.747	67653638.220519221009.wav	BS				
358	Spectrogram 1	1	45840.433498091	45840.433498091	725.979	725.979	67653638.220519221009.wav	BS				
359	Spectrogram 1	1	45861.719185795	45861.719185795	2423.488	2423.488	67653638.220519221009.wav	BS				
360	Spectrogram 1	1	45943.023261138	45943.023261138	1697.509	1697.509	67653638.220519221509.wav	BS				
361	Spectrogram 1	1	45963.716901498	45963.716901498	822.064	822.064	67653638.220519221509.wav	BS				
362	Spectrogram 1	1	45979.447331266	45979.447331266	288.256	288.256	67653638.220519221509.wav	BS				
363	Spectrogram 1	1	46065.627051183	46065.627051183	491.103	491.103	67653638.220519221509.wav	BS				
364	Spectrogram 1	1	46131.121012060	46131.121012060	2274.021	2274.021	67653638.220519221509.wav	BS				
365	Spectrogram 1	1	46257.092260922	46257.092260922	939.502	939.502	67653638.220519222009.wav	BS				
366	Spectrogram 1	1	46309.673300218	46309.673300218	1142.349	1142.349	67653638.220519222009.wav	BS				
367	Spectrogram 1	1	46486.168295483	46486.168295483	1206.406	1206.406	67653638.220519222009.wav	BS				
368	Spectrogram 1	1	46511.133276110	46511.133276110	2530.249	2530.249	67653638.220519222509.wav	BS				
369	Spectrogram 1	1	46564.305446500	46564.305446500	704.626	704.626	67653638.220519222509.wav	BS				
370	Spectrogram 1	1	46587.722851263	46587.722851263	288.256	288.256	67653638.220519222509.wav	BS				
371	Spectrogram 1	1	46652.779796088	46652.779796088	341.637	341.637	67653638.220519222509.wav	BS				
372	Spectrogram 1	1	46673.033777538	46673.033777538	1590.747	1590.747	67653638.220519222509.wav	BS				
373	Spectrogram 1	1	46699.166197110	46699.166197110	437.722	437.722	67653638.220519222509.wav	BS				
374	Spectrogram 1	1	46759.675923467	46759.675923467	2513.012	2513.012	67653638.220519222509.wav	BS				
375	Spectrogram 1	1	46764.047963122	46764.047963122	843.416	843.416	67653638.220519222509.wav	BS				
376	Spectrogram 1	1	46769.215238669	46769.215238669	234.875	234.875	67653638.220519222509.wav	BS				
377	Spectrogram 1	1	46794.081232481	46794.081232481	1281.139	1281.139	67653638.220519222509.wav	BS				
378	Spectrogram 1	1	46849.101379514	46849.101379514	715.302	715.302	67653638.220519223009.wav	BS				
379	Spectrogram 1	1	46911.672774454	46911.672774454	2081.851	2081.851	67653638.220519223009.wav	BS				
380	Spectrogram 1	1	47050.271432118	47050.271432118	811.388	811.388	67653638.220519223009.wav	BS				
381	Spectrogram 1	1	47067.446936062	47067.446936062	373.665	373.665	67653638.220519223009.wav	BS				
382	Spectrogram 1	1	47167.539766539	47167.539766539	2583.630	2583.630	67653638.220519223509.wav	BS				
383	Spectrogram 1	1	47199.264244024	47199.264244024	1366.548	1366.548	67653638.220519223509.wav	BS				
384	Spectrogram 1	1	47289.893078177	47289.893078177	1622.776	1622.776	67653638.220519223509.wav	BS				
385	Spectrogram 1	1	47305.713712201	47305.713712201	683.274	683.274	67653638.220519223509.wav	BS				
386	Spectrogram 1	1	47314.460429975	47314.460429975	1387.900	1387.900	67653638.220519223509.wav	BS				
387	Spectrogram 1	1	47343.616146229	47343.616146229	523.132	523.132	67653638.220519223509.wav	BS				
388	Spectrogram 1	1	47419.349182968	47419.349182968	747.331	747.331	67653638.220519224009.wav	BS				
389	Spectrogram 1	1	47496.868887249	47496.868887249	1355.872	1355.872	67653638.220519224009.wav	BS				
390	Spectrogram 1	1	47515.579721824	47515.579721824	864.769	864.769	67653638.220519224009.wav	BS				
391	Spectrogram 1	1	47528.401580817	47528.401580817	309.609	309.609	67653638.220519224009.wav	BS				
392	Spectrogram 1	1	47567.522268740	47567.522268740	480.427	480.427	67653638.220519224009.wav	BS				
393	Spectrogram 1	1	47574.082079394	47574.082079394	427.046	427.046	67653638.220519224009.wav	BS				
394	Spectrogram 1	1	47643.734382390	47643.734382390	1088.968	1088.968	67653638.220519224009.wav	BS				
395	Spectrogram 1	1	47733.498793340	47733.498793340	320.285	320.285	67653638.220519224509.wav	BS				
396	Spectrogram 1	1	47991.087694672	47991.087694672	491.103	491.103	67653638.220519224509.wav	BS				
397	Spectrogram 1	1	48115.865218222	48115.865218222	2647.687	2647.687	67653638.220519225009.wav	BS				
398	Spectrogram 1	1	48150.716334861	48150.716334861	2754.448	2754.448	67653638.220519225009.wav	BS				
399	Spectrogram 1	1	48186.138493798	48186.138493798	928.826	928.826	67653638.220519225009.wav	BS				
400	Spectrogram 1	1	48271.642074800	48271.642074800	854.093	854.093	67653638.220519225009.wav	BS				
401	Spectrogram 1	1	48362.843688071	48362.843688071	565.836	565.836	67653638.220519225509.wav	BS				
403	Spectrogram 1	1	48423.237814475	48423.237814475	2519.573	2519.573	67653638.220519225509.wav	BS			BS	
404	Spectrogram 1	1	48524.057570522	48524.057570522	1046.263	1046.263	67653638.220519225509.wav	BS				
405	Spectrogram 1	1	48654.034791771	48654.034791771	2498.221	2498.221	67653638.220519230009.wav	BS				
406	Spectrogram 1	1	48670.550817570	48670.550817570	1131.673	1131.673	67653638.220519230009.wav	BS				
407	Spectrogram 1	1	48809.470048631	48809.470048631	1056.940	1056.940	67653638.220519230009.wav	BS				
408	Spectrogram 1	1	48865.297716233	48865.297716233	448.399	448.399	67653638.220519230009.wav	BS				
409	Spectrogram 1	1	48972.390024183	48972.390024183	1014.235	1014.235	67653638.220519230509.wav	BS				
410	Spectrogram 1	1	49007.986451051	49007.986451051	864.769	864.769	67653638.220519230509.wav	BS				
411	Spectrogram 1	1	49106.247946771	49106.247946771	1206.406	1206.406	67653638.220519230509.wav	BS				
412	Spectrogram 1	1	49199.753829978	49199.753829978	918.149	918.149	67653638.220519230509.wav	BS				
413	Spectrogram 1	1	49310.337983356	49310.337983356	533.808	533.808	67653638.220519231009.wav	BS				
414	Spectrogram 1	1	49401.580758207	49401.580758207	576.512	576.512	67653638.220519231009.wav	BS				
415	Spectrogram 1	1	49414.414025470	49414.414025470	1024.911	1024.911	67653638.220519231009.wav	BS				
416	Spectrogram 1	1	49431.642085631	49431.642085631	854.093	854.093	67653638.220519231009.wav	BS				
417	Spectrogram 1	1	49524.835284711	49524.835284711	747.331	747.331	67653638.220519231509.wav	BS				
418	Spectrogram 1	1	49576.267232015	49576.267232015	1088.968	1088.968	67653638.220519231509.wav	BS				
419	Spectrogram 1	1	49660.793427694	49660.793427694	405.694	405.694	67653638.220519231509.wav	BS				
420	Spectrogram 1	1	49707.040553439	49707.040553439	886.121	886.121	67653638.220519231509.wav	BS				
421	Spectrogram 1	1	49830.754878464	49830.754878464	1088.968	1088.968	67653638.220519232009.wav	BS				
422	Spectrogram 1	1	49863.565358710	49863.565358710	800.712	800.712	67653638.220519232009.wav	BS				
423	Spectrogram 1	1	49951.127103640	49951.127103640	480.427	480.427	67653638.220519232009.wav	BS				
424	Spectrogram 1	1	49997.469710567	49997.469710567	1110.320	1110.320	67653638.220519232009.wav	BS				
425	Spectrogram 1	1	50112.407542965	50112.407542965	1056.940	1056.940	67653638.220519232509.wav	BS				
426	Spectrogram 1	1	50324.180183702	50324.180183702	896.797	896.797	67653638.220519232509.wav	BS				
427	Spectrogram 1	1	50343.582879939	50343.582879939	843.416	843.416	67653638.220519232509.wav	BS				
428	Spectrogram 1	1	50381.923220061	50381.923220061	459.075	459.075	67653638.220519232509.wav	BS				
429	Spectrogram 1	1	50414.503344364	50414.503344364	2156.584	2156.584	67653638.220519233009.wav	BS				
430	Spectrogram 1	1	50475.240782250	50475.240782250	1291.815	1291.815	67653638.220519233009.wav	BS				
431	Spectrogram 1	1	50561.383703746	50561.383703746	800.712	800.712	67653638.220519233009.wav	BS				
432	Spectrogram 1	1	50603.564467541	50603.564467541	597.865	597.865	67653638.220519233009.wav	BS				
433	Spectrogram 1	1	50631.419629262	50631.419629262	533.808	533.808	67653638.220519233009.wav	BS				
434	Spectrogram 1	1	50697.454830794	50697.454830794	2188.612	2188.612	67653638.220519233009.wav	BS				
435	Spectrogram 1	1	50851.077181266	50851.077181266	1387.900	1387.900	67653638.220519233509.wav	BS				
436	Spectrogram 1	1	50932.714952137	50932.714952137	277.580	277.580	67653638.220519233509.wav	BS				
437	Spectrogram 1	1	51000.550827925	51000.550827925	362.989	362.989	67653638.220519233509.wav	BS				
438	Spectrogram 1	1	51135.934420092	51135.934420092	544.484	544.484	67653638.220519234009.wav	BS				
439	Spectrogram 1	1	51447.391775253	51447.391775253	1473.310	1473.310	67653638.220519234509.wav	BS				
440	Spectrogram 1	1	51469.698635796	51469.698635796	288.256	288.256	67653638.220519234509.wav	BS				
441	Spectrogram 1	1	52262.143918579	52262.143918579	256.228	256.228	67653638.220520000009.wav	BS				
442	Spectrogram 1	1	53709.206449217	53709.206449217	352.313	352.313	67653638.220520002509.wav	BS				
443	Spectrogram 1	1	53728.957728318	53728.957728318	907.473	907.473	67653638.220520002509.wav	BS				
444	Spectrogram 1	1	53757.142163102	53757.142163102	1195.730	1195.730	67653638.220520002509.wav	BS				
445	Spectrogram 1	1	53798.511928815	53798.511928815	277.580	277.580	67653638.220520002509.wav	BS				
446	Spectrogram 1	1	53856.501943196	53856.501943196	2156.584	2156.584	67653638.220520002509.wav	BS				
447	Spectrogram 1	1	54063.684467989	54063.684467989	1024.911	1024.911	67653638.220520003009.wav	BS				
