	Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Begin Path	Begin File	Delta Time (s)	File Offset (s)	KZ Keep? (Y/X/M)	Barks (KZ)	Yelps (KZ)	Overlap (Y/X) (KZ)	Call Type (KZ)	KZ Comment	Bill Check (KZ)
119	122	Spectrogram 1	1	9240.349110501	9240.631773817	906.977	1465.116	D:\ringed-seal-data\Ulu_2022\ST2_Site27_67145740.220517203837.wav	67145740.220517203837.wav	0.2827	239.5426	X	0	1	X	Y		
120	123	Spectrogram 1	1	9588.979774698	9589.815201834	77.519	550.388	D:\ringed-seal-data\Ulu_2022\ST2_Site27_67145740.220517204337.wav	67145740.220517204337.wav	0.8354	288.1749	Y	1	0	X	G		
121	124	Spectrogram 1	1	9594.137112833	9594.369524893	589.147	1348.837	D:\ringed-seal-data\Ulu_2022\ST2_Site27_67145740.220517204337.wav	67145740.220517204337.wav	0.2324	293.3323	X	0	1	X	Y		
122	125	Spectrogram 1	1	9598.866787237	9599.017541006	643.411	930.233	D:\ringed-seal-data\Ulu_2022\ST2_Site27_67145740.220517204337.wav	67145740.220517204337.wav	0.1508	298.062	X	0	1	X	Y		
123	126	Spectrogram 1	1	9604.090272915	9605.648061859	77.519	713.178	D:\ringed-seal-data\Ulu_2022\ST2_Site27_67145740.220517204837.wav	67145740.220517204837.wav	1.5578	3.2553	Y	1	0	X	G		
124	127	Spectrogram 1	1	9603.198313116	9603.568916131	457.364	860.465	D:\ringed-seal-data\Ulu_2022\ST2_Site27_67145740.220517204837.wav	67145740.220517204837.wav	0.3706	2.3633	X	0	1	X	Y		
125	128	Spectrogram 1	1	9605.843230948	9606.000266124	255.814	868.217	D:\ringed-seal-data\Ulu_2022\ST2_Site27_67145740.220517204837.wav	67145740.220517204837.wav	0.157	5.0082	X	0	1	X	Y		
126	129	Spectrogram 1	1	9606.483934466	9606.659813863	62.016	565.891	D:\ringed-seal-data\Ulu_2022\ST2_Site27_67145740.220517204837.wav	67145740.220517204837.wav	0.1759	5.6489	X	0	1	X	Y		
127	130	Spectrogram 1	1	9607.243984717	9607.57689929	689.922	968.992	D:\ringed-seal-data\Ulu_2022\ST2_Site27_67145740.220517204837.wav	67145740.220517204837.wav	0.3329	6.409	X	0	1	X	Y		
128	131	Spectrogram 1	1	9608.336949541	9608.669864114	457.364	1441.86	D:\ringed-seal-data\Ulu_2022\ST2_Site27_67145740.220517204837.wav	67145740.220517204837.wav	0.3329	7.5019	X	0	1	X	Y		
129	132	Spectrogram 1	1	9609.919864114	9610.3532812	379.845	1170.543	D:\ringed-seal-data\Ulu_2022\ST2_Site27_67145740.220517204837.wav	67145740.220517204837.wav	0.4334	9.0849	X	0	1	X	Y		
130	133	Spectrogram 1	1	9613.59732947	9613.967932485	232.558	1341.085	D:\ringed-seal-data\Ulu_2022\ST2_Site27_67145740.220517204837.wav	67145740.220517204837.wav	0.3706	12.7623	X	0	1	X	Y		
131	134	Spectrogram 1	1	9615.82094756	9616.298334495	209.302	1627.907	D:\ringed-seal-data\Ulu_2022\ST2_Site27_67145740.220517204837.wav	67145740.220517204837.wav	0.4774	14.9859	X	0	1	X	Y		
132	135	Spectrogram 1	1	9617.504364646	9617.887530475	418.605	1441.86	D:\ringed-seal-data\Ulu_2022\ST2_Site27_67145740.220517204837.wav	67145740.220517204837.wav	0.3832	16.6694	X	0	1	X	Y		
133	136	Spectrogram 1	1	9618.792053088	9619.030746555	286.822	906.977	D:\ringed-seal-data\Ulu_2022\ST2_Site27_67145740.220517204837.wav	67145740.220517204837.wav	0.2387	17.9571	X	0	1	X	Y		
134	137	Spectrogram 1	1	9620.299590776	9620.65134957	255.814	1379.845	D:\ringed-seal-data\Ulu_2022\ST2_Site27_67145740.220517204837.wav	67145740.220517204837.wav	0.3518	19.4646	X	0	1	X	Y		
135	138	Spectrogram 1	1	9622.171450073	9622.51692746	488.372	1558.14	D:\ringed-seal-data\Ulu_2022\ST2_Site27_67145740.220517204837.wav	67145740.220517204837.wav	0.3455	21.3364	X	0	1	X	Y		
136	139	Spectrogram 1	1	10166.586494177	10167.101569554	837.209	2062.016	D:\ringed-seal-data\Ulu_2022\ST2_Site27_67145740.220517205337.wav	67145740.220517205337.wav	0.5151	265.6985	X	0	1	X	Y		
137	140	Spectrogram 1	1	10168.408102218	10168.822675082	472.868	1968.992	D:\ringed-seal-data\Ulu_2022\ST2_Site27_67145740.220517205337.wav	67145740.220517205337.wav	0.4146	267.5201	X	0	1	X	Y		
138	141	Spectrogram 1	1	10169.12418262	10169.595288147	550.388	1875.969	D:\ringed-seal-data\Ulu_2022\ST2_Site27_67145740.220517205337.wav	67145740.220517205337.wav	0.4711	268.2362	X	0	1	X	Y		
139	142	Spectrogram 1	1	10172.361687571	10172.895607169	627.907	2527.132	D:\ringed-seal-data\Ulu_2022\ST2_Site27_67145740.220517205337.wav	67145740.220517205337.wav	0.5339	271.4737	X	0	1	X	Y		
140	143	Spectrogram 1	1	10174.6137591	10174.996924929	620.155	1015.504	D:\ringed-seal-data\Ulu_2022\ST2_Site27_67145740.220517205337.wav	67145740.220517205337.wav	0.3832	273.7258	X	0	1	X	Y		
141	144	Spectrogram 1	1	10178.225568146	10178.853708849	775.194	1093.023	D:\ringed-seal-data\Ulu_2022\ST2_Site27_67145740.220517205337.wav	67145740.220517205337.wav	0.6281	277.3376	X	0	1	X	Y		
142	145	Spectrogram 1	1	10181.166554444	10181.537157459	596.899	1046.512	D:\ringed-seal-data\Ulu_2022\ST2_Site27_67145740.220517205337.wav	67145740.220517205337.wav	0.3706	280.2786	X	0	1	X	Y		
143	146	Spectrogram 1	1	10183.809734284	10185.235613681	69.767	2612.403	D:\ringed-seal-data\Ulu_2022\ST2_Site27_67145740.220517205337.wav	67145740.220517205337.wav	1.4259	282.9217	Y	3	1	X	BY		
144	147	Spectrogram 1	1	10187.812574721	10188.220866178	682.171	1271.318	D:\ringed-seal-data\Ulu_2022\ST2_Site27_67145740.220517205337.wav	67145740.220517205337.wav	0.4083	286.9246	X	0	1	X	Y		
145	148	Spectrogram 1	1	10188.842725475	10189.125388791	527.132	2697.674	D:\ringed-seal-data\Ulu_2022\ST2_Site27_67145740.220517205337.wav	67145740.220517205337.wav	0.2827	287.9547	X	0	1	X	Y		
146	149	Spectrogram 1	1	10206.004070765	10206.261608453	527.132	1728.682	D:\ringed-seal-data\Ulu_2022\ST2_Site27_67145740.220517205837.wav	67145740.220517205837.wav	0.2575	5.0741	X	0	1	X	Y		
147	150	Spectrogram 1	1	10208.051809458	10208.453819508	581.395	1410.853	D:\ringed-seal-data\Ulu_2022\ST2_Site27_67145740.220517205837.wav	67145740.220517205837.wav	0.402	7.1218	X	0	1	X	Y		
148	151	Spectrogram 1	1	10209.622161217	10209.823166242	449.612	2612.403	D:\ringed-seal-data\Ulu_2022\ST2_Site27_67145740.220517205837.wav	67145740.220517205837.wav	0.201	8.6922	X	0	1	X	Y		
149	152	Spectrogram 1	1	10236.233674581	10237.113071565	620.155	1503.876	D:\ringed-seal-data\Ulu_2022\ST2_Site27_67145740.220517205837.wav	67145740.220517205837.wav	0.8794	35.3037	X	0	1	X	Y		
150	153	Spectrogram 1	1	10238.011312772	10238.507543927	364.341	1573.643	D:\ringed-seal-data\Ulu_2022\ST2_Site27_67145740.220517205837.wav	67145740.220517205837.wav	0.4962	37.0813	X	0	1	X	Y		
151	154	Spectrogram 1	1	10242.034521654	10242.537034217	798.45	2015.504	D:\ringed-seal-data\Ulu_2022\ST2_Site27_67145740.220517205837.wav	67145740.220517205837.wav	0.5025	41.1045	X	0	1	X	Y		
152	155	Spectrogram 1	1	10242.895074418	10243.428994016	651.163	1356.589	D:\ringed-seal-data\Ulu_2022\ST2_Site27_67145740.220517205837.wav	67145740.220517205837.wav	0.5339	41.9651	X	0	1	X	Y		
153	156	Spectrogram 1	1	10244.779496528	10245.457888488	565.891	1271.318	D:\ringed-seal-data\Ulu_2022\ST2_Site27_67145740.220517205837.wav	67145740.220517205837.wav	0.6784	43.8495	X	0	1	X	Y		
154	157	Spectrogram 1	1	10261.099486255	10261.325616908	968.992	1356.589	D:\ringed-seal-data\Ulu_2022\ST2_Site27_67145740.220517205837.wav	67145740.220517205837.wav	0.2261	60.1695	X	0	1	X	Y		
155	158	Spectrogram 1	1	10264.026621933	10264.460039019	767.442	1821.705	D:\ringed-seal-data\Ulu_2022\ST2_Site27_67145740.220517205837.wav	67145740.220517205837.wav	0.4334	63.0966	X	0	1	X	Y		
156	159	Spectrogram 1	1	10264.949988767	10265.326873189	550.388	1124.031	D:\ringed-seal-data\Ulu_2022\ST2_Site27_67145740.220517205837.wav	67145740.220517205837.wav	0.3769	64.02	X	0	1	X	Y		
157	160	Spectrogram 1	1	10266.419838014	10266.953757612	558.14	1077.519	D:\ringed-seal-data\Ulu_2022\ST2_Site27_67145740.220517205837.wav	67145740.220517205837.wav	0.5339	65.4898	X	0	1	X	Y		
158	161	Spectrogram 1	1	10281.253729227	10282.032623699	46.512	945.736	D:\ringed-seal-data\Ulu_2022\ST2_Site27_67145740.220517205837.wav	67145740.220517205837.wav	0.7789	80.3237	Y	1	0	X	G		
159	162	Spectrogram 1	1	10284.476536507	10285.123521432	93.023	1038.76	D:\ringed-seal-data\Ulu_2022\ST2_Site27_67145740.220517205837.wav	67145740.220517205837.wav	0.647	83.5465	Y	1	1	X	BY		
160	163	Spectrogram 1	1	10298.977210189	10299.253592099	713.178	1759.69	D:\ringed-seal-data\Ulu_2022\ST2_Site27_67145740.220517205837.wav	67145740.220517205837.wav	0.2764	98.0472	X	0	1	X	Y		
161	164	Spectrogram 1	1	10449.718689311	10450.14582499	720.93	1511.628	D:\ringed-seal-data\Ulu_2022\ST2_Site27_67145740.220517205837.wav	67145740.220517205837.wav	0.4271	248.7887	X	0	1	X	Y		
162	165	Spectrogram 1	1	10451.251352628	10451.829242075	372.093	1116.279	D:\ringed-seal-data\Ulu_2022\ST2_Site27_67145740.220517205837.wav	67145740.220517205837.wav	0.5779	250.3214	X	0	1	X	Y		
163	166	Spectrogram 1	1	10460.292030628	10460.77569897	573.643	1465.116	D:\ringed-seal-data\Ulu_2022\ST2_Site27_67145740.220517205837.wav	67145740.220517205837.wav	0.4837	259.362	X	0	1	X	Y		
164	167	Spectrogram 1	1	10473.676797322	10473.87152094	38.76	503.876	D:\ringed-seal-data\Ulu_2022\ST2_Site27_67145740.220517205837.wav	67145740.220517205837.wav	0.1947	272.7468	Y	1	0	X	B		
165	168	Spectrogram 1	1	10474.185591292	10474.355189282	612.403	1023.256	D:\ringed-seal-data\Ulu_2022\ST2_Site27_67145740.220517205837.wav	67145740.220517205837.wav	0.1696	273.2556	X	0	1	X	Y		
166	169	Spectrogram 1	1	10475.335088779	10476.082576217	69.767	651.163	D:\ringed-seal-data\Ulu_2022\ST2_Site27_67145740.220517205837.wav	67145740.220517205837.wav	0.7475	274.4051	Y	3	0	X	B		
167	170	Spectrogram 1	1	10476.358958126	10477.043631493	806.202	1232.558	D:\ringed-seal-data\Ulu_2022\ST2_Site27_67145740.220517205837.wav	67145740.220517205837.wav	0.6847	275.429	X	0	2	X	Y		
168	171	Spectrogram 1	1	10478.895294115	10481.018409693	31.008	1441.86	D:\ringed-seal-data\Ulu_2022\ST2_Site27_67145740.220517205837.wav	67145740.220517205837.wav	2.1231	277.9653	Y	3	4	X	BY		
169	172	Spectrogram 1	1	10482.031828433	10482.597155066	395.349	1589.147	D:\ringed-seal-data\Ulu_2022\ST2_Site27_67145740.220517205837.wav	67145740.220517205837.wav	0.5653	281.1018	X	0	2	X	Y		
170	173	Spectrogram 1	1	10518.101645826	10518.45340462	627.907	1930.233	D:\ringed-seal-data\Ulu_2022\ST2_Site27_67145740.220517210337.wav	67145740.220517210337.wav	0.3518	17.1625	X	0	1	X	Y		
171	174	Spectrogram 1	1	10518.924510148	10519.433304118	472.868	1465.116	D:\ringed-seal-data\Ulu_2022\ST2_Site27_67145740.220517210337.wav	67145740.220517210337.wav	0.5088	17.9853	X	0	1	X	Y		
172	175	Spectrogram 1	1	10844.721347328	10845.230141297	953.488	1899.225	D:\ringed-seal-data\Ulu_2022\ST2_Site27_67145740.220517210837.wav	67145740.220517210837.wav	0.5088	43.7573	X	0	1	X	Y		
173	176	Spectrogram 1	1	10847.403508132	10848.06305587	852.713	1434.109	D:\ringed-seal-data\Ulu_2022\ST2_Site27_67145740.220517210837.wav	67145740.220517210837.wav	0.6595	46.4395	X	0	1	X	Y		
174	177	Spectrogram 1	1	10855.847970779	10856.136915503	798.45	1542.636	D:\ringed-seal-data\Ulu_2022\ST2_Site27_67145740.220517210837.wav	67145740.220517210837.wav	0.2889	54.884	X	0	1	X	Y		
175	178	Spectrogram 1	1	10857.01003108	10857.242443141	674.419	1426.357	D:\ringed-seal-data\Ulu_2022\ST2_Site27_67145740.220517210837.wav	67145740.220517210837.wav	0.2324	56.046	X	0	1	X	Y		
176	179	Spectrogram 1	1	10858.165809975	10858.360533593	658.915	1379.845	D:\ringed-seal-data\Ulu_2022\ST2_Site27_67145740.220517210837.wav	67145740.220517210837.wav	0.1947	57.2018	X	0	1	X	Y		
177	180	Spectrogram 1	1	10961.979887247	10962.369334483	937.984	1310.078	D:\ringed-seal-data\Ulu_2022\ST2_Site27_67145740.220517210837.wav	67145740.220517210837.wav	0.3894	161.0159	X	0	1	X	Y		
178	181	Spectrogram 1	1	11161.156656735	11161.80364166	46.512	604.651	D:\ringed-seal-data\Ulu_2022\ST2_Site27_67145740.220517211337.wav	67145740.220517211337.wav	0.647	60.164	X	3	0	Y	B	BS OVERLAP <1KHZ	
179	182	Spectrogram 1	1	11163.796056433	11165.60510166	54.264	573.643	D:\ringed-seal-data\Ulu_2022\ST2_Site27_67145740.220517211337.wav	67145740.220517211337.wav	1.809	62.8034	X	6	0	Y	B	BS OVERLAP <1KHZ	
180	183	Spectrogram 1	1	11162.615151911	11162.772187087	108.527	441.86	D:\ringed-seal-data\Ulu_2022\ST2_Site27_67145740.220517211337.wav	67145740.220517211337.wav	0.157	61.6225	X	1	0	Y	B	BS OVERLAP <1KHZ	
181	184	Spectrogram 1	1	11163.067413217	11163.299825278	829.457	1217.054	D:\ringed-seal-data\Ulu_2022\ST2_Site27_67145740.220517211337.wav	67145740.220517211337.wav	0.2324	62.0748	X	0	1	Y	Y	BS OVERLAP <1KHZ	
182	185	Spectrogram 1	1	11302.964606311	11303.372897768	666.667	1953.488	D:\ringed-seal-data\Ulu_2022\ST2_Site27_67145740.220517211337.wav	67145740.220517211337.wav	0.4083	201.9719	X	0	1	X	Y		
183	186	Spectrogram 1	1	11554.941109614	11555.343119665	868.217	1147.287	D:\ringed-seal-data\Ulu_2022\ST2_Site27_67145740.220517211837.wav	67145740.220517211837.wav	0.402	153.9226	X	0	1	X	Y		
184	187	Spectrogram 1	1	11557.070506599	11557.315481474	891.473	1139.535	D:\ringed-seal-data\Ulu_2022\ST2_Site27_67145740.220517211837.wav	67145740.220517211837.wav	0.245	156.052	X	0	1	X	Y		
185	188	Spectrogram 1	1	11582.050757289	11582.886184425	38.76	806.202	D:\ringed-seal-data\Ulu_2022\ST2_Site27_67145740.220517211837.wav	67145740.220517211837.wav	0.8354	181.0323	Y	1	0	X	G	GOOD	
186	189	Spectrogram 1	1	11990.965924673	11991.24858799	1077.519	1697.674	D:\ringed-seal-data\Ulu_2022\ST2_Site27_67145740.220517212337.wav	67145740.220517212337.wav	0.2827	289.9286	X	0	1	Y	Y	BS OVERLAP	
187	190	Spectrogram 1	1	11999.631705519	11999.845273358	1031.008	1488.372	D:\ringed-seal-data\Ulu_2022\ST2_Site27_67145740.220517212337.wav	67145740.220517212337.wav	0.2136	298.5944	X	0	1	X	Y		
188	191	Spectrogram 1	1	12111.684523128	12112.482261821	62.016	418.605	D:\ringed-seal-data\Ulu_2022\ST2_Site27_67145740.220517212837.wav	67145740.220517212837.wav	0.7977	110.6587	Y	1	0	Y	G	BS >1KHZ	
189	192	Spectrogram 1	1	12450.456636511	12451.047088773	62.016	503.876	D:\ringed-seal-data\Ulu_2022\ST2_Site27_67145740.220517213337.wav	67145740.220517213337.wav	0.5905	149.3541	Y	1	0	Y	G	BS <1KHZ'	
190	193	Spectrogram 1	1	12645.831502861	12646.239794318	627.907	922.481	D:\ringed-seal-data\Ulu_2022\ST2_Site27_67145740.220517213837.wav	67145740.220517213837.wav	0.4083	44.7528	X	0	1	Y	Y	BS OVERLAP >1KHZ	
191	194	Spectrogram 1	1	12647.320196328	12647.546326981	751.938	961.24	D:\ringed-seal-data\Ulu_2022\ST2_Site27_67145740.220517213837.wav	67145740.220517213837.wav	0.2261	46.2415	X	0	1	Y	Y	BS OVERLAP >1KHZ	
192	195	Spectrogram 1	1	12780.922136149	12781.399523084	899.225	1279.07	D:\ringed-seal-data\Ulu_2022\ST2_Site27_67145740.220517213837.wav	67145740.220517213837.wav	0.4774	179.8435	X	0	1	X	Y		
193	196	Spectrogram 1	1	12783.742487908	12785.149523084	139.535	1139.535	D:\ringed-seal-data\Ulu_2022\ST2_Site27_67145740.220517213837.wav	67145740.220517213837.wav	1.407	182.6638	Y	1	2	X	Y		
194	198	Spectrogram 1	1	13099.377849652	13099.67935719	46.512	666.667	D:\ringed-seal-data\Ulu_2022\ST2_Site27_67145740.220517214337.wav	67145740.220517214337.wav	0.3015	198.2862	Y	1	0	X	B		
195	199	Spectrogram 1	1	13154.529362245	13154.780618527	589.147	1883.721	D:\ringed-seal-data\Ulu_2022\ST2_Site27_67145740.220517214337.wav	67145740.220517214337.wav	0.2513	253.4377	X	0	1	X	Y		
196	200	Spectrogram 1	1	13158.164322507	13158.415578789	666.667	1201.55	D:\ringed-seal-data\Ulu_2022\ST2_Site27_67145740.220517214337.wav	67145740.220517214337.wav	0.2513	257.0727	X	0	1	X	Y		
197	201	Spectrogram 1	1	13158.673116477	13159.194473261	736.434	1325.581	D:\ringed-seal-data\Ulu_2022\ST2_Site27_67145740.220517214337.wav	67145740.220517214337.wav	0.5214	257.5814	X	0	1	X	Y		
198	202	Spectrogram 1	1	13159.546232055	13159.803769744	658.915	1170.543	D:\ringed-seal-data\Ulu_2022\ST2_Site27_67145740.220517214337.wav	67145740.220517214337.wav	0.2575	258.4546	X	0	1	X	Y		
199	203	Spectrogram 1	1	13161.468342608	13161.807538588	558.14	1403.101	D:\ringed-seal-data\Ulu_2022\ST2_Site27_67145740.220517214337.wav	67145740.220517214337.wav	0.3392	260.3767	X	0	1	X	Y		
200	204	Spectrogram 1	1	13162.24723708	13162.818845121	666.667	1395.349	D:\ringed-seal-data\Ulu_2022\ST2_Site27_67145740.220517214337.wav	67145740.220517214337.wav	0.5716	261.1556	X	0	1	X	Y		
201	205	Spectrogram 1	1	13163.924372759	13164.257287332	744.186	1379.845	D:\ringed-seal-data\Ulu_2022\ST2_Site27_67145740.220517214337.wav	67145740.220517214337.wav	0.3329	262.8327	X	0	1	X	Y		
202	206	Spectrogram 1	1	13169.290067286	13169.962177839	813.953	1558.14	D:\ringed-seal-data\Ulu_2022\ST2_Site27_67145740.220517214337.wav	67145740.220517214337.wav	0.6721	268.1984	X	0	2	X	Y		
203	207	Spectrogram 1	1	13216.042429139	13216.287404013	186.047	806.202	D:\ringed-seal-data\Ulu_2022\ST2_Site27_67145740.220517214837.wav	67145740.220517214837.wav	0.245	14.8841	X	0	1	X	Y		
204	208	Spectrogram 1	1	13329.03041935	13329.344489702	736.434	1403.101	D:\ringed-seal-data\Ulu_2022\ST2_Site27_67145740.220517214837.wav	67145740.220517214837.wav	0.3141	127.8721	X	0	1	X	Y		
205	209	Spectrogram 1	1	14897.216509156	14897.618519206	689.922	1573.643	D:\ringed-seal-data\Ulu_2022\ST2_Site27_67145740.220517221337.wav	67145740.220517221337.wav	0.402	195.9668	X	0	1	X	Y		
206	210	Spectrogram 1	1	14908.108997953	14908.536133632	697.674	992.248	D:\ringed-seal-data\Ulu_2022\ST2_Site27_67145740.220517221337.wav	67145740.220517221337.wav	0.4271	206.8593	X	0	1	X	Y		
207	211	Spectrogram 1	1	14913.567540667	14913.774827099	542.636	899.225	D:\ringed-seal-data\Ulu_2022\ST2_Site27_67145740.220517221337.wav	67145740.220517221337.wav	0.2073	212.3179	X	0	1	X	Y		
208	212	Spectrogram 1	1	16032.01967963	16032.792292695	263.566	1612.403	D:\ringed-seal-data\Ulu_2022\ST2_Site27_67145740.220517223338.wav	67145740.220517223338.wav	0.7726	130.6498	Y	1	1	X	BY		
209	213	Spectrogram 1	1	16351.1784204	16351.34801839	232.558	1798.45	D:\ringed-seal-data\Ulu_2022\ST2_Site27_67145740.220517223838.wav	67145740.220517223838.wav	0.1696	149.7724	Y	1	0	X	B		
210	214	Spectrogram 1	1	16370.063807826	16370.453255062	968.992	1364.341	D:\ringed-seal-data\Ulu_2022\ST2_Site27_67145740.220517223838.wav	67145740.220517223838.wav	0.3894	168.6578	X	0	1	X	Y		
211	215	Spectrogram 1	1	16470.716960414	16470.924246846	759.69	1085.271	D:\ringed-seal-data\Ulu_2022\ST2_Site27_67145740.220517223838.wav	67145740.220517223838.wav	0.2073	269.311	X	0	1	X	Y		
212	216	Spectrogram 1	1	16471.765955389	16471.904146344	891.473	1294.574	D:\ringed-seal-data\Ulu_2022\ST2_Site27_67145740.220517223838.wav	67145740.220517223838.wav	0.1382	270.36	X	0	1	X	Y		
213	217	Spectrogram 1	1	16472.86520162	16472.990829761	837.209	1162.791	D:\ringed-seal-data\Ulu_2022\ST2_Site27_67145740.220517223838.wav	67145740.220517223838.wav	0.1256	271.4592	X	0	1	X	Y		
214	218	Spectrogram 1	1	16475.156622666	16475.357627691	666.667	1007.752	D:\ringed-seal-data\Ulu_2022\ST2_Site27_67145740.220517223838.wav	67145740.220517223838.wav	0.201	273.7506	X	0	1	X	Y		
215	219	Spectrogram 1	1	16473.695854586	16473.87801539	62.016	426.357	D:\ringed-seal-data\Ulu_2022\ST2_Site27_67145740.220517223838.wav	67145740.220517223838.wav	0.1822	272.2899	Y	1	0	X	B		
216	220	Spectrogram 1	1	16475.693342023	16477.992336998	108.527	534.884	D:\ringed-seal-data\Ulu_2022\ST2_Site27_67145740.220517223838.wav	67145740.220517223838.wav	2.299	274.2873	Y	6	0	X	B		
217	221	Spectrogram 1	1	16479.255208433	16479.883349136	131.783	441.86	D:\ringed-seal-data\Ulu_2022\ST2_Site27_67145740.220517223838.wav	67145740.220517223838.wav	0.6281	277.8492	X	2	0	Y	B	BS <1KHZ	
218	222	Spectrogram 1	1	16481.466263709	16481.635861699	124.031	589.147	D:\ringed-seal-data\Ulu_2022\ST2_Site27_67145740.220517223838.wav	67145740.220517223838.wav	0.1696	280.0603	X	1	0	Y	B	BS <1KHZ	
219	223	Spectrogram 1	1	16481.956587673	16482.603572597	100.775	775.194	D:\ringed-seal-data\Ulu_2022\ST2_Site27_67145740.220517223838.wav	67145740.220517223838.wav	0.647	280.5506	X	2	0	Y	B	BS <1KHZ	
220	224	Spectrogram 1	1	16483.577190688	16484.280708276	116.279	852.713	D:\ringed-seal-data\Ulu_2022\ST2_Site27_67145740.220517223838.wav	67145740.220517223838.wav	0.7035	282.1712	X	3	0	Y	B	BS <1KHZ	
221	225	Spectrogram 1	1	16489.283651493	16489.509782147	147.287	472.868	D:\ringed-seal-data\Ulu_2022\ST2_Site27_67145740.220517223838.wav	67145740.220517223838.wav	0.2261	287.8777	Y	1	0	X	B		
222	226	Spectrogram 1	1	16490.276113805	16493.856515815	108.527	1271.318	D:\ringed-seal-data\Ulu_2022\ST2_Site27_67145740.220517223838.wav	67145740.220517223838.wav	3.5804	288.8701	Y	9	4	X	BY		
223	227	Spectrogram 1	1	16494.747205742	16495.124090164	77.519	1162.791	D:\ringed-seal-data\Ulu_2022\ST2_Site27_67145740.220517223838.wav	67145740.220517223838.wav	0.3769	293.3412	Y	1	1	X	BY		
224	228	Spectrogram 1	1	16497.814562001	16498.07209969	728.682	1457.364	D:\ringed-seal-data\Ulu_2022\ST2_Site27_67145740.220517223838.wav	67145740.220517223838.wav	0.2575	296.4086	X	0	1	X	Y		
225	229	Spectrogram 1	1	16499.214105829	16501.104809347	77.519	1279.07	D:\ringed-seal-data\Ulu_2022\ST2_Site27_67145740.220517223838.wav	67145740.220517223838.wav	1.8907	297.8081	Y	5	3	X	BY		
226	230	Spectrogram 1	1	16512.222153263	16512.86285678	85.271	434.109	D:\ringed-seal-data\Ulu_2022\ST2_Site27_67145740.220517224338.wav	67145740.220517224338.wav	0.6407	10.771	Y	1	0	X	G		
227	231	Spectrogram 1	1	16938.169747865	16938.615727765	821.705	2906.977	D:\ringed-seal-data\Ulu_2022\ST2_Site27_67145740.220517224838.wav	67145740.220517224838.wav	0.446	136.7231	X	0	1	X	Y		
228	232	Spectrogram 1	1	17018.410175573	17019.170225824	69.767	1403.101	D:\ringed-seal-data\Ulu_2022\ST2_Site27_67145740.220517224838.wav	67145740.220517224838.wav	0.7601	216.9635	X	1	1	Y	BY	BS OVERLAP <1KHZ	
229	233	Spectrogram 1	1	17024.752094078	17027.377722218	54.264	1813.953	D:\ringed-seal-data\Ulu_2022\ST2_Site27_67145740.220517224838.wav	67145740.220517224838.wav	2.6256	223.3054	Y	3	3	X	BY		
230	234	Spectrogram 1	1	17030.255971365	17030.588885938	302.326	1775.194	D:\ringed-seal-data\Ulu_2022\ST2_Site27_67145740.220517224838.wav	67145740.220517224838.wav	0.3329	228.8093	Y	1	0	X	B		
231	235	Spectrogram 1	1	17031.524738668	17033.107653241	124.031	1937.984	D:\ringed-seal-data\Ulu_2022\ST2_Site27_67145740.220517224838.wav	67145740.220517224838.wav	1.5829	230.0781	Y	4	3	X	BY		
232	236	Spectrogram 1	1	17033.832209838	17034.353566622	46.512	1232.558	D:\ringed-seal-data\Ulu_2022\ST2_Site27_67145740.220517224838.wav	67145740.220517224838.wav	0.5214	232.3855	Y	2	1	X	BY		
233	237	Spectrogram 1	1	17034.669831762	17035.348223722	69.767	441.86	D:\ringed-seal-data\Ulu_2022\ST2_Site27_67145740.220517224838.wav	67145740.220517224838.wav	0.6784	233.2232	Y	2	0	X	G		
