Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Begin Path	KZ Keep? (Y/X/M)	Barks (KZ)	Yelps (KZ)	Overlap (Y/X) (KZ)	Call Type (KZ)	KZ Comment	Bill Check (KZ)
634	Spectrogram 1	1	110312.012200000	110312.345100000	14.815	437.037	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220519010705.wav	Y	1	0	X	G		
635	Spectrogram 1	1	110436.693100000	110437.936800000	0.000	525.926	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220519011205.wav	Y	1	0	X	G		
636	Spectrogram 1	1	110549.410700000	110549.819000000	1222.222	1696.296	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220519011205.wav	X	0	1	Y	Y		
637	Spectrogram 1	1	110793.922200000	110795.046500000	0.000	437.037	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220519011705.wav	Y	1	0	X	G		
638	Spectrogram 1	1	110795.812900000	110796.528900000	0.000	370.370	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220519011705.wav	Y	1	0	X	G		
639	Spectrogram 1	1	110896.475500000	110896.714200000	1014.815	1266.667	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220519011705.wav	X	0	1	X	Y		
640	Spectrogram 1	1	110899.440300000	110899.603700000	1029.630	1311.111	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220519011705.wav	X	0	1	Y	Y		
641	Spectrogram 1	1	110902.519600000	110902.739400000	1459.259	1755.556	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220519011705.wav	X	0	1	Y	Y		
642	Spectrogram 1	1	110903.839700000	110905.812100000	0.000	1488.889	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220519011705.wav	X	4	3	Y	BY	TOO FAIN	
643	Spectrogram 1	1	110906.503100000	110907.275700000	103.704	585.185	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220519011705.wav	X	3	0	X	B	TOO FAINT	
644	Spectrogram 1	1	110907.564600000	110907.778200000	1051.852	1466.667	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220519011705.wav	X	0	1	X	Y		
645	Spectrogram 1	1	110909.518100000	110909.775700000	1496.296	1866.667	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220519011705.wav	X	0	1	X	Y		
646	Spectrogram 1	1	110907.866100000	110908.575900000	103.704	525.926	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220519011705.wav	X	3	0	X	B	TOO FAINT	
647	Spectrogram 1	1	112081.140700000	112082.315300000	0.000	570.370	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220519013705.wav	Y	1	0	X	G		
648	Spectrogram 1	1	112082.453500000	112082.667100000	792.593	1155.556	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220519013705.wav	X	0	1	X	Y		
649	Spectrogram 1	1	112083.257600000	112084.011300000	7.407	437.037	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220519013705.wav	Y	1	0	X	G		
650	Spectrogram 1	1	112151.768000000	112153.099600000	0.000	407.407	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220519013705.wav	Y	1	0	Y	G		
651	Spectrogram 1	1	112333.281300000	112333.903200000	792.593	1770.370	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220519014205.wav	X	0	1	X	Y		
652	Spectrogram 1	1	112334.776300000	112335.586600000	666.667	1637.037	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220519014205.wav	X	0	1	X	Y		
653	Spectrogram 1	1	112336.107900000	112336.962200000	703.704	1703.704	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220519014205.wav	X	0	1	X	Y		
654	Spectrogram 1	1	112337.320200000	112337.973500000	718.519	1807.407	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220519014205.wav	X	0	1	X	Y		
655	Spectrogram 1	1	112484.571300000	112484.728300000	837.037	1244.444	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220519014205.wav	X	0	1	X	Y		
656	Spectrogram 1	1	112519.513900000	112519.740000000	837.037	1088.889	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220519014705.wav	X	0	1	X	Y		
657	Spectrogram 1	1	112981.857100000	112982.183700000	659.259	1303.704	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220519015205.wav	X	0	1	X	Y		
658	Spectrogram 1	1	113073.689500000	113074.236000000	548.148	1229.630	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220519015205.wav	X	0	1	X	Y		
659	Spectrogram 1	1	113205.063100000	113205.465100000	770.370	1177.778	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220519015705.wav	X	0	1	X	Y		
660	Spectrogram 1	1	113327.435600000	113327.762200000	785.185	1111.111	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220519015705.wav	X	0	1	X	Y		
661	Spectrogram 1	1	113370.071000000	113370.259400000	740.741	1185.185	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220519015705.wav	X	0	1	X	Y		
662	Spectrogram 1	1	113374.657300000	113374.965100000	540.741	911.111	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220519015705.wav	X	0	1	X	Y		
663	Spectrogram 1	1	113375.825600000	113376.441200000	0.000	340.741	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220519015705.wav	Y	1	0	X	G		
664	Spectrogram 1	1	113376.975100000	113377.282900000	503.704	955.556	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220519015705.wav	X	0	1	X	Y		
665	Spectrogram 1	1	113491.923000000	113492.161600000	1007.407	1288.889	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220519020205.wav	X	0	1	X	Y		
666	Spectrogram 1	1	113489.322400000	113489.542300000	44.444	488.889	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220519020205.wav	Y	1	0	X	B		
667	Spectrogram 1	1	113495.827400000	113496.103800000	22.222	622.222	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220519020205.wav	Y	1	0	X	G		
668	Spectrogram 1	1	113497.806100000	113498.365100000	81.481	511.111	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220519020205.wav	Y	1	0	X	G		
669	Spectrogram 1	1	113499.716000000	113500.118000000	74.074	1237.037	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220519020205.wav	Y	1	1	X	BY		
672	Spectrogram 1	1	113535.208400000	113535.503600000	733.333	1340.741	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220519020205.wav	X	0	1	X	Y		
673	Spectrogram 1	1	113535.823900000	113539.718400000	29.630	1955.556	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220519020205.wav	Y	6	5	X	BY		
674	Spectrogram 1	1	114189.343600000	114190.059700000	414.815	1829.630	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220519021205.wav	X	0	1	X	Y		
675	Spectrogram 1	1	114190.329800000	114190.769500000	785.185	1192.593	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220519021205.wav	X	0	1	X	Y		
676	Spectrogram 1	1	114332.151400000	114332.578500000	755.556	1140.741	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220519021705.wav	X	0	1	X	Y		
677	Spectrogram 1	1	114774.784700000	114775.079900000	533.333	985.185	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220519022205.wav	X	0	2	X	Y		
678	Spectrogram 1	1	114776.003300000	114776.744500000	74.074	1200.000	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220519022205.wav	Y	2	1	Y	BY		
679	Spectrogram 1	1	114777.052300000	114777.655300000	81.481	1377.778	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220519022205.wav	Y	1	1	Y	BY		
680	Spectrogram 1	1	115094.604900000	115094.793400000	1044.444	1437.037	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220519022705.wav	X	0	1	X	Y		
681	Spectrogram 1	1	115193.502300000	115193.759900000	570.370	1370.370	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220519022705.wav	X	0	1	X	Y		
682	Spectrogram 1	1	115194.124200000	115194.884200000	0.000	377.778	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220519022705.wav	Y	1	0	X	G		
683	Spectrogram 1	1	115327.337700000	115327.501000000	918.519	1659.259	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220519023205.wav	X	0	1	Y	Y		
684	Spectrogram 1	1	115639.528300000	115640.313400000	0.000	348.148	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220519023705.wav	Y	1	0	X	G		
685	Spectrogram 1	1	115742.092000000	115742.902300000	0.000	362.963	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220519023705.wav	Y	1	0	X	G		
686	Spectrogram 1	1	115745.779800000	115747.199400000	0.000	437.037	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220519023705.wav	Y	1	0	X	G		
687	Spectrogram 1	1	116141.180600000	116141.457000000	837.037	1600.000	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220519024705.wav	X	0	1	X	Y		
688	Spectrogram 1	1	116142.047400000	116142.317500000	822.222	1785.185	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220519024705.wav	X	0	1	X	Y		
689	Spectrogram 1	1	116356.163600000	116356.377200000	1014.815	1607.407	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220519024705.wav	X	0	1	Y	Y		
690	Spectrogram 1	1	116360.020400000	116360.472700000	955.556	1162.963	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220519024705.wav	X	0	1	X	Y		
691	Spectrogram 1	1	116758.719200000	116759.001800000	829.630	1555.556	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220519025705.wav	X	0	1	X	Y		
692	Spectrogram 1	1	116760.214100000	116760.396300000	1118.519	1592.593	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220519025705.wav	X	0	1	X	Y		
693	Spectrogram 1	1	117227.977600000	117228.499000000	51.852	1222.222	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220519030205.wav	Y	1	1	X	BY		
694	Spectrogram 1	1	117242.671900000	117242.904300000	37.037	1051.852	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220519030205.wav	Y	1	0	X	B		
695	Spectrogram 1	1	117246.449100000	117246.945300000	518.519	1555.556	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220519030205.wav	X	0	1	Y	Y		
696	Spectrogram 1	1	117248.873000000	117249.344100000	600.000	1548.148	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220519030205.wav	X	0	2	Y	Y		
697	Spectrogram 1	1	117250.795100000	117251.096600000	733.333	1074.074	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220519030205.wav	X	0	1	Y	Y		
698	Spectrogram 1	1	117255.192200000	117256.008800000	385.185	1377.778	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220519030205.wav	X	0	1	Y	Y		
699	Spectrogram 1	1	117258.523500000	117260.119000000	0.000	1577.778	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220519030205.wav	Y	3	2	Y	BY		
700	Spectrogram 1	1	117260.439400000	117260.734600000	0.000	1311.111	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220519030205.wav	Y	1	0	X	B		
701	Spectrogram 1	1	117261.576300000	117261.902900000	644.444	977.778	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220519030205.wav	X	0	1	Y	Y		
702	Spectrogram 1	1	117266.864100000	117267.165600000	814.815	1266.667	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220519030205.wav	X	0	1	Y	Y		
703	Spectrogram 1	1	117270.061400000	117270.375400000	651.852	1162.963	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220519030205.wav	X	0	1	Y	Y		
704	Spectrogram 1	1	117271.883000000	117272.115400000	770.370	1066.667	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220519030205.wav	X	0	1	Y	Y		
705	Spectrogram 1	1	117273.195800000	117274.301300000	733.333	1592.593	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220519030205.wav	X	0	1	Y	Y		
706	Spectrogram 1	1	117447.356600000	117447.689500000	925.926	1325.926	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220519030705.wav	X	0	1	X	Y		
707	Spectrogram 1	1	117634.572200000	117634.961600000	589.928	1064.748	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220519031205.wav	X	0	1	X	Y		
708	Spectrogram 1	1	117635.633700000	117636.111100000	805.755	1935.252	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220519031205.wav	X	0	1	X	Y		
709	Spectrogram 1	1	117636.663900000	117637.461600000	726.619	1956.835	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220519031205.wav	X	0	1	X	Y		
710	Spectrogram 1	1	117637.920200000	117638.485500000	575.540	1611.511	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220519031205.wav	X	0	1	X	Y		
711	Spectrogram 1	1	117893.360300000	117894.088900000	93.525	338.129	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220519031205.wav	Y	1	0	X	G		
712	Spectrogram 1	1	117897.109100000	117897.699600000	79.137	330.935	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220519031205.wav	Y	1	0	X	G		
713	Spectrogram 1	1	117901.292900000	117901.487600000	870.504	1172.662	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220519031205.wav	X	0	1	X	Y		
714	Spectrogram 1	1	117903.533400000	117904.255800000	14.388	323.741	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220519031205.wav	Y	1	0	X	G		
715	Spectrogram 1	1	117904.532200000	117905.084900000	107.914	1014.388	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220519031205.wav	Y	1	1	X	BY		
716	Spectrogram 1	1	117906.919100000	117907.069900000	532.374	1021.583	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220519031205.wav	X	0	1	X	Y		
717	Spectrogram 1	1	117907.478200000	117907.767100000	79.137	884.892	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220519031205.wav	Y	1	0	X	B		
718	Spectrogram 1	1	117911.682900000	117912.053500000	741.007	1316.547	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220519031705.wav	X	0	1	X	Y		
719	Spectrogram 1	1	117929.440400000	117929.698000000	647.482	964.029	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220519031705.wav	X	0	1	X	Y		
720	Spectrogram 1	1	117933.631800000	117933.989800000	43.165	597.122	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220519031705.wav	Y	1	0	X	B		
721	Spectrogram 1	1	117956.541600000	117956.761400000	877.698	1201.439	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220519031705.wav	X	0	1	X	Y		
722	Spectrogram 1	1	117971.010600000	117971.255600000	776.978	1316.547	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220519031705.wav	X	0	1	X	Y		
723	Spectrogram 1	1	117979.976900000	117980.441800000	899.281	1223.022	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220519031705.wav	X	0	1	X	Y		
724	Spectrogram 1	1	117989.555400000	117990.026500000	870.504	1223.022	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220519031705.wav	X	0	1	X	Y		
725	Spectrogram 1	1	117996.957200000	117997.202100000	971.223	1230.216	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220519031705.wav	X	0	1	X	Y		
726	Spectrogram 1	1	118019.185200000	118019.624900000	935.252	1330.935	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220519031705.wav	X	0	1	X	Y		
727	Spectrogram 1	1	118027.214600000	118027.484700000	877.698	1273.381	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220519031705.wav	X	0	1	X	Y		
728	Spectrogram 1	1	118033.473300000	118033.875300000	1057.554	1424.460	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220519031705.wav	X	0	1	X	Y		
729	Spectrogram 1	1	118038.239400000	118038.779600000	935.252	1280.576	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220519031705.wav	X	0	1	X	Y		
730	Spectrogram 1	1	118051.341800000	118051.637000000	820.144	1230.216	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220519031705.wav	X	0	1	X	Y		
731	Spectrogram 1	1	118051.988800000	118052.164700000	79.137	748.201	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220519031705.wav	X	1	0	X	B	TOO FAINT	
732	Spectrogram 1	1	118053.593300000	118053.913600000	899.281	1280.576	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220519031705.wav	X	0	1	X	Y		
733	Spectrogram 1	1	118060.053100000	118060.360900000	971.223	1330.935	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220519031705.wav	X	0	1	X	Y		
734	Spectrogram 1	1	118080.438900000	118080.803200000	956.835	1208.633	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220519031705.wav	X	0	1	X	Y		
735	Spectrogram 1	1	118105.660900000	118106.169700000	64.748	762.590	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220519031705.wav	Y	2	0	X	B		
736	Spectrogram 1	1	118106.508900000	118106.992600000	86.331	697.842	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220519031705.wav	Y	2	0	X	B		
737	Spectrogram 1	1	118107.350600000	118107.576800000	107.914	474.820	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220519031705.wav	Y	1	0	X	B		
738	Spectrogram 1	1	118112.956700000	118113.478000000	71.942	748.201	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220519031705.wav	Y	2	0	X	B		
739	Spectrogram 1	1	118113.672800000	118113.873800000	107.914	769.784	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220519031705.wav	Y	1	0	X	B		
740	Spectrogram 1	1	118218.850100000	118219.296100000	748.201	1503.597	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220519032205.wav	X	0	1	X	Y		
741	Spectrogram 1	1	118298.401600000	118298.992100000	431.655	2115.108	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220519032205.wav	X	0	1	X	Y		
742	Spectrogram 1	1	118305.359100000	118305.962100000	661.871	1071.942	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220519032205.wav	X	0	1	X	Y		
743	Spectrogram 1	1	118306.355400000	118306.531300000	791.367	964.029	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220519032205.wav	X	0	1	X	Y		
744	Spectrogram 1	1	118306.851600000	118307.950900000	71.942	1633.094	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220519032205.wav	Y	3	2	X	BY		
745	Spectrogram 1	1	118519.599100000	118522.997300000	0.000	575.540	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220519032705.wav	Y	1	0	X	G		
746	Spectrogram 1	1	118658.977500000	118659.297800000	791.367	1280.576	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220519032705.wav	X	0	1	X	Y		
747	Spectrogram 1	1	118660.271500000	118660.591800000	726.619	1035.971	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220519032705.wav	X	0	1	X	Y		
748	Spectrogram 1	1	118661.634500000	118662.024000000	712.230	1136.691	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220519032705.wav	X	0	1	X	Y		
749	Spectrogram 1	1	118663.412200000	118663.625700000	712.230	1165.468	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220519032705.wav	X	0	1	X	Y		
750	Spectrogram 1	1	118745.116600000	118745.550100000	43.165	1215.827	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220519032705.wav	Y	1	1	X	BY		
751	Spectrogram 1	1	119009.689500000	119010.179400000	71.942	517.986	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220519033205.wav	Y	1	0	X	G		
752	Spectrogram 1	1	119010.600300000	119011.328900000	71.942	453.237	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220519033205.wav	Y	1	0	X	G		
753	Spectrogram 1	1	119414.937500000	119415.333200000	1093.525	1690.647	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220519034205.wav	X	0	1	X	Y		
754	Spectrogram 1	1	119417.594500000	119418.178700000	1050.360	1395.683	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220519034205.wav	X	0	1	X	Y		
755	Spectrogram 1	1	119418.718900000	119419.058100000	1007.194	1467.626	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220519034205.wav	X	0	1	X	Y		
756	Spectrogram 1	1	119594.019200000	119594.377200000	568.345	1302.158	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220519034205.wav	X	0	1	X	Y		
757	Spectrogram 1	1	119716.123600000	119716.770500000	906.475	1546.763	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220519034705.wav	X	0	1	X	Y		
758	Spectrogram 1	1	119717.423800000	119718.152500000	942.446	1237.410	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220519034705.wav	X	0	1	X	Y		
759	Spectrogram 1	1	119719.440100000	119719.842200000	21.583	323.741	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220519034705.wav	Y	1	0	X	G		
760	Spectrogram 1	1	119720.376100000	119721.073300000	748.201	1482.014	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220519034705.wav	X	0	1	X	Y		
761	Spectrogram 1	1	119721.198900000	119721.852200000	129.496	1237.410	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220519034705.wav	Y	1	0	X	G		
762	Spectrogram 1	1	119721.889900000	119722.298200000	489.209	1316.547	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220519034705.wav	X	0	1	X	Y		
763	Spectrogram 1	1	119723.052000000	119723.843400000	647.482	1381.295	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220519034705.wav	X	0	2	X	Y		
764	Spectrogram 1	1	119760.906900000	119761.227200000	827.338	1287.770	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220519034705.wav	X	0	1	X	Y		
765	Spectrogram 1	1	119992.538900000	119992.809000000	755.396	1179.856	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220519034705.wav	X	0	1	X	Y		
766	Spectrogram 1	1	120217.456100000	120217.851800000	309.353	2345.324	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220519035205.wav	X	0	1	X	Y		
767	Spectrogram 1	1	120231.749500000	120232.095000000	35.971	460.432	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220519035205.wav	Y	1	0	X	G		
768	Spectrogram 1	1	120465.706300000	120466.478900000	474.820	1561.151	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220519035705.wav	X	0	1	X	Y		
769	Spectrogram 1	1	120713.765000000	120714.368000000	79.137	510.791	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220519040205.wav	Y	1	0	X	G		
770	Spectrogram 1	1	120761.430100000	120761.850900000	741.007	1187.050	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220519040205.wav	X	0	1	X	Y		
771	Spectrogram 1	1	120763.773000000	120763.930100000	719.424	1136.691	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220519040205.wav	X	0	1	X	Y		
772	Spectrogram 1	1	120798.229700000	120798.977200000	64.748	1834.532	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220519040205.wav	Y	1	1	X	BY		
773	Spectrogram 1	1	120799.253500000	120799.567600000	28.777	1467.626	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220519040205.wav	Y	1	0	X	B		
774	Spectrogram 1	1	120799.944500000	120800.208300000	863.309	1366.906	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220519040205.wav	X	0	1	X	Y		
775	Spectrogram 1	1	120800.553800000	120801.087700000	870.504	1201.439	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220519040205.wav	X	0	1	X	Y		
776	Spectrogram 1	1	121021.389600000	121022.532800000	93.525	1453.237	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220519040705.wav	X	1	1	Y	BY		
777	Spectrogram 1	1	121025.940500000	121026.832400000	0.000	388.489	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220519040705.wav	Y	1	0	Y	G		
778	Spectrogram 1	1	121559.105000000	121559.299800000	949.640	1381.295	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220519041705.wav	X	0	1	X	Y		
779	Spectrogram 1	1	121638.155900000	121638.532800000	489.209	949.640	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220519041705.wav	X	0	1	X	Y		
780	Spectrogram 1	1	121638.740100000	121639.387000000	683.453	1021.583	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220519041705.wav	X	0	1	X	Y		
781	Spectrogram 1	1	121640.128300000	121640.373200000	633.094	1043.165	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220519041705.wav	X	0	1	X	Y		
782	Spectrogram 1	1	121796.541400000	121797.000000000	79.137	1827.338	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220519041705.wav	Y	1	1	X	BY		
783	Spectrogram 1	1	121797.320300000	121797.577900000	57.554	1539.568	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220519041705.wav	Y	1	0	X	B		
784	Spectrogram 1	1	121798.394500000	121798.890700000	35.971	1834.532	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220519041705.wav	Y	1	1	X	BY		
785	Spectrogram 1	1	121799.237200000	121799.846400000	388.489	1244.604	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220519041705.wav	X	0	1	X	Y		
786	Spectrogram 1	1	121802.352700000	121802.949500000	446.043	2129.496	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220519041705.wav	X	0	1	X	Y		
787	Spectrogram 1	1	121810.254700000	121810.455700000	402.878	798.561	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220519041705.wav	X	0	1	X	Y		
788	Spectrogram 1	1	121810.763500000	121812.773500000	35.971	1374.101	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220519042205.wav	Y	4	2	X	BY	GOOD	
789	Spectrogram 1	1	121813.502200000	121813.860200000	50.360	1992.806	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220519042205.wav	Y	1	0	X	B	GOOD	
791	Spectrogram 1	1	122069.345000000	122069.973200000	863.309	1244.604	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220519042205.wav	X	0	1	X	Y		
792	Spectrogram 1	1	122074.093800000	122074.451800000	820.144	1100.719	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220519042205.wav	X	0	1	X	Y		
793	Spectrogram 1	1	122165.603400000	122166.162500000	446.043	2208.633	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220519042705.wav	X	0	2	X	Y		
