	Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Delta Time (s)	Begin File	Begin Path	File Offset (s)	KZ Keep? (Y/X/M)	Barks (KZ)	Yelps (KZ)	Overlap (Y/X) (KZ)	Call Type (KZ)	KZ Comment	BILL CHECK
121	122	Spectrogram 1	1	10494.193597734	10494.878271101	746.154	1392.308	0.6847	67145740.220515134331.wav	D:\ringed-seal-data\Ulu_2022\ST2_Site15_67145740.220515134331.wav	293.2654	X	0	2	X	Y		
122	123	Spectrogram 1	1	10495.244248121	10495.445253146	200.0	2246.154	0.201	67145740.220515134331.wav	D:\ringed-seal-data\Ulu_2022\ST2_Site15_67145740.220515134331.wav	294.3161	Y	1	0	X	B		
123	124	Spectrogram 1	1	10495.633695357	10496.161333548	192.308	2392.308	0.5276	67145740.220515134331.wav	D:\ringed-seal-data\Ulu_2022\ST2_Site15_67145740.220515134331.wav	294.7055	Y	1	1	X	BY		
124	125	Spectrogram 1	1	10496.506810935	10496.75178581	130.769	2123.077	0.245	67145740.220515134331.wav	D:\ringed-seal-data\Ulu_2022\ST2_Site15_67145740.220515134331.wav	295.5786	Y	1	0	X	B		
125	126	Spectrogram 1	1	10914.77427593	10915.044376432	476.923	1776.923	0.2701	67145740.220515135331.wav	D:\ringed-seal-data\Ulu_2022\ST2_Site15_67145740.220515135331.wav	113.7981	X	0	1	X	Y		
126	127	Spectrogram 1	1	10914.378547286	10914.573270905	392.308	1046.154	0.1947	67145740.220515135331.wav	D:\ringed-seal-data\Ulu_2022\ST2_Site15_67145740.220515135331.wav	113.4024	X	0	1	X	Y		
127	128	Spectrogram 1	1	12042.42623593	12042.589552513	1069.231	1423.077	0.1633	67145740.220515141331.wav	D:\ringed-seal-data\Ulu_2022\ST2_Site15_67145740.220515141331.wav	41.3346	X	0	1	X	Y		
128	129	Spectrogram 1	1	12044.222718342	12044.373472111	500.0	1000.0	0.1508	67145740.220515141331.wav	D:\ringed-seal-data\Ulu_2022\ST2_Site15_67145740.220515141331.wav	43.1311	X	0	1	X	Y		
129	130	Spectrogram 1	1	12045.070708291	12045.259150503	638.462	992.308	0.1884	67145740.220515141331.wav	D:\ringed-seal-data\Ulu_2022\ST2_Site15_67145740.220515141331.wav	43.979	X	0	1	X	Y		
130	131	Spectrogram 1	1	12085.381082965	12085.563243769	1153.846	1430.769	0.1822	67145740.220515141331.wav	D:\ringed-seal-data\Ulu_2022\ST2_Site15_67145740.220515141331.wav	84.2894	X	0	1	X	Y		
131	132	Spectrogram 1	1	12086.474047789	12086.863495025	961.538	1330.769	0.3894	67145740.220515141331.wav	D:\ringed-seal-data\Ulu_2022\ST2_Site15_67145740.220515141331.wav	85.3824	X	0	1	X	Y		
132	133	Spectrogram 1	1	12087.328319146	12087.560731206	930.769	1230.769	0.2324	67145740.220515141331.wav	D:\ringed-seal-data\Ulu_2022\ST2_Site15_67145740.220515141331.wav	86.2367	X	0	1	X	Y		
133	134	Spectrogram 1	1	12093.702578744	12093.878458141	1146.154	1415.385	0.1759	67145740.220515141331.wav	D:\ringed-seal-data\Ulu_2022\ST2_Site15_67145740.220515141331.wav	92.6109	X	0	1	X	Y		
134	135	Spectrogram 1	1	12909.99435531	12910.138827671	338.462	661.538	0.1445	67145740.220515142831.wav	D:\ringed-seal-data\Ulu_2022\ST2_Site15_67145740.220515142831.wav	8.8569	X	0	1	X	Y		
135	136	Spectrogram 1	1	12910.710435712	12910.90515933	107.692	653.846	0.1947	67145740.220515142831.wav	D:\ringed-seal-data\Ulu_2022\ST2_Site15_67145740.220515142831.wav	9.5729	Y	1	0	X	B		
136	137	Spectrogram 1	1	12911.269480938	12911.483048777	61.538	692.308	0.2136	67145740.220515142831.wav	D:\ringed-seal-data\Ulu_2022\ST2_Site15_67145740.220515142831.wav	10.132	Y	1	0	X	B		
137	138	Spectrogram 1	1	12909.567219631	12909.724254807	369.231	1330.769	0.157	67145740.220515142831.wav	D:\ringed-seal-data\Ulu_2022\ST2_Site15_67145740.220515142831.wav	8.4297	X	0	1	X	Y		
138	139	Spectrogram 1	1	13083.256628894	13083.545573618	515.385	838.462	0.2889	67145740.220515142831.wav	D:\ringed-seal-data\Ulu_2022\ST2_Site15_67145740.220515142831.wav	182.1191	X	0	1	X	Y		
139	140	Spectrogram 1	1	13091.583488442	13091.790774874	900.0	1230.769	0.2073	67145740.220515142831.wav	D:\ringed-seal-data\Ulu_2022\ST2_Site15_67145740.220515142831.wav	190.446	X	0	1	X	Y		
140	141	Spectrogram 1	1	13092.852332663	13093.116151759	869.231	1407.692	0.2638	67145740.220515142831.wav	D:\ringed-seal-data\Ulu_2022\ST2_Site15_67145740.220515142831.wav	191.7148	X	0	1	X	Y		
141	142	Spectrogram 1	1	13094.44781005	13094.611126633	953.846	1346.154	0.1633	67145740.220515142831.wav	D:\ringed-seal-data\Ulu_2022\ST2_Site15_67145740.220515142831.wav	193.3103	X	0	1	X	Y		
142	143	Spectrogram 1	1	13555.258703259	13556.031316324	53.846	400.0	0.7726	67145740.220515143831.wav	D:\ringed-seal-data\Ulu_2022\ST2_Site15_67145740.220515143831.wav	54.059	Y	1	0	X	G		
143	144	Spectrogram 1	1	14604.009005779	14604.210010804	1076.923	1238.462	0.201	67145740.220515145331.wav	D:\ringed-seal-data\Ulu_2022\ST2_Site15_67145740.220515145331.wav	202.7185	X	0	1	X	Y		
144	145	Spectrogram 1	1	14787.279617513	14787.468059724	184.615	523.077	0.1884	67145740.220515145831.wav	D:\ringed-seal-data\Ulu_2022\ST2_Site15_67145740.220515145831.wav	85.9741	Y	1	0	X	B	FAINT	
145	146	Spectrogram 1	1	15159.128361709	15159.285396884	1076.923	1446.154	0.157	67145740.220515150331.wav	D:\ringed-seal-data\Ulu_2022\ST2_Site15_67145740.220515150331.wav	157.7792	X	0	1	X	Y		
146	147	Spectrogram 1	1	15160.22760794	15160.409768744	1138.462	1484.615	0.1822	67145740.220515150331.wav	D:\ringed-seal-data\Ulu_2022\ST2_Site15_67145740.220515150331.wav	158.8784	X	0	1	X	Y		
147	148	Spectrogram 1	1	16576.168083266	16576.413058141	61.538	384.615	0.245	67145740.220515152831.wav	D:\ringed-seal-data\Ulu_2022\ST2_Site15_67145740.220515152831.wav	74.7071	X	0	1	X	G	TOO WEIRD	
148	149	Spectrogram 1	1	16716.191822489	16716.436797364	415.385	1569.231	0.245	67145740.220515152831.wav	D:\ringed-seal-data\Ulu_2022\ST2_Site15_67145740.220515152831.wav	214.7308	X	0	1	X	Y		
149	150	Spectrogram 1	1	16710.838627714	16711.730587513	92.308	576.923	0.892	67145740.220515152831.wav	D:\ringed-seal-data\Ulu_2022\ST2_Site15_67145740.220515152831.wav	209.3776	X	0	1	X	G	TOO FAINT	
150	151	Spectrogram 1	1	17622.068376006	17622.351039323	600.0	1500.0	0.2827	67145740.220515154331.wav	D:\ringed-seal-data\Ulu_2022\ST2_Site15_67145740.220515154331.wav	220.5215	X	0	1	X	Y		
151	152	Spectrogram 1	1	17627.930898465	17628.672104495	38.462	1484.615	0.7412	67145740.220515154331.wav	D:\ringed-seal-data\Ulu_2022\ST2_Site15_67145740.220515154331.wav	226.3841	Y	1	1	X	BY		
152	153	Spectrogram 1	1	17631.880539712	17632.452147752	138.462	1746.154	0.5716	67145740.220515154331.wav	D:\ringed-seal-data\Ulu_2022\ST2_Site15_67145740.220515154331.wav	230.3337	Y	1	1	X	BY		
153	154	Spectrogram 1	1	17633.708429159	17634.286318606	253.846	1907.692	0.5779	67145740.220515154331.wav	D:\ringed-seal-data\Ulu_2022\ST2_Site15_67145740.220515154331.wav	232.1616	Y	1	1	X	BY		
154	155	Spectrogram 1	1	17635.611695491	17636.22727338	46.154	1676.923	0.6156	67145740.220515154331.wav	D:\ringed-seal-data\Ulu_2022\ST2_Site15_67145740.220515154331.wav	234.0649	Y	1	1	X	BY		
155	156	Spectrogram 1	1	17644.596226368	17645.469341945	30.769	1846.154	0.8731	67145740.220515154331.wav	D:\ringed-seal-data\Ulu_2022\ST2_Site15_67145740.220515154331.wav	243.0494	Y	2	2	X	BY		
156	157	Spectrogram 1	1	17645.783412297	17646.009542951	61.538	1561.538	0.2261	67145740.220515154331.wav	D:\ringed-seal-data\Ulu_2022\ST2_Site15_67145740.220515154331.wav	244.2366	Y	1	0	X	B		
157	158	Spectrogram 1	1	17652.331592971	17653.047673373	84.615	1492.308	0.7161	67145740.220515154331.wav	D:\ringed-seal-data\Ulu_2022\ST2_Site15_67145740.220515154331.wav	250.7848	Y	1	1	X	BY		
158	159	Spectrogram 1	1	17656.318312027	17656.494191424	107.692	776.923	0.1759	67145740.220515154331.wav	D:\ringed-seal-data\Ulu_2022\ST2_Site15_67145740.220515154331.wav	254.7715	Y	1	0	X	B		
159	160	Spectrogram 1	1	17656.682633635	17656.833387404	92.308	538.462	0.1508	67145740.220515154331.wav	D:\ringed-seal-data\Ulu_2022\ST2_Site15_67145740.220515154331.wav	255.1358	Y	1	0	X	B		
160	161	Spectrogram 1	1	17657.348462781	17657.486653735	92.308	500.0	0.1382	67145740.220515154331.wav	D:\ringed-seal-data\Ulu_2022\ST2_Site15_67145740.220515154331.wav	255.8016	Y	1	0	X	B		
161	162	Spectrogram 1	1	17657.737910017	17657.920070821	38.462	476.923	0.1822	67145740.220515154331.wav	D:\ringed-seal-data\Ulu_2022\ST2_Site15_67145740.220515154331.wav	256.1911	Y	1	0	X	B		
162	163	Spectrogram 1	1	17658.058261776	17658.265548208	76.923	561.538	0.2073	67145740.220515154331.wav	D:\ringed-seal-data\Ulu_2022\ST2_Site15_67145740.220515154331.wav	256.5114	Y	1	0	X	B		
163	164	Spectrogram 1	1	17659.972727143	17660.450114078	38.462	1300.0	0.4774	67145740.220515154331.wav	D:\ringed-seal-data\Ulu_2022\ST2_Site15_67145740.220515154331.wav	258.4259	Y	1	1	X	BY		
164	165	Spectrogram 1	1	17660.695088952	17660.852124128	115.385	792.308	0.157	67145740.220515154331.wav	D:\ringed-seal-data\Ulu_2022\ST2_Site15_67145740.220515154331.wav	259.1483	Y	1	0	X	B		
165	166	Spectrogram 1	1	17661.178757294	17661.329511063	84.615	692.308	0.1508	67145740.220515154331.wav	D:\ringed-seal-data\Ulu_2022\ST2_Site15_67145740.220515154331.wav	259.6319	Y	1	0	X	B		
166	167	Spectrogram 1	1	17661.580767344	17662.566948249	69.231	1261.538	0.9862	67145740.220515154331.wav	D:\ringed-seal-data\Ulu_2022\ST2_Site15_67145740.220515154331.wav	260.0339	Y	3	2	X	BY		
167	168	Spectrogram 1	1	17671.587583412	17672.209442709	30.769	1676.923	0.6219	67145740.220515154331.wav	D:\ringed-seal-data\Ulu_2022\ST2_Site15_67145740.220515154331.wav	270.0408	Y	1	2	X	BY		
168	169	Spectrogram 1	1	17672.894116075	17673.132809543	84.615	1330.769	0.2387	67145740.220515154331.wav	D:\ringed-seal-data\Ulu_2022\ST2_Site15_67145740.220515154331.wav	271.3473	Y	1	0	X	B		
169	170	Spectrogram 1	1	17675.143245334	17676.154551866	46.154	1853.846	1.0113	67145740.220515154331.wav	D:\ringed-seal-data\Ulu_2022\ST2_Site15_67145740.220515154331.wav	273.5964	Y	2	2	X	BY		
170	171	Spectrogram 1	1	17678.010817834	17678.243229894	576.923	1361.538	0.2324	67145740.220515154331.wav	D:\ringed-seal-data\Ulu_2022\ST2_Site15_67145740.220515154331.wav	276.464	X	0	1	X	Y		
171	172	Spectrogram 1	1	17678.412827884	17678.657802758	38.462	461.538	0.245	67145740.220515154331.wav	D:\ringed-seal-data\Ulu_2022\ST2_Site15_67145740.220515154331.wav	276.866	Y	1	0	X	B		
172	173	Spectrogram 1	1	17678.90905904	17679.091219844	53.846	584.615	0.1822	67145740.220515154331.wav	D:\ringed-seal-data\Ulu_2022\ST2_Site15_67145740.220515154331.wav	277.3622	Y	1	0	X	B		
173	174	Spectrogram 1	1	17680.691686116	17680.867565513	115.385	561.538	0.1759	67145740.220515154331.wav	D:\ringed-seal-data\Ulu_2022\ST2_Site15_67145740.220515154331.wav	279.1449	Y	1	0	X	B		
174	175	Spectrogram 1	1	17681.451736367	17681.621334357	100.0	815.385	0.1696	67145740.220515154331.wav	D:\ringed-seal-data\Ulu_2022\ST2_Site15_67145740.220515154331.wav	279.9049	Y	1	0	X	B		
175	176	Spectrogram 1	1	17689.868315528	17690.088164774	746.154	1246.154	0.2198	67145740.220515154331.wav	D:\ringed-seal-data\Ulu_2022\ST2_Site15_67145740.220515154331.wav	288.3215	X	0	1	X	Y		
176	177	Spectrogram 1	1	17690.546707487	17690.722586884	61.538	715.385	0.1759	67145740.220515154331.wav	D:\ringed-seal-data\Ulu_2022\ST2_Site15_67145740.220515154331.wav	288.9999	Y	1	0	X	B		
177	178	Spectrogram 1	1	17696.038037487	17696.207635477	700.0	1584.615	0.1696	67145740.220515154331.wav	D:\ringed-seal-data\Ulu_2022\ST2_Site15_67145740.220515154331.wav	294.4912	X	0	1	X	Y		
178	179	Spectrogram 1	1	17701.365453973	17701.717212767	69.231	1653.846	0.3518	67145740.220515154331.wav	D:\ringed-seal-data\Ulu_2022\ST2_Site15_67145740.220515154331.wav	299.8186	Y	1	1	X	BY		
179	180	Spectrogram 1	1	17702.194599702	17702.320227843	53.846	638.462	0.1256	67145740.220515154831.wav	D:\ringed-seal-data\Ulu_2022\ST2_Site15_67145740.220515154831.wav	0.6541	Y	1	0	X	B		
180	181	Spectrogram 1	1	17738.975766895	17739.145364885	69.231	523.077	0.1696	67145740.220515154831.wav	D:\ringed-seal-data\Ulu_2022\ST2_Site15_67145740.220515154831.wav	37.4353	Y	1	0	X	B		
181	182	Spectrogram 1	1	17739.503405086	17739.704410111	46.154	730.769	0.201	67145740.220515154831.wav	D:\ringed-seal-data\Ulu_2022\ST2_Site15_67145740.220515154831.wav	37.9629	Y	1	0	X	B		
182	183	Spectrogram 1	1	17739.9619478	17740.30114378	69.231	715.385	0.3392	67145740.220515154831.wav	D:\ringed-seal-data\Ulu_2022\ST2_Site15_67145740.220515154831.wav	38.4214	Y	1	1	X	BY		
183	184	Spectrogram 1	1	17741.569311774	17743.529110769	23.077	1461.538	1.9598	67145740.220515154831.wav	D:\ringed-seal-data\Ulu_2022\ST2_Site15_67145740.220515154831.wav	40.0288	Y	5	2	X	BY		
184	185	Spectrogram 1	1	17743.904174617	17745.015983663	30.769	1561.538	1.1118	67145740.220515154831.wav	D:\ringed-seal-data\Ulu_2022\ST2_Site15_67145740.220515154831.wav	42.3637	Y	3	2	X	BY		
185	186	Spectrogram 1	1	17712.043534372	17712.219413769	1076.923	1376.923	0.1759	67145740.220515154831.wav	D:\ringed-seal-data\Ulu_2022\ST2_Site15_67145740.220515154831.wav	10.503	X	0	1	X	Y		
186	187	Spectrogram 1	1	17880.033346121	17880.969275769	53.846	2030.769	0.9359	67145740.220515154831.wav	D:\ringed-seal-data\Ulu_2022\ST2_Site15_67145740.220515154831.wav	178.4928	Y	1	2	X	BY		
187	188	Spectrogram 1	1	17882.426408364	17882.665101832	92.308	2153.846	0.2387	67145740.220515154831.wav	D:\ringed-seal-data\Ulu_2022\ST2_Site15_67145740.220515154831.wav	180.8859	Y	1	0	X	B		
188	189	Spectrogram 1	1	17883.242991279	17884.417614394	30.769	2292.308	1.1746	67145740.220515154831.wav	D:\ringed-seal-data\Ulu_2022\ST2_Site15_67145740.220515154831.wav	181.7025	Y	2	1	X	BY		
189	190	Spectrogram 1	1	18152.41722	18152.574255176	730.769	1238.462	0.157	67145740.220515155331.wav	D:\ringed-seal-data\Ulu_2022\ST2_Site15_67145740.220515155331.wav	150.8196	X	0	1	X	Y		
190	191	Spectrogram 1	1	21274.856382158	21275.283517837	69.231	1953.846	0.4271	67145740.220515164331.wav	D:\ringed-seal-data\Ulu_2022\ST2_Site15_67145740.220515164331.wav	273.0109	Y	1	1	X	BY		
191	192	Spectrogram 1	1	21279.306792313	21279.771616433	107.692	2169.231	0.4648	67145740.220515164331.wav	D:\ringed-seal-data\Ulu_2022\ST2_Site15_67145740.220515164331.wav	277.4613	Y	1	1	X	BY		
192	193	Spectrogram 1	1	21308.288068528	21308.470229332	92.308	507.692	0.1822	67145740.220515164831.wav	D:\ringed-seal-data\Ulu_2022\ST2_Site15_67145740.220515164831.wav	6.4047	Y	1	0	X	B		
193	194	Spectrogram 1	1	21310.775505714	21310.989073553	38.462	438.462	0.2136	67145740.220515164831.wav	D:\ringed-seal-data\Ulu_2022\ST2_Site15_67145740.220515164831.wav	8.8922	Y	1	0	X	B	FAINT	
194	195	Spectrogram 1	1	21380.212450302	21380.444862362	815.385	1176.923	0.2324	67145740.220515164831.wav	D:\ringed-seal-data\Ulu_2022\ST2_Site15_67145740.220515164831.wav	78.3291	X	0	1	X	Y		
195	196	Spectrogram 1	1	21382.373254322	21382.586822161	892.308	1223.077	0.2136	67145740.220515164831.wav	D:\ringed-seal-data\Ulu_2022\ST2_Site15_67145740.220515164831.wav	80.4899	X	0	1	X	Y		
196	197	Spectrogram 1	1	21382.919736734	21383.189837236	892.308	1100.0	0.2701	67145740.220515164831.wav	D:\ringed-seal-data\Ulu_2022\ST2_Site15_67145740.220515164831.wav	81.0364	X	0	1	X	Y		
197	198	Spectrogram 1	1	21383.453656332	21383.623254322	915.385	1153.846	0.1696	67145740.220515164831.wav	D:\ringed-seal-data\Ulu_2022\ST2_Site15_67145740.220515164831.wav	81.5703	X	0	1	X	Y		
198	199	Spectrogram 1	1	21409.412414523	21409.625982362	492.308	761.538	0.2136	67145740.220515164831.wav	D:\ringed-seal-data\Ulu_2022\ST2_Site15_67145740.220515164831.wav	107.5291	X	0	1	X	Y		
199	200	Spectrogram 1	1	21411.083268794	21411.359650704	530.769	784.615	0.2764	67145740.220515164831.wav	D:\ringed-seal-data\Ulu_2022\ST2_Site15_67145740.220515164831.wav	109.1999	X	0	1	X	Y		
200	201	Spectrogram 1	1	23242.463261859	23243.210749296	92.308	1292.308	0.7475	67145740.220515171831.wav	D:\ringed-seal-data\Ulu_2022\ST2_Site15_67145740.220515171831.wav	140.4341	Y	1	0	X	G		
201	202	Spectrogram 1	1	23482.971793144	23483.474305707	92.308	1253.846	0.5025	67145740.220515172331.wav	D:\ringed-seal-data\Ulu_2022\ST2_Site15_67145740.220515172331.wav	80.9491	Y	1	0	X	G		
202	203	Spectrogram 1	1	25476.557128945	25476.883762111	546.154	1476.923	0.3266	67145740.220515175331.wav	D:\ringed-seal-data\Ulu_2022\ST2_Site15_67145740.220515175331.wav	274.3705	X	0	1	X	Y		
203	204	Spectrogram 1	1	25478.68652593	25479.170194271	430.769	1138.462	0.4837	67145740.220515175331.wav	D:\ringed-seal-data\Ulu_2022\ST2_Site15_67145740.220515175331.wav	276.4999	X	0	1	X	Y		
204	205	Spectrogram 1	1	28329.991730302	28330.261830804	815.385	1184.615	0.2701	67145740.220515184331.wav	D:\ringed-seal-data\Ulu_2022\ST2_Site15_67145740.220515184331.wav	127.4751	X	0	1	X	Y		
205	206	Spectrogram 1	1	28331.970373518	28332.215348392	700.0	1246.154	0.245	67145740.220515184331.wav	D:\ringed-seal-data\Ulu_2022\ST2_Site15_67145740.220515184331.wav	129.4537	X	0	1	X	Y		
206	207	Spectrogram 1	1	29435.127523027	29435.529533077	130.769	1084.615	0.402	67145740.220515190331.wav	D:\ringed-seal-data\Ulu_2022\ST2_Site15_67145740.220515190331.wav	32.5349	Y	1	0	Y	B	BS >1KHZ	
207	208	Spectrogram 1	1	29436.851956366	29437.304217672	146.154	1000.0	0.4523	67145740.220515190331.wav	D:\ringed-seal-data\Ulu_2022\ST2_Site15_67145740.220515190331.wav	34.2593	Y	1	1	Y	BY	BS >1KHZ	
208	209	Spectrogram 1	1	29437.750197572	29438.145926215	38.462	1369.231	0.3957	67145740.220515190331.wav	D:\ringed-seal-data\Ulu_2022\ST2_Site15_67145740.220515190331.wav	35.1575	Y	1	0	X	B	BS >1KHZ	
209	211	Spectrogram 1	1	29438.698690034	29439.144669934	38.462	1284.615	0.446	67145740.220515190331.wav	D:\ringed-seal-data\Ulu_2022\ST2_Site15_67145740.220515190331.wav	36.106	Y	1	0	X	B	BZ >1KHZ	
210	212	Spectrogram 1	1	30366.552240352	30367.061034322	115.385	569.231	0.5088	67145740.220515191831.wav	D:\ringed-seal-data\Ulu_2022\ST2_Site15_67145740.220515191831.wav	63.8401	Y	1	0	X	G		
211	213	Spectrogram 1	1	30367.387667487	30367.601235327	607.692	869.231	0.2136	67145740.220515191831.wav	D:\ringed-seal-data\Ulu_2022\ST2_Site15_67145740.220515191831.wav	64.6755	X	0	1	X	Y		
212	214	Spectrogram 1	1	30380.468493116	30380.813970503	669.231	1423.077	0.3455	67145740.220515191831.wav	D:\ringed-seal-data\Ulu_2022\ST2_Site15_67145740.220515191831.wav	77.7563	X	0	1	X	Y		
213	215	Spectrogram 1	1	30384.569807374	30398.602559881	561.538	1638.462	14.0328	67145740.220515191831.wav	D:\ringed-seal-data\Ulu_2022\ST2_Site15_67145740.220515191831.wav	81.8576	X	0	17	X	Y		
214	216	Spectrogram 1	1	30520.647943175	30538.141661768	476.923	1646.154	17.4937	67145740.220515191831.wav	D:\ringed-seal-data\Ulu_2022\ST2_Site15_67145740.220515191831.wav	217.9358	X	0	19	X	Y		
215	217	Spectrogram 1	1	30612.145959516	30612.560532381	623.077	1476.923	0.4146	67145740.220515192331.wav	D:\ringed-seal-data\Ulu_2022\ST2_Site15_67145740.220515192331.wav	9.441	X	0	1	X	Y		
216	218	Spectrogram 1	1	30614.042944441	30614.369577607	607.692	1376.923	0.3266	67145740.220515192331.wav	D:\ringed-seal-data\Ulu_2022\ST2_Site15_67145740.220515192331.wav	11.3379	X	0	1	X	Y		
217	219	Spectrogram 1	1	30615.449979617	30615.833145446	569.231	1530.769	0.3832	67145740.220515192331.wav	D:\ringed-seal-data\Ulu_2022\ST2_Site15_67145740.220515192331.wav	12.745	X	0	1	X	Y		
218	220	Spectrogram 1	1	30616.655174041	30616.925274544	815.385	1546.154	0.2701	67145740.220515192331.wav	D:\ringed-seal-data\Ulu_2022\ST2_Site15_67145740.220515192331.wav	13.9502	X	0	1	X	Y		
219	221	Spectrogram 1	1	30617.774854312	30618.132894513	853.846	1476.923	0.358	67145740.220515192331.wav	D:\ringed-seal-data\Ulu_2022\ST2_Site15_67145740.220515192331.wav	15.0699	X	0	1	X	Y		
220	222	Spectrogram 1	1	30618.842693508	30619.163045267	707.692	1492.308	0.3204	67145740.220515192331.wav	D:\ringed-seal-data\Ulu_2022\ST2_Site15_67145740.220515192331.wav	16.1377	X	0	1	X	Y		
221	223	Spectrogram 1	1	30619.85400004	30620.174351799	715.385	1423.077	0.3204	67145740.220515192331.wav	D:\ringed-seal-data\Ulu_2022\ST2_Site15_67145740.220515192331.wav	17.149	X	0	1	X	Y		
222	224	Spectrogram 1	1	30620.714552804	30621.078874412	615.385	1407.692	0.3643	67145740.220515192331.wav	D:\ringed-seal-data\Ulu_2022\ST2_Site15_67145740.220515192331.wav	18.0096	X	0	1	X	Y		
223	225	Spectrogram 1	1	30621.493447277	30621.876613106	700.0	1384.615	0.3832	67145740.220515192331.wav	D:\ringed-seal-data\Ulu_2022\ST2_Site15_67145740.220515192331.wav	18.7884	X	0	1	X	Y		
224	226	Spectrogram 1	1	30622.366562854	30622.655507578	653.846	1423.077	0.2889	67145740.220515192331.wav	D:\ringed-seal-data\Ulu_2022\ST2_Site15_67145740.220515192331.wav	19.6616	X	0	1	X	Y		
225	227	Spectrogram 1	1	30623.044954814	30623.402995015	707.692	1384.615	0.358	67145740.220515192331.wav	D:\ringed-seal-data\Ulu_2022\ST2_Site15_67145740.220515192331.wav	20.34	X	0	1	X	Y		
226	228	Spectrogram 1	1	30623.775045336	30632.154442321	492.308	1507.692	8.3794	67145740.220515192331.wav	D:\ringed-seal-data\Ulu_2022\ST2_Site15_67145740.220515192331.wav	21.07	X	0	12	X	Y		
227	229	Spectrogram 1	1	30688.493806692	30688.833002672	669.231	1584.615	0.3392	67145740.220515192331.wav	D:\ringed-seal-data\Ulu_2022\ST2_Site15_67145740.220515192331.wav	85.7888	X	0	1	X	Y		
228	230	Spectrogram 1	1	30690.196067999	30690.560389607	761.538	1653.846	0.3643	67145740.220515192331.wav	D:\ringed-seal-data\Ulu_2022\ST2_Site15_67145740.220515192331.wav	87.4911	X	0	1	X	Y		
229	231	Spectrogram 1	1	30691.59054036	30691.854359456	969.231	1615.385	0.2638	67145740.220515192331.wav	D:\ringed-seal-data\Ulu_2022\ST2_Site15_67145740.220515192331.wav	88.8855	X	0	1	X	Y		
230	232	Spectrogram 1	1	30692.758882069	30693.028982571	630.769	1653.846	0.2701	67145740.220515192331.wav	D:\ringed-seal-data\Ulu_2022\ST2_Site15_67145740.220515192331.wav	90.0539	X	0	1	X	Y		
231	233	Spectrogram 1	1	30693.701093124	30693.92094237	1000.0	1646.154	0.2198	67145740.220515192331.wav	D:\ringed-seal-data\Ulu_2022\ST2_Site15_67145740.220515192331.wav	90.9961	X	0	1	X	Y		
232	234	Spectrogram 1	1	30694.653222018	30694.873071265	838.462	1492.308	0.2198	67145740.220515192331.wav	D:\ringed-seal-data\Ulu_2022\ST2_Site15_67145740.220515192331.wav	91.9482	X	0	1	X	Y		
233	235	Spectrogram 1	1	30695.53890041	30707.793484345	469.231	1746.154	12.2546	67145740.220515192331.wav	D:\ringed-seal-data\Ulu_2022\ST2_Site15_67145740.220515192331.wav	92.8339	X	0	16	X	Y		
234	236	Spectrogram 1	1	30708.990955719	30709.173116523	592.308	1446.154	0.1822	67145740.220515192331.wav	D:\ringed-seal-data\Ulu_2022\ST2_Site15_67145740.220515192331.wav	106.286	X	0	1	X	Y		
235	237	Spectrogram 1	1	30710.397990895	30710.674372804	684.615	1438.462	0.2764	67145740.220515192331.wav	D:\ringed-seal-data\Ulu_2022\ST2_Site15_67145740.220515192331.wav	107.693	X	0	1	X	Y		
