Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Begin File	Delta Time (s)	Center Freq (Hz)	Peak Freq (Hz)	Delta Freq (Hz)	Species	Call type	Comments	WH	Quantity
820	Spectrogram 1	1	162334.474523102	162334.474523102	747.331	747.331	67653638.220516131054.wav	0.0000	750.000	750.000	0.000	BS				
821	Spectrogram 1	1	162362.457529085	162362.457529085	1103.679	1103.679	67653638.220516131054.wav	0.0000	1101.562	1101.562	0.000	BS			Yes	
822	Spectrogram 1	1	162471.817299310	162471.817299310	619.217	619.217	67653638.220516131054.wav	0.0000	621.094	621.094	0.000	BS				
823	Spectrogram 1	1	162869.886150469	162869.886150469	1024.911	1024.911	67653638.220516131554.wav	0.0000	1019.531	1019.531	0.000	BS				
824	Spectrogram 1	1	163037.842010675	163037.842010675	779.359	779.359	67653638.220516132054.wav	0.0000	785.156	785.156	0.000	BS				
825	Spectrogram 1	1	163215.494843888	163215.494843888	736.655	736.655	67653638.220516132554.wav	0.0000	738.281	738.281	0.000	BS				
826	Spectrogram 1	1	163348.504120705	163348.504120705	1046.263	1046.263	67653638.220516132554.wav	0.0000	1042.969	1042.969	0.000	BS				
827	Spectrogram 1	1	163517.382215262	163517.382215262	661.922	661.922	67653638.220516133054.wav	0.0000	656.250	656.250	0.000	BS				
829	Spectrogram 1	1	163842.766696535	163842.766696535	1142.349	1142.349	67653638.220516133554.wav	0.0000	1136.719	1136.719	0.000	BS				
830	Spectrogram 1	1	164019.566475775	164019.566475775	992.883	992.883	67653638.220516133554.wav	0.0000	996.094	996.094	0.000	BS				
831	Spectrogram 1	1	164078.153770893	164078.153770893	1056.940	1056.940	67653638.220516133554.wav	0.0000	1054.688	1054.688	0.000	BS				
832	Spectrogram 1	1	164295.656843357	164295.656843357	1056.940	1056.940	67653638.220516134054.wav	0.0000	1054.688	1054.688	0.000	BS				
833	Spectrogram 1	1	164411.017702996	164411.017702996	1200.000	1200.000	67653638.220516134554.wav	0.0000	1195.312	1195.312	0.000	RS	YELP			
834	Spectrogram 1	1	164416.395177552	164416.395177552	893.333	893.333	67653638.220516134554.wav	0.0000	890.625	890.625	0.000	RS	YELP			
835	Spectrogram 1	1	164424.252943770	164424.252943770	1078.292	1078.292	67653638.220516134554.wav	0.0000	1078.125	1078.125	0.000	BS				
836	Spectrogram 1	1	164426.625513232	164426.625513232	640.569	640.569	67653638.220516134554.wav	0.0000	644.531	644.531	0.000	RS	YELP		Yes, but distorted/faint	
837	Spectrogram 1	1	164428.466460999	164428.813281808	413.333	1960.000	67653638.220516134554.wav	0.3468	726.562	714.844	1546.667	RS	YELP			
838	Spectrogram 1	1	164432.425127875	164432.425127875	1014.235	1014.235	67653638.220516134554.wav	0.0000	1019.531	1019.531	0.000	RS	YELP			
839	Spectrogram 1	1	164439.189008454	164439.439490150	600.000	1506.667	67653638.220516134554.wav	0.2505	949.219	937.500	906.667	RS	YELP		RS yelp	
840	Spectrogram 1	1	164445.109487854	164448.558428124	544.484	2327.402	67653638.220516134554.wav	3.4489	1207.031	1207.031	1782.918	Scratching			Yes	
841	Spectrogram 1	1	164527.654582287	164527.654582287	1035.587	1035.587	67653638.220516134554.wav	0.0000	1031.250	1031.250	0.000	RS	YELP		Yelp	
842	Spectrogram 1	1	164540.310038223	164540.310038223	886.121	886.121	67653638.220516134554.wav	0.0000	890.625	890.625	0.000	BS			Yes	
843	Spectrogram 1	1	164547.703629654	164547.703629654	276.316	276.316	67653638.220516134554.wav	0.0000	281.250	281.250	0.000	RS	GROWL		RS growl	
844	Spectrogram 1	1	164553.460314083	164553.460314083	421.053	421.053	67653638.220516134554.wav	0.0000	421.875	421.875	0.000	RS	GROWL		RS growl	
845	Spectrogram 1	1	164559.722356472	164559.722356472	288.256	288.256	67653638.220516134554.wav	0.0000	292.969	292.969	0.000	BS			BS	
846	Spectrogram 1	1	164562.040638667	164562.040638667	725.979	725.979	67653638.220516134554.wav	0.0000	726.562	726.562	0.000	BS			Yes	
850	Spectrogram 1	1	164578.587321676	164578.587321676	266.904	266.904	67653638.220516134554.wav	0.0000	269.531	269.531	0.000	RS	GROWL		RS growl	
851	Spectrogram 1	1	164584.012960014	164584.012960014	277.580	277.580	67653638.220516134554.wav	0.0000	281.250	281.250	0.000	RS	GROWL		RS growl	
852	Spectrogram 1	1	164588.517255458	164589.230164899	146.667	306.667	67653638.220516134554.wav	0.7129	210.938	210.938	160.000	RS	GROWL		RS growl	
853	Spectrogram 1	1	164593.074095535	164594.047120583	173.333	320.000	67653638.220516134554.wav	0.9730	234.375	257.812	146.667	RS	GROWL		RS growl	
854	Spectrogram 1	1	164611.502022130	164611.502022130	758.007	758.007	67653638.220516134554.wav	0.0000	761.719	761.719	0.000	RS	YELP		RS yelp	
855	Spectrogram 1	1	164622.002099245	164622.002099245	854.093	854.093	67653638.220516134554.wav	0.0000	855.469	855.469	0.000	BS			Yes	
856	Spectrogram 1	1	164801.128050088	164801.128050088	1185.053	1185.053	67653638.220516135054.wav	0.0000	1183.594	1183.594	0.000	BS				
858	Spectrogram 1	1	165111.833083754	165111.833083754	1078.292	1078.292	67653638.220516135554.wav	0.0000	1078.125	1078.125	0.000	BS				
859	Spectrogram 1	1	165285.874066619	165285.874066619	629.893	629.893	67653638.220516135554.wav	0.0000	632.812	632.812	0.000	BS				
861	Spectrogram 1	1	171515.799616430	171515.799616430	768.683	768.683	67653638.220516154055.wav	0.0000	773.438	773.438	0.000	BS				
862	Spectrogram 1	1	171575.895933290	171575.895933290	1110.320	1110.320	67653638.220516154055.wav	0.0000	1113.281	1113.281	0.000	BS				
863	Spectrogram 1	1	171715.526370862	171715.526370862	1131.673	1131.673	67653638.220516154555.wav	0.0000	1136.719	1136.719	0.000	BS				
864	Spectrogram 1	1	171878.456819375	171878.456819375	1078.292	1078.292	67653638.220516154555.wav	0.0000	1078.125	1078.125	0.000	BS				
865	Spectrogram 1	1	172102.893672220	172102.893672220	1067.616	1067.616	67653638.220516155055.wav	0.0000	1066.406	1066.406	0.000	BS				
866	Spectrogram 1	1	172291.826067798	172291.826067798	1035.587	1035.587	67653638.220516155555.wav	0.0000	1031.250	1031.250	0.000	BS				
867	Spectrogram 1	1	174273.931510257	174273.931510257	194.595	194.595	67653638.220516162555.wav	0.0000	199.219	199.219	0.000	FISH	GRUNT		Fish grunt	
868	Spectrogram 1	1	174277.977753031	174277.977753031	277.580	277.580	67653638.220516162555.wav	0.0000	281.250	281.250	0.000	Unknown			Unknown	
870	Spectrogram 1	1	174370.854795495	174370.854795495	315.789	315.789	67653638.220516163055.wav	0.0000	316.406	316.406	0.000	RS	BARK		RS bark	
871	Spectrogram 1	1	174390.410762524	174390.410762524	1259.786	1259.786	67653638.220516163055.wav	0.0000	1265.625	1265.625	0.000	BS				
872	Spectrogram 1	1	174385.154152550	174385.154152550	697.368	697.368	67653638.220516163055.wav	0.0000	703.125	703.125	0.000	RS	YELP		RS yelp	
873	Spectrogram 1	1	174512.094066186	174512.306012236	700.000	1122.222	67653638.220516163055.wav	0.2119	808.594	773.438	422.222	RS	YELP			
874	Spectrogram 1	1	174513.818536321	174513.818536321	833.333	833.333	67653638.220516163055.wav	0.0000	832.031	832.031	0.000	RS	YELP		Yelp	
875	Spectrogram 1	1	174541.800662256	174541.800662256	725.979	725.979	67653638.220516163055.wav	0.0000	726.562	726.562	0.000	BS				
876	Spectrogram 1	1	174632.613409038	174632.613409038	1035.587	1035.587	67653638.220516163555.wav	0.0000	1031.250	1031.250	0.000	BS				
877	Spectrogram 1	1	174783.132760757	174783.132760757	501.779	501.779	67653638.220516163555.wav	0.0000	503.906	503.906	0.000	BS				
878	Spectrogram 1	1	174828.229979710	174828.229979710	704.626	704.626	67653638.220516163555.wav	0.0000	703.125	703.125	0.000	BS				
879	Spectrogram 1	1	174932.298115898	174932.298115898	1067.616	1067.616	67653638.220516164055.wav	0.0000	1066.406	1066.406	0.000	BS				
880	Spectrogram 1	1	175039.294094377	175039.294094377	576.512	576.512	67653638.220516164055.wav	0.0000	574.219	574.219	0.000	BS				
881	Spectrogram 1	1	175106.648266689	175106.648266689	918.149	918.149	67653638.220516164055.wav	0.0000	914.062	914.062	0.000	BS				
882	Spectrogram 1	1	175174.250298050	175174.250298050	608.541	608.541	67653638.220516164055.wav	0.0000	609.375	609.375	0.000	BS				
883	Spectrogram 1	1	175446.260272542	175446.260272542	939.502	939.502	67653638.220516164555.wav	0.0000	937.500	937.500	0.000	BS				
884	Spectrogram 1	1	175576.281294238	175576.281294238	747.331	747.331	67653638.220516165055.wav	0.0000	750.000	750.000	0.000	BS				
885	Spectrogram 1	1	175745.622694104	175745.622694104	950.178	950.178	67653638.220516165055.wav	0.0000	949.219	949.219	0.000	BS				
886	Spectrogram 1	1	176084.660170908	176084.660170908	1067.616	1067.616	67653638.220516165555.wav	0.0000	1066.406	1066.406	0.000	BS				
887	Spectrogram 1	1	176255.594674442	176255.594674442	747.331	747.331	67653638.220516170055.wav	0.0000	750.000	750.000	0.000	BS				
888	Spectrogram 1	1	176404.212646163	176404.212646163	854.093	854.093	67653638.220516170055.wav	0.0000	855.469	855.469	0.000	BS				
889	Spectrogram 1	1	176612.819231073	176612.819231073	1163.701	1163.701	67653638.220516170555.wav	0.0000	1160.156	1160.156	0.000	BS				
890	Spectrogram 1	1	176739.603258549	176739.603258549	725.979	725.979	67653638.220516171055.wav	0.0000	726.562	726.562	0.000	BS				
891	Spectrogram 1	1	176855.063932909	176855.063932909	843.416	843.416	67653638.220516171055.wav	0.0000	843.750	843.750	0.000	BS				
892	Spectrogram 1	1	176971.358375112	176971.358375112	1088.968	1088.968	67653638.220516171055.wav	0.0000	1089.844	1089.844	0.000	BS				
893	Spectrogram 1	1	177161.596599265	177161.596599265	736.655	736.655	67653638.220516171555.wav	0.0000	738.281	738.281	0.000	BS				
894	Spectrogram 1	1	177332.905052315	177332.905052315	661.922	661.922	67653638.220516172055.wav	0.0000	656.250	656.250	0.000	BS				
895	Spectrogram 1	1	177463.953406537	177463.953406537	1249.110	1249.110	67653638.220516172055.wav	0.0000	1253.906	1253.906	0.000	BS				
896	Spectrogram 1	1	177598.984046327	177598.984046327	758.007	758.007	67653638.220516172055.wav	0.0000	761.719	761.719	0.000	BS				
897	Spectrogram 1	1	177678.954263149	177678.954263149	832.740	832.740	67653638.220516172555.wav	0.0000	832.031	832.031	0.000	BS				
898	Spectrogram 1	1	177831.309325715	177831.309325715	1056.940	1056.940	67653638.220516172555.wav	0.0000	1054.688	1054.688	0.000	BS				
899	Spectrogram 1	1	177999.793309377	177999.793309377	1236.842	1236.842	67653638.220516173055.wav	0.0000	1242.188	1242.188	0.000	BS			Yes	
900	Spectrogram 1	1	178014.192503497	178014.192503497	672.598	672.598	67653638.220516173055.wav	0.0000	667.969	667.969	0.000	BS				
901	Spectrogram 1	1	178169.816076175	178169.816076175	1056.940	1056.940	67653638.220516173055.wav	0.0000	1054.688	1054.688	0.000	BS				
902	Spectrogram 1	1	178369.133818339	178369.133818339	1078.292	1078.292	67653638.220516173555.wav	0.0000	1078.125	1078.125	0.000	BS				
903	Spectrogram 1	1	178535.999302579	178535.999302579	1014.235	1014.235	67653638.220516174055.wav	0.0000	1019.531	1019.531	0.000	BS				
904	Spectrogram 1	1	178569.107539191	178569.107539191	747.331	747.331	67653638.220516174055.wav	0.0000	750.000	750.000	0.000	BS				
905	Spectrogram 1	1	178626.920650466	178626.920650466	1078.292	1078.292	67653638.220516174055.wav	0.0000	1078.125	1078.125	0.000	BS				
906	Spectrogram 1	1	178648.600456749	178648.600456749	565.836	565.836	67653638.220516174055.wav	0.0000	562.500	562.500	0.000	BS				
907	Spectrogram 1	1	178670.814502288	178670.814502288	1078.292	1078.292	67653638.220516174055.wav	0.0000	1078.125	1078.125	0.000	BS				
908	Spectrogram 1	1	178798.083713818	178798.083713818	683.274	683.274	67653638.220516174055.wav	0.0000	679.688	679.688	0.000	BS				
909	Spectrogram 1	1	178825.162020089	178825.162020089	1195.730	1195.730	67653638.220516174555.wav	0.0000	1195.312	1195.312	0.000	BS				
910	Spectrogram 1	1	178917.328777717	178917.328777717	1046.263	1046.263	67653638.220516174555.wav	0.0000	1042.969	1042.969	0.000	BS				
911	Spectrogram 1	1	179012.416356323	179012.416356323	736.655	736.655	67653638.220516174555.wav	0.0000	738.281	738.281	0.000	BS				
912	Spectrogram 1	1	179162.954978749	179162.954978749	768.683	768.683	67653638.220516175055.wav	0.0000	773.438	773.438	0.000	RS	YELP		RS yelp	
913	Spectrogram 1	1	179166.384651196	179166.384651196	309.609	309.609	67653638.220516175055.wav	0.0000	304.688	304.688	0.000	RS	BARK		RS bark	
914	Spectrogram 1	1	179189.824829414	179189.824829414	1142.349	1142.349	67653638.220516175055.wav	0.0000	1136.719	1136.719	0.000	BS				
915	Spectrogram 1	1	179325.468552781	179325.468552781	747.331	747.331	67653638.220516175055.wav	0.0000	750.000	750.000	0.000	BS				
916	Spectrogram 1	1	179346.750744091	179346.750744091	747.331	747.331	67653638.220516175055.wav	0.0000	750.000	750.000	0.000	BS				
917	Spectrogram 1	1	179372.877030765	179372.877030765	1078.292	1078.292	67653638.220516175055.wav	0.0000	1078.125	1078.125	0.000	BS				
918	Spectrogram 1	1	179386.392518848	179386.392518848	842.308	842.308	67653638.220516175055.wav	0.0000	843.750	843.750	0.000	RS	YELP		RS yelp	
919	Spectrogram 1	1	179394.934304498	179394.934304498	758.007	758.007	67653638.220516175055.wav	0.0000	761.719	761.719	0.000	RS	YELP		RS yelp	
920	Spectrogram 1	1	179525.146258938	179525.146258938	960.854	960.854	67653638.220516175555.wav	0.0000	960.938	960.938	0.000	BS				
921	Spectrogram 1	1	179687.122961774	179687.122961774	1227.758	1227.758	67653638.220516175555.wav	0.0000	1230.469	1230.469	0.000	BS				
922	Spectrogram 1	1	179798.265021195	179798.265021195	747.331	747.331	67653638.220516180055.wav	0.0000	750.000	750.000	0.000	BS				
923	Spectrogram 1	1	179959.339627157	179959.339627157	1067.616	1067.616	67653638.220516180055.wav	0.0000	1066.406	1066.406	0.000	BS				
924	Spectrogram 1	1	180085.303880570	180085.303880570	512.456	512.456	67653638.220516180555.wav	0.0000	515.625	515.625	0.000	BS				
925	Spectrogram 1	1	180142.491679203	180142.491679203	608.541	608.541	67653638.220516180555.wav	0.0000	609.375	609.375	0.000	BS				
926	Spectrogram 1	1	180189.095281435	180189.095281435	854.093	854.093	67653638.220516180555.wav	0.0000	855.469	855.469	0.000	BS				
927	Spectrogram 1	1	180331.629870381	180331.629870381	768.683	768.683	67653638.220516181055.wav	0.0000	773.438	773.438	0.000	BS				
928	Spectrogram 1	1	180512.255199815	180512.255199815	864.769	864.769	67653638.220516181055.wav	0.0000	867.188	867.188	0.000	BS				
929	Spectrogram 1	1	180624.094393555	180624.094393555	1014.235	1014.235	67653638.220516181555.wav	0.0000	1019.531	1019.531	0.000	BS				
930	Spectrogram 1	1	180739.196002447	180739.196002447	1035.587	1035.587	67653638.220516181555.wav	0.0000	1031.250	1031.250	0.000	BS				
931	Spectrogram 1	1	182641.439827043	182641.439827043	608.541	608.541	67653638.220516184555.wav	0.0000	609.375	609.375	0.000	BS				
932	Spectrogram 1	1	182698.319306442	182698.319306442	736.655	736.655	67653638.220516184555.wav	0.0000	738.281	738.281	0.000	BS				
933	Spectrogram 1	1	182807.919075184	182807.919075184	1035.587	1046.263	67653638.220516185055.wav	0.0000	1042.969	1042.969	10.676	BS				
934	Spectrogram 1	1	182809.153967676	182809.375547638	44.776	134.328	67653638.220516185055.wav	0.2216	82.031	105.469	89.552	RS	BARK			
935	Spectrogram 1	1	182810.367840508	182810.502715268	44.776	111.940	67653638.220516185055.wav	0.1349	70.312	82.031	67.164	RS	BARK			
936	Spectrogram 1	1	182821.649149111	182821.649149111	750.000	750.000	67653638.220516185055.wav	0.0000	750.000	750.000	0.000	RS	YELP			
937	Spectrogram 1	1	182832.835871417	182832.835871417	1281.139	1281.139	67653638.220516185055.wav	0.0000	1277.344	1277.344	0.000	RS	YELP		Yelp	
938	Spectrogram 1	1	182836.342611866	182836.342611866	1056.940	1056.940	67653638.220516185055.wav	0.0000	1054.688	1054.688	0.000	RS	YELP		Yelp	
939	Spectrogram 1	1	182837.700993368	182837.874403773	111.940	212.687	67653638.220516185055.wav	0.1734	164.062	164.062	100.747	RS	BARK			
940	Spectrogram 1	1	182841.679798763	182841.679798763	582.090	582.090	67653638.220516185055.wav	0.0000	585.938	585.938	0.000	RS	YELP		Yelp	
941	Spectrogram 1	1	182845.828505145	182846.050085106	192.771	409.639	67653638.220516185055.wav	0.2216	339.844	339.844	216.868	RS	YELP			
942	Spectrogram 1	1	182846.297070904	182846.297070904	330.961	330.961	67653638.220516185055.wav	0.0000	328.125	328.125	0.000	RS	BARK			
943	Spectrogram 1	1	182846.489749131	182846.489749131	245.552	245.552	67653638.220516185055.wav	0.0000	246.094	246.094	0.000	RS	BARK			
944	Spectrogram 1	1	182846.692061270	182846.692061270	1110.320	1110.320	67653638.220516185055.wav	0.0000	1113.281	1113.281	0.000	RS	YELP			
945	Spectrogram 1	1	182846.894373409	182846.894373409	362.989	362.989	67653638.220516185055.wav	0.0000	363.281	363.281	0.000	RS	BARK			
946	Spectrogram 1	1	182847.040630028	182847.186886648	64.721	132.530	67653638.220516185055.wav	0.1463	105.469	105.469	67.809	RS	BARK			
947	Spectrogram 1	1	182922.294617189	182922.294617189	256.228	256.228	67653638.220516185055.wav	0.0000	257.812	257.812	0.000	Unknown			Unknown	
948	Spectrogram 1	1	182933.710801531	182933.710801531	693.950	693.950	67653638.220516185055.wav	0.0000	691.406	691.406	0.000	BS				
949	Spectrogram 1	1	183029.196857658	183029.196857658	619.217	619.217	67653638.220516185555.wav	0.0000	621.094	621.094	0.000	BS			Yes	
950	Spectrogram 1	1	183140.323171407	183140.323171407	1046.263	1046.263	67653638.220516185555.wav	0.0000	1042.969	1042.969	0.000	BS				
951	Spectrogram 1	1	183289.035728095	183289.035728095	1206.406	1206.406	67653638.220516185555.wav	0.0000	1207.031	1207.031	0.000	BS				
952	Spectrogram 1	1	183438.487471757	183438.487471757	939.502	939.502	67653638.220516190055.wav	0.0000	937.500	937.500	0.000	BS				
953	Spectrogram 1	1	183608.273774719	183608.273774719	779.359	779.359	67653638.220516190055.wav	0.0000	785.156	785.156	0.000	BS				
954	Spectrogram 1	1	183802.362059117	183802.362059117	1088.968	1088.968	67653638.220516190555.wav	0.0000	1089.844	1089.844	0.000	BS				
955	Spectrogram 1	1	183982.636185296	183982.636185296	640.569	640.569	67653638.220516191055.wav	0.0000	644.531	644.531	0.000	BS				
956	Spectrogram 1	1	184046.869855046	184046.869855046	1046.263	1046.263	67653638.220516191055.wav	0.0000	1042.969	1042.969	0.000	BS				
957	Spectrogram 1	1	184166.520386890	184166.520386890	1665.480	1665.480	67653638.220516191055.wav	0.0000	1664.062	1664.062	0.000	BS				
958	Spectrogram 1	1	184306.539674022	184306.539674022	533.808	533.808	67653638.220516191555.wav	0.0000	539.062	539.062	0.000	BS				
959	Spectrogram 1	1	184383.321069471	184383.321069471	640.569	640.569	67653638.220516191555.wav	0.0000	644.531	644.531	0.000	BS				
960	Spectrogram 1	1	184473.249247676	184473.249247676	1035.587	1035.587	67653638.220516191555.wav	0.0000	1031.250	1031.250	0.000	BS				
961	Spectrogram 1	1	186587.563477284	186587.563477284	693.950	693.950	67653638.220516195055.wav	0.0000	691.406	691.406	0.000	BS				
962	Spectrogram 1	1	187887.165869877	187887.165869877	1067.616	1067.616	67653638.220516201555.wav	0.0000	1066.406	1066.406	0.000	BS				
963	Spectrogram 1	1	188243.691534753	188243.691534753	629.893	629.893	67653638.220516202055.wav	0.0000	632.812	632.812	0.000	BS				
964	Spectrogram 1	1	188402.652810452	188402.652810452	1024.911	1024.911	67653638.220516202055.wav	0.0000	1019.531	1019.531	0.000	BS				
965	Spectrogram 1	1	188561.091257122	188561.091257122	1035.587	1035.587	67653638.220516202555.wav	0.0000	1031.250	1031.250	0.000	BS				
966	Spectrogram 1	1	188773.634579359	188773.634579359	1035.587	1035.587	67653638.220516203055.wav	0.0000	1031.250	1031.250	0.000	BS				
967	Spectrogram 1	1	188967.630036225	188967.630036225	533.808	533.808	67653638.220516203055.wav	0.0000	539.062	539.062	0.000	BS				
968	Spectrogram 1	1	189024.408825475	189024.408825475	661.922	661.922	67653638.220516203555.wav	0.0000	656.250	656.250	0.000	BS				
969	Spectrogram 1	1	189098.236119460	189098.236119460	640.569	640.569	67653638.220516203555.wav	0.0000	644.531	644.531	0.000	BS				
970	Spectrogram 1	1	189132.396212508	189132.396212508	971.530	971.530	67653638.220516203555.wav	0.0000	972.656	972.656	0.000	RS	MAYBE YELP		RS yelp - or other unknown call	
971	Spectrogram 1	1	189309.540177383	189309.540177383	1035.587	1035.587	67653638.220516203555.wav	0.0000	1031.250	1031.250	0.000	BS				
972	Spectrogram 1	1	189502.585388605	189502.585388605	747.331	747.331	67653638.220516204055.wav	0.0000	750.000	750.000	0.000	BS				
973	Spectrogram 1	1	189542.316512977	189542.316512977	1206.406	1206.406	67653638.220516204055.wav	0.0000	1207.031	1207.031	0.000	BS				
974	Spectrogram 1	1	189571.896124622	189571.896124622	1046.263	1046.263	67653638.220516204055.wav	0.0000	1042.969	1042.969	0.000	BS				
975	Spectrogram 1	1	189745.439656082	189745.439656082	1046.263	1046.263	67653638.220516204555.wav	0.0000	1042.969	1042.969	0.000	BS				
976	Spectrogram 1	1	189988.721308359	189988.721308359	544.484	544.484	67653638.220516205055.wav	0.0000	539.062	539.062	0.000	BS				
977	Spectrogram 1	1	190088.986679185	190088.986679185	1035.587	1035.587	67653638.220516205055.wav	0.0000	1031.250	1031.250	0.000	BS				
978	Spectrogram 1	1	190252.637051065	190252.637051065	854.093	854.093	67653638.220516205555.wav	0.0000	855.469	855.469	0.000	BS				
979	Spectrogram 1	1	190277.080908882	190277.080908882	832.740	832.740	67653638.220516205555.wav	0.0000	832.031	832.031	0.000	BS				
980	Spectrogram 1	1	190381.997721270	190381.997721270	1014.235	1014.235	67653638.220516205555.wav	0.0000	1019.531	1019.531	0.000	BS				
981	Spectrogram 1	1	190524.521787999	190524.521787999	1056.940	1056.940	67653638.220516210055.wav	0.0000	1054.688	1054.688	0.000	BS				
982	Spectrogram 1	1	190687.190399498	190687.190399498	1078.292	1078.292	67653638.220516210055.wav	0.0000	1078.125	1078.125	0.000	BS				
983	Spectrogram 1	1	190831.394281046	190831.394281046	704.626	704.626	67653638.220516210555.wav	0.0000	703.125	703.125	0.000	BS				
984	Spectrogram 1	1	190907.154492688	190907.154492688	693.950	693.950	67653638.220516210555.wav	0.0000	691.406	691.406	0.000	BS				
985	Spectrogram 1	1	191073.941136478	191073.941136478	523.132	523.132	67653638.220516210555.wav	0.0000	527.344	527.344	0.000	BS				
986	Spectrogram 1	1	191118.460326699	191118.460326699	1590.747	1590.747	67653638.220516211055.wav	0.0000	1593.750	1593.750	0.000	BS				
987	Spectrogram 1	1	191189.415823096	191189.415823096	704.626	704.626	67653638.220516211055.wav	0.0000	703.125	703.125	0.000	BS				
988	Spectrogram 1	1	191277.896298303	191277.896298303	1088.968	1088.968	67653638.220516211055.wav	0.0000	1089.844	1089.844	0.000	BS				
989	Spectrogram 1	1	191644.632141521	191644.632141521	1024.911	1024.911	67653638.220516211555.wav	0.0000	1019.531	1019.531	0.000	BS				
990	Spectrogram 1	1	192026.864577988	192026.864577988	1056.940	1056.940	67653638.220516212555.wav	0.0000	1054.688	1054.688	0.000	BS				
991	Spectrogram 1	1	192314.679442792	192314.679442792	704.626	704.626	67653638.220516213055.wav	0.0000	703.125	703.125	0.000	BS				
992	Spectrogram 1	1	192398.554038536	192398.554038536	1067.616	1067.616	67653638.220516213055.wav	0.0000	1066.406	1066.406	0.000	BS				
993	Spectrogram 1	1	193254.058494485	193254.058494485	1067.616	1067.616	67653638.220516214555.wav	0.0000	1066.406	1066.406	0.000	BS				
994	Spectrogram 1	1	193611.221756277	193611.221756277	832.740	832.740	67653638.220516215055.wav	0.0000	832.031	832.031	0.000	BS				
995	Spectrogram 1	1	193696.880357599	193696.880357599	1056.940	1056.940	67653638.220516215055.wav	0.0000	1054.688	1054.688	0.000	BS				
996	Spectrogram 1	1	193969.067258698	193969.067258698	1003.559	1003.559	67653638.220516215555.wav	0.0000	1007.812	1007.812	0.000	BS				
997	Spectrogram 1	1	194185.001726974	194185.001726974	1238.434	1238.434	67653638.220516220055.wav	0.0000	1242.188	1242.188	0.000	BS				
998	Spectrogram 1	1	194236.735852705	194236.735852705	736.655	736.655	67653638.220516220055.wav	0.0000	738.281	738.281	0.000	BS				
999	Spectrogram 1	1	194311.334732314	194311.334732314	693.950	693.950	67653638.220516220055.wav	0.0000	691.406	691.406	0.000	BS				
1000	Spectrogram 1	1	194925.472055124	194925.472055124	1153.025	1153.025	67653638.220516221055.wav	0.0000	1148.438	1148.438	0.000	BS				
1002	Spectrogram 1	1	195301.255020185	195301.255020185	544.484	544.484	67653638.220516221555.wav	0.0000	539.062	539.062	0.000	BS				
1003	Spectrogram 1	1	195416.428445208	195416.428445208	1046.263	1046.263	67653638.220516222055.wav	0.0000	1042.969	1042.969	0.000	BS				
1004	Spectrogram 1	1	195948.791374191	195948.791374191	1441.281	1441.281	67653638.220516223055.wav	0.0000	1441.406	1441.406	0.000	BS				
1005	Spectrogram 1	1	197745.948497219	197745.948497219	704.626	704.626	67653638.220516230056.wav	0.0000	703.125	703.125	0.000	BS				
1006	Spectrogram 1	1	197871.502012339	197871.502012339	1377.224	1377.224	67653638.220516230056.wav	0.0000	1382.812	1382.812	0.000	BS				
1007	Spectrogram 1	1	198035.330168755	198035.330168755	1142.349	1142.349	67653638.220516230556.wav	0.0000	1136.719	1136.719	0.000	BS				
1008	Spectrogram 1	1	198186.451214258	198186.451214258	501.779	501.779	67653638.220516230556.wav	0.0000	503.906	503.906	0.000	BS				
1009	Spectrogram 1	1	198305.868784033	198305.868784033	1217.082	1217.082	67653638.220516230556.wav	0.0000	1218.750	1218.750	0.000	BS				
1010	Spectrogram 1	1	198491.670167655	198491.670167655	1056.940	1056.940	67653638.220516231056.wav	0.0000	1054.688	1054.688	0.000	BS				
1011	Spectrogram 1	1	198637.300753732	198637.300753732	747.331	747.331	67653638.220516231556.wav	0.0000	750.000	750.000	0.000	BS				
1012	Spectrogram 1	1	198795.444898856	198795.444898856	1185.053	1185.053	67653638.220516231556.wav	0.0000	1183.594	1183.594	0.000	BS				
1013	Spectrogram 1	1	199241.514275344	199241.514275344	1195.730	1195.730	67653638.220516232556.wav	0.0000	1195.312	1195.312	0.000	BS				
1014	Spectrogram 1	1	199395.711151980	199395.711151980	1088.968	1088.968	67653638.220516232556.wav	0.0000	1089.844	1089.844	0.000	BS				
1015	Spectrogram 1	1	199576.466091370	199576.466091370	1185.053	1185.053	67653638.220516233056.wav	0.0000	1183.594	1183.594	0.000	BS				
1016	Spectrogram 1	1	199757.826229953	199757.826229953	693.950	693.950	67653638.220516233056.wav	0.0000	691.406	691.406	0.000	BS				
1017	Spectrogram 1	1	199887.653697013	199887.653697013	1654.804	1654.804	67653638.220516233556.wav	0.0000	1652.344	1652.344	0.000	BS				
1018	Spectrogram 1	1	200030.902948622	200030.902948622	715.302	715.302	67653638.220516233556.wav	0.0000	714.844	714.844	0.000	BS				
1019	Spectrogram 1	1	200073.116998852	200073.116998852	1024.911	1024.911	67653638.220516233556.wav	0.0000	1019.531	1019.531	0.000	BS				
1020	Spectrogram 1	1	200178.936763331	200178.936763331	896.797	896.797	67653638.220516234056.wav	0.0000	902.344	902.344	0.000	BS				
