Selection	View	Channel	Begin Time (s)	End Time (s)	Delta Time (s)	File Offset (s)	Low Freq (Hz)	High Freq (Hz)	Begin File	Begin Path	Keep for detector? Y/X	Call type	AR comment	Species ID	No. Calls	Ship Noise	Ship Size	Comments	WH ID	WH Comment
424	Spectrogram 1	1	12505.67	12507.45575	1.786	25.67	583.5	1112.1	TEST__0__20171004_215601.wav	D:\Kitikmeot_2017_2018\TEST__0__20171004_215601.wav	X			RS	1					
425	Spectrogram 1	1	12513.639	12516.58255	2.944	33.639	82.4	562.9	TEST__0__20171004_215601.wav	D:\Kitikmeot_2017_2018\TEST__0__20171004_215601.wav	X		AH	RS	2			"very faint, maybe too faint"		
426	Spectrogram 1	1	12533.204	12535.20562	2.002	53.204	199.1	919.9	TEST__0__20171004_215601.wav	D:\Kitikmeot_2017_2018\TEST__0__20171004_215601.wav	X			RS	1					
427	Spectrogram 1	1	12603.707	12605.15915	1.452	3.707	254	837.5	TEST__0__20171004_220801.wav	D:\Kitikmeot_2017_2018\TEST__0__20171004_220801.wav	X			RS	1					
431	Spectrogram 1	1	12724.117	12726.05975	1.943	4.117	617.8	1167	TEST__0__20171004_222001.wav	D:\Kitikmeot_2017_2018\TEST__0__20171004_222001.wav	X			RS	1					
437	Spectrogram 1	1	12890.888	12892.713	1.825	50.888	617.8	1050.3	TEST__0__20171004_223201.wav	D:\Kitikmeot_2017_2018\TEST__0__20171004_223201.wav	X			RS	1					
439	Spectrogram 1	1	12873.61	12874.98366	1.374	33.61	686.5	1077.8	TEST__0__20171004_223201.wav	D:\Kitikmeot_2017_2018\TEST__0__20171004_223201.wav	X			RS	1					
442	Spectrogram 1	1	13014.455	13016.33887	1.884	54.455	590.4	1064.1	TEST__0__20171004_224401.wav	D:\Kitikmeot_2017_2018\TEST__0__20171004_224401.wav	X			RS	1					
446	Spectrogram 1	1	13097.936	13099.5059	1.57	17.936	96.1	549.2	TEST__0__20171004_225601.wav	D:\Kitikmeot_2017_2018\TEST__0__20171004_225601.wav	X			RS	1					
447	Spectrogram 1	1	13080.107	13081.32367	1.217	0.107	295.2	810.1	TEST__0__20171004_225601.wav	D:\Kitikmeot_2017_2018\TEST__0__20171004_225601.wav	X			RS	1					
450	Spectrogram 1	1	13280.135	13282.05812	1.923	80.135	494.3	1016	TEST__0__20171004_230801.wav	D:\Kitikmeot_2017_2018\TEST__0__20171004_230801.wav	X			RS	1					
452	Spectrogram 1	1	13219.174	13221.21487	2.041	19.174	638.4	1070.9	TEST__0__20171004_230801.wav	D:\Kitikmeot_2017_2018\TEST__0__20171004_230801.wav	X			RS	02-Jan					
453	Spectrogram 1	1	13355.728	13357.59225	1.864	35.728	508	968	TEST__0__20171004_232001.wav	D:\Kitikmeot_2017_2018\TEST__0__20171004_232001.wav	X			RS	1					
456	Spectrogram 1	1	13349.547	13352.58867	3.042	29.547	583.5	1146.5	TEST__0__20171004_232001.wav	D:\Kitikmeot_2017_2018\TEST__0__20171004_232001.wav	X			RS	2					
460	Spectrogram 1	1	13479.029	13480.91288	1.884	39.029	370.7	995.4	TEST__0__20171004_233201.wav	D:\Kitikmeot_2017_2018\TEST__0__20171004_233201.wav	X			RS	2					
461	Spectrogram 1	1	13440.554	13442.49674	1.943	0.554	288.3	720.8	TEST__0__20171004_233201.wav	D:\Kitikmeot_2017_2018\TEST__0__20171004_233201.wav	X			RS	1					
463	Spectrogram 1	1	13549.619	13551.22814	1.609	109.619	103	583.5	TEST__0__20171004_233201.wav	D:\Kitikmeot_2017_2018\TEST__0__20171004_233201.wav	X			RS	1					
470	Spectrogram 1	1	13595.671	13597.53525	1.864	35.671	61.8	494.3	TEST__0__20171004_235601.wav	D:\Kitikmeot_2017_2018\TEST__0__20171004_235601.wav	X			RS	1					
471	Spectrogram 1	1	13606.688	13608.53262	1.845	46.688	157.9	665.9	TEST__0__20171004_235601.wav	D:\Kitikmeot_2017_2018\TEST__0__20171004_235601.wav	X	woof	AH	RS	1			woof sound		
472	Spectrogram 1	1	13767.331	13770.17644	2.845	87.331	82.4	556.1	TEST__0__20171005_000801.wav	D:\Kitikmeot_2017_2018\TEST__0__20171005_000801.wav	X			RS	2					
478	Spectrogram 1	1	13833.117	13835.53071	2.414	33.117	116.7	611	TEST__0__20171005_003201.wav	D:\Kitikmeot_2017_2018\TEST__0__20171005_003201.wav	X			RS	1					
479	Spectrogram 1	1	13802.256	13803.3353	1.079	2.256	665.9	1132.7	TEST__0__20171005_003201.wav	D:\Kitikmeot_2017_2018\TEST__0__20171005_003201.wav	X			RS	1					
480	Spectrogram 1	1	13973.682	13975.70324	2.021	53.682	308.9	871.9	TEST__0__20171005_004401.wav	D:\Kitikmeot_2017_2018\TEST__0__20171005_004401.wav	X			RS	1					
481	Spectrogram 1	1	14000.145	14002.02887	1.884	80.145	247.1	885.6	TEST__0__20171005_004401.wav	D:\Kitikmeot_2017_2018\TEST__0__20171005_004401.wav	X			RS	1					
482	Spectrogram 1	1	13921.796	13923.58176	1.786	1.796	137.3	714	TEST__0__20171005_004401.wav	D:\Kitikmeot_2017_2018\TEST__0__20171005_004401.wav	X			RS	1					
488	Spectrogram 1	1	14088.59	14091.71016	3.12	48.59	254	830.7	TEST__0__20171005_010801.wav	D:\Kitikmeot_2017_2018\TEST__0__20171005_010801.wav	X			RS	series					
489	Spectrogram 1	1	14264.708	14266.18959	1.482	104.708	68.7	576.7	TEST__0__20171005_012001.wav	D:\Kitikmeot_2017_2018\TEST__0__20171005_012001.wav	X			RS	1					
492	Spectrogram 1	1	14388.932	14390.0898	1.158	108.932	75.5	569.8	TEST__0__20171005_013201.wav	D:\Kitikmeot_2017_2018\TEST__0__20171005_013201.wav	X			RS	1					
494	Spectrogram 1	1	14385.047	14387.79431	2.747	105.047	137.3	645.3	TEST__0__20171005_013201.wav	D:\Kitikmeot_2017_2018\TEST__0__20171005_013201.wav	X			RS						
499	Spectrogram 1	1	14426.902	14428.55038	1.648	26.902	638.4	1208.2	TEST__0__20171005_014401.wav	D:\Kitikmeot_2017_2018\TEST__0__20171005_014401.wav	X			RS	1					
506	Spectrogram 1	1	14590.71	14592.6135	1.904	70.71	394.7	1033.2	TEST__0__20171005_020801.wav	D:\Kitikmeot_2017_2018\TEST__0__20171005_020801.wav	X		AH	RS	1			very faint		
509	Spectrogram 1	1	14560.93	14562.46065	1.531	40.93	267.7	878.7	TEST__0__20171005_020801.wav	D:\Kitikmeot_2017_2018\TEST__0__20171005_020801.wav	X			RS	1					
510	Spectrogram 1	1	14600.704	14602.45051	1.747	80.704	679.6	1173.9	TEST__0__20171005_020801.wav	D:\Kitikmeot_2017_2018\TEST__0__20171005_020801.wav	X		AH	RS	1			faint		
517	Spectrogram 1	1	14713.262	14714.8319	1.57	73.262	597.3	1084.7	TEST__0__20171005_024401.wav	D:\Kitikmeot_2017_2018\TEST__0__20171005_024401.wav	X			RS	1					
518	Spectrogram 1	1	14672.426	14673.89778	1.472	32.426	665.9	1180.8	TEST__0__20171005_024401.wav	D:\Kitikmeot_2017_2018\TEST__0__20171005_024401.wav	X		AH	RS	1			very faint		
519	Spectrogram 1	1	14656.191	14657.66277	1.472	16.191	288.3	810.1	TEST__0__20171005_024401.wav	D:\Kitikmeot_2017_2018\TEST__0__20171005_024401.wav	X			RS	1					
520	Spectrogram 1	1	14687.59	14689.57199	1.982	47.59	247.1	823.8	TEST__0__20171005_024401.wav	D:\Kitikmeot_2017_2018\TEST__0__20171005_024401.wav	X			RS	02-Jan					
521	Spectrogram 1	1	14870.823	14872.96198	2.139	110.823	130.4	789.5	TEST__0__20171005_025601.wav	D:\Kitikmeot_2017_2018\TEST__0__20171005_025601.wav	X			RS	1					
522	Spectrogram 1	1	14760.408	14762.17413	1.766	0.408	439.4	1084.7	TEST__0__20171005_025601.wav	D:\Kitikmeot_2017_2018\TEST__0__20171005_025601.wav	X	bark	WH	RS	1					Obvious bark here
523	Spectrogram 1	1	14825.773	14829.38375	3.611	65.773	137.3	700.2	TEST__0__20171005_025601.wav	D:\Kitikmeot_2017_2018\TEST__0__20171005_025601.wav	X			RS	series					
528	Spectrogram 1	1	14891.001	14892.43353	1.433	11.001	82.4	734.6	TEST__0__20171005_030801.wav	D:\Kitikmeot_2017_2018\TEST__0__20171005_030801.wav	X			RS	1					
530	Spectrogram 1	1	15003.317	15005.02426	1.707	3.317	137.3	679.6	TEST__0__20171005_032001.wav	D:\Kitikmeot_2017_2018\TEST__0__20171005_032001.wav	X			RS	1					
532	Spectrogram 1	1	15127.078	15128.86376	1.786	7.078	638.4	1208.2	TEST__0__20171005_034401.wav	D:\Kitikmeot_2017_2018\TEST__0__20171005_034401.wav	X			RS	1					
535	Spectrogram 1	1	15314.546	15316.11589	1.57	74.546	75.5	535.5	TEST__0__20171005_035601.wav	D:\Kitikmeot_2017_2018\TEST__0__20171005_035601.wav	X			RS	1					
536	Spectrogram 1	1	15306.274	15307.31405	1.04	66.274	21.2	1296.9	TEST__0__20171005_035601.wav	D:\Kitikmeot_2017_2018\TEST__0__20171005_035601.wav	X			RS	1					
538	Spectrogram 1	1	15276.139	15278.21911	2.08	36.139	652.2	1146.5	TEST__0__20171005_035601.wav	D:\Kitikmeot_2017_2018\TEST__0__20171005_035601.wav	X			RS	2					
544	Spectrogram 1	1	15459.845	15461.55226	1.707	99.845	23.3	769.4	TEST__0__20171005_042001.wav	D:\Kitikmeot_2017_2018\TEST__0__20171005_042001.wav	X	grunt		RS	2			faint grunts?		
546	Spectrogram 1	1	15440.1	15441.4482	1.348	80.1	82.2	757.2	TEST__0__20171005_042001.wav	D:\Kitikmeot_2017_2018\TEST__0__20171005_042001.wav	X			RS	1					
549	Spectrogram 1	1	15529.028	15530.55865	1.531	49.028	233.2	847.1	TEST__0__20171005_043201.wav	D:\Kitikmeot_2017_2018\TEST__0__20171005_043201.wav	X			RS	1					
551	Spectrogram 1	1	15631.387	15633.09426	1.707	31.387	233.2	963.7	TEST__0__20171005_044401.wav	D:\Kitikmeot_2017_2018\TEST__0__20171005_044401.wav	X			RS	1					
552	Spectrogram 1	1	15657.894	15659.86618	1.972	57.894	58.3	567.4	TEST__0__20171005_044401.wav	D:\Kitikmeot_2017_2018\TEST__0__20171005_044401.wav	X			RS	1					
554	Spectrogram 1	1	15831.946	15833.37853	1.433	111.946	357.5	839.4	TEST__0__20171005_050801.wav	D:\Kitikmeot_2017_2018\TEST__0__20171005_050801.wav	X			RS	1					
555	Spectrogram 1	1	15735.635	15737.09198	1.457	15.635	374.9	977.4	TEST__0__20171005_050801.wav	D:\Kitikmeot_2017_2018\TEST__0__20171005_050801.wav	X			RS						
556	Spectrogram 1	1	15752.746	15754.38643	1.64	32.746	116.6	875.1	TEST__0__20171005_050801.wav	D:\Kitikmeot_2017_2018\TEST__0__20171005_050801.wav	X			RS						
558	Spectrogram 1	1	15933.845	15935.35603	1.511	93.845	575.1	1158	TEST__0__20171005_052001.wav	D:\Kitikmeot_2017_2018\TEST__0__20171005_052001.wav	X			RS	1					
561	Spectrogram 1	1	16043.728	16045.74924	2.021	83.728	38.9	1018.1	TEST__0__20171005_053201.wav	D:\Kitikmeot_2017_2018\TEST__0__20171005_053201.wav	X	grunt		RS	04-Mar			faint grunts		
562	Spectrogram 1	1	16109.386	16111.15213	1.766	29.386	513	1158	TEST__0__20171005_054401.wav	D:\Kitikmeot_2017_2018\TEST__0__20171005_054401.wav	X			RS	1					
564	Spectrogram 1	1	16258.476	16259.71229	1.236	58.476	202.1	823.8	TEST__0__20171005_062001.wav	D:\Kitikmeot_2017_2018\TEST__0__20171005_062001.wav	X			RS				or non biological?	RS	
566	Spectrogram 1	1	16207.232	16208.7234	1.491	7.232	272	769.4	TEST__0__20171005_062001.wav	D:\Kitikmeot_2017_2018\TEST__0__20171005_062001.wav	X			RS	1					
567	Spectrogram 1	1	16411.232	16412.66453	1.433	91.232	38.9	878.2	TEST__0__20171005_063201.wav	D:\Kitikmeot_2017_2018\TEST__0__20171005_063201.wav	X			RS						
576	Spectrogram 1	1	16450.57	16452.90522	2.335	10.57	295.3	831.6	TEST__0__20171005_070801.wav	D:\Kitikmeot_2017_2018\TEST__0__20171005_070801.wav	X			RS	2					
577	Spectrogram 1	1	16462.783	16464.56876	1.786	22.783	194.3	753.9	TEST__0__20171005_070801.wav	D:\Kitikmeot_2017_2018\TEST__0__20171005_070801.wav	X			RS						
578	Spectrogram 1	1	16509.569	16511.15851	1.59	69.569	544	1158	TEST__0__20171005_070801.wav	D:\Kitikmeot_2017_2018\TEST__0__20171005_070801.wav	X			RS						
582	Spectrogram 1	1	16647.498	16648.28893	0.791	87.498	709.2	1016.7	TEST__0__20171005_072001.wav	D:\Kitikmeot_2017_2018\TEST__0__20171005_072001.wav	X			RS						
584	Spectrogram 1	1	16759.365	16760.77791	1.413	79.365	582.9	1150.3	TEST__0__20171005_073201.wav	D:\Kitikmeot_2017_2018\TEST__0__20171005_073201.wav	X			RS				or water?	RS	
585	Spectrogram 1	1	16886.572	16887.82791	1.256	86.572	163.2	746.1	TEST__0__20171005_074401.wav	D:\Kitikmeot_2017_2018\TEST__0__20171005_074401.wav	X			RS	1					
587	Spectrogram 1	1	16807.402	16809.03076	1.629	7.402	606.2	1228	TEST__0__20171005_074401.wav	D:\Kitikmeot_2017_2018\TEST__0__20171005_074401.wav	X			RS						
588	Spectrogram 1	1	16949.233	16950.97951	1.747	29.233	132.1	660.6	TEST__0__20171005_075601.wav	D:\Kitikmeot_2017_2018\TEST__0__20171005_075601.wav	X			RS				or non biological?	RS	
589	Spectrogram 1	1	17105.644	17107.25314	1.609	65.644	132.1	629.5	TEST__0__20171005_080801.wav	D:\Kitikmeot_2017_2018\TEST__0__20171005_080801.wav	X			RS						
590	Spectrogram 1	1	17250.063	17251.86838	1.805	90.063	163.2	777.2	TEST__0__20171005_082001.wav	D:\Kitikmeot_2017_2018\TEST__0__20171005_082001.wav	X			RS	1					
591	Spectrogram 1	1	17168.031	17169.26729	1.236	8.031	163.2	994.8	TEST__0__20171005_082001.wav	D:\Kitikmeot_2017_2018\TEST__0__20171005_082001.wav	X			RS						
593	Spectrogram 1	1	17203.449	17205.33288	1.884	43.449	108.8	699.5	TEST__0__20171005_082001.wav	D:\Kitikmeot_2017_2018\TEST__0__20171005_082001.wav	X			RS						
594	Spectrogram 1	1	17293.961	17295.82525	1.864	13.961	567.4	1134.7	TEST__0__20171005_083201.wav	D:\Kitikmeot_2017_2018\TEST__0__20171005_083201.wav	X			RS						
598	Spectrogram 1	1	17470.588	17472.15789	1.57	70.588	171	761.7	TEST__0__20171005_090801.wav	D:\Kitikmeot_2017_2018\TEST__0__20171005_090801.wav	X			RS	1					
604	Spectrogram 1	1	17608.187	17609.79614	1.609	88.187	380.8	1002.6	TEST__0__20171005_094401.wav	D:\Kitikmeot_2017_2018\TEST__0__20171005_094401.wav	X			RS	1					
605	Spectrogram 1	1	17628.163	17629.68493	1.522	108.163	144.1	785	TEST__0__20171005_094401.wav	D:\Kitikmeot_2017_2018\TEST__0__20171005_094401.wav	X		WH	RS						Probably RS. It's a strange call.
610	Spectrogram 1	1	17686.682	17688.27152	1.59	46.682	233.2	956	TEST__0__20171005_100801.wav	D:\Kitikmeot_2017_2018\TEST__0__20171005_100801.wav	X			RS	1					
611	Spectrogram 1	1	17799.313	17801.138	1.825	39.313	89.4	827.7	TEST__0__20171005_102001.wav	D:\Kitikmeot_2017_2018\TEST__0__20171005_102001.wav	X			RS						
614	Spectrogram 1	1	17913.678	17915.89547	2.217	33.678	46.6	1064.8	TEST__0__20171005_110801.wav	D:\Kitikmeot_2017_2018\TEST__0__20171005_110801.wav	X			RS						
615	Spectrogram 1	1	17961.383	17962.44268	1.06	81.383	0	1523.1	TEST__0__20171005_110801.wav	D:\Kitikmeot_2017_2018\TEST__0__20171005_110801.wav	X	yelp	WH	RS				biological?	RS	There's a yelp in there
617	Spectrogram 1	1	18031.673	18033.34102	1.668	31.673	11.7	532.4	TEST__0__20171005_113201.wav	D:\Kitikmeot_2017_2018\TEST__0__20171005_113201.wav	X			RS	1					
619	Spectrogram 1	1	18189.977	18191.72351	1.747	69.977	629.5	1189.1	TEST__0__20171005_115601.wav	D:\Kitikmeot_2017_2018\TEST__0__20171005_115601.wav	X			RS	1					
620	Spectrogram 1	1	18155.458	18157.16526	1.707	35.458	209.8	691.7	TEST__0__20171005_115601.wav	D:\Kitikmeot_2017_2018\TEST__0__20171005_115601.wav	X			RS						
625	Spectrogram 1	1	18270.968	18272.0473	1.079	30.968	27.8	1049.2	TEST__0__20171005_124401.wav	D:\Kitikmeot_2017_2018\TEST__0__20171005_124401.wav	X			RS	2					
626	Spectrogram 1	1	18412.122	18413.03782	0.916	52.122	148.5	934	TEST__0__20171005_130801.wav	D:\Kitikmeot_2017_2018\TEST__0__20171005_130801.wav	X			RS	1					
630	Spectrogram 1	1	18497.573	18499.04477	1.472	17.573	668.4	1165.8	TEST__0__20171005_134401.wav	D:\Kitikmeot_2017_2018\TEST__0__20171005_134401.wav	X		AH	RS	1			very faint		
633	Spectrogram 1	1	18613.971	18615.67827	1.707	13.971	687.8	1037.6	TEST__0__20171005_135601.wav	D:\Kitikmeot_2017_2018\TEST__0__20171005_135601.wav	X			RS	1					
635	Spectrogram 1	1	18825.355	18826.90912	1.554	105.355	108.9	645.3	TEST__0__20171005_153201.wav	D:\Kitikmeot_2017_2018\TEST__0__20171005_153201.wav	X	yelp	WH	RS				?	RS	I hear a yelp
637	Spectrogram 1	1	18915.518	18917.086	1.568	75.518	393.4	780.7	TEST__0__20171005_154401.wav	D:\Kitikmeot_2017_2018\TEST__0__20171005_154401.wav	X			RS	1					
638	Spectrogram 1	1	19005.331	19007.3014	1.97	45.331	75.4	662	TEST__0__20171005_155601.wav	D:\Kitikmeot_2017_2018\TEST__0__20171005_155601.wav	X			RS	1					
640	Spectrogram 1	1	19133.878	19136.4867	2.609	53.878	636.9	1164.8	TEST__0__20171005_160801.wav	D:\Kitikmeot_2017_2018\TEST__0__20171005_160801.wav	X			RS	1					
647	Spectrogram 1	1	19232.099	19233.90289	1.804	32.099	578.2	1131.3	TEST__0__20171005_162001.wav	D:\Kitikmeot_2017_2018\TEST__0__20171005_162001.wav	X			RS	1					
649	Spectrogram 1	1	19329.309	19330.80762	1.499	9.309	46.1	574	TEST__0__20171005_163201.wav	D:\Kitikmeot_2017_2018\TEST__0__20171005_163201.wav	X			RS						
650	Spectrogram 1	1	19323.087	19324.66887	1.582	3.087	29.7	913.4	TEST__0__20171005_163201.wav	D:\Kitikmeot_2017_2018\TEST__0__20171005_163201.wav	X			RS	2					
653	Spectrogram 1	1	19522.76	19524.91079	2.151	82.76	33.5	821.2	TEST__0__20171005_164401.wav	D:\Kitikmeot_2017_2018\TEST__0__20171005_164401.wav	X			RS	1					
655	Spectrogram 1	1	19626.784	19628.50463	1.721	66.784	703.9	1122.9	TEST__0__20171005_165601.wav	D:\Kitikmeot_2017_2018\TEST__0__20171005_165601.wav	X			RS	1					
656	Spectrogram 1	1	19641.206	19642.98213	1.776	81.206	192.7	636.9	TEST__0__20171005_165601.wav	D:\Kitikmeot_2017_2018\TEST__0__20171005_165601.wav	X			RS	1					
657	Spectrogram 1	1	19584.058	19586.33367	2.276	24.058	40.6	1391.1	TEST__0__20171005_165601.wav	D:\Kitikmeot_2017_2018\TEST__0__20171005_165601.wav	X			RS				series of 3-4 barks?		
659	Spectrogram 1	1	19719.83	19721.46737	1.637	39.83	58.7	737.4	TEST__0__20171005_170801.wav	D:\Kitikmeot_2017_2018\TEST__0__20171005_170801.wav	X			RS	1					
660	Spectrogram 1	1	19711.863	19713.66688	1.804	31.863	217.9	787.7	TEST__0__20171005_170801.wav	D:\Kitikmeot_2017_2018\TEST__0__20171005_170801.wav	X			RS	2					
662	Spectrogram 1	1	19801.228	19803.03188	1.804	1.228	268.2	829.6	TEST__0__20171005_172001.wav	D:\Kitikmeot_2017_2018\TEST__0__20171005_172001.wav	X			RS	1					
664	Spectrogram 1	1	20026.716	20028.7974	2.081	106.716	310.1	888.3	TEST__0__20171005_174401.wav	D:\Kitikmeot_2017_2018\TEST__0__20171005_174401.wav	X			RS	1				RS	
665	Spectrogram 1	1	19929.727	19931.66965	1.943	9.727	58.7	536.3	TEST__0__20171005_174401.wav	D:\Kitikmeot_2017_2018\TEST__0__20171005_174401.wav	X			RS	2					
666	Spectrogram 1	1	20097.737	20099.95717	2.22	57.737	67	712.3	TEST__0__20171005_182001.wav	D:\Kitikmeot_2017_2018\TEST__0__20171005_182001.wav	X			RS	03-Feb					
669	Spectrogram 1	1	20228.849	20230.10491	1.256	68.849	705.9	1025.2	TEST__0__20171005_183201.wav	D:\Kitikmeot_2017_2018\TEST__0__20171005_183201.wav	X			RS						
677	Spectrogram 1	1	20379.831	20381.38511	1.554	99.831	251.4	812.8	TEST__0__20171005_185601.wav	D:\Kitikmeot_2017_2018\TEST__0__20171005_185601.wav	X			RS	1					
678	Spectrogram 1	1	20321.257	20323.22739	1.97	41.257	293.3	1022.3	TEST__0__20171005_185601.wav	D:\Kitikmeot_2017_2018\TEST__0__20171005_185601.wav	X			RS	1					
685	Spectrogram 1	1	20433.802	20436.0291	2.227	33.802	58.3	779.3	TEST__0__20171005_190801.wav	D:\Kitikmeot_2017_2018\TEST__0__20171005_190801.wav	X			RS						
686	Spectrogram 1	1	20542.934	20544.93215	1.998	22.934	519.6	1215.1	TEST__0__20171005_192001.wav	D:\Kitikmeot_2017_2018\TEST__0__20171005_192001.wav	X			RS	1					
687	Spectrogram 1	1	20625.567	20628.60585	3.039	105.567	180.6	658.1	TEST__0__20171005_192001.wav	D:\Kitikmeot_2017_2018\TEST__0__20171005_192001.wav	X			RS						
688	Spectrogram 1	1	20613.956	20614.89957	0.944	93.956	645.2	1000	TEST__0__20171005_192001.wav	D:\Kitikmeot_2017_2018\TEST__0__20171005_192001.wav	X			RS	1					
691	Spectrogram 1	1	20706.09	20707.57473	1.485	66.09	206.5	851.6	TEST__0__20171005_193201.wav	D:\Kitikmeot_2017_2018\TEST__0__20171005_193201.wav	X			RS	1					
695	Spectrogram 1	1	20792.002	20793.18147	1.179	32.002	174.2	709.7	TEST__0__20171005_194401.wav	D:\Kitikmeot_2017_2018\TEST__0__20171005_194401.wav	X			RS	1					
697	Spectrogram 1	1	20804.665	20805.26167	0.597	44.665	819.4	1032.3	TEST__0__20171005_194401.wav	D:\Kitikmeot_2017_2018\TEST__0__20171005_194401.wav	X			RS	1					
698	Spectrogram 1	1	20819.566	20820.50957	0.944	59.566	664.5	1025.8	TEST__0__20171005_194401.wav	D:\Kitikmeot_2017_2018\TEST__0__20171005_194401.wav	X			RS	1					
701	Spectrogram 1	1	20893.221	20895.16364	1.943	13.221	296.8	600	TEST__0__20171005_200801.wav	D:\Kitikmeot_2017_2018\TEST__0__20171005_200801.wav	X			RS	2					
702	Spectrogram 1	1	20909.947	20911.15422	1.207	29.947	187.1	638.7	TEST__0__20171005_200801.wav	D:\Kitikmeot_2017_2018\TEST__0__20171005_200801.wav	X			RS	1					
703	Spectrogram 1	1	20937.074	20938.15634	1.082	57.074	645.2	1000	TEST__0__20171005_200801.wav	D:\Kitikmeot_2017_2018\TEST__0__20171005_200801.wav	X			RS	1					
705	Spectrogram 1	1	21116.489	21117.90436	1.415	116.489	258.1	625.8	TEST__0__20171005_202001.wav	D:\Kitikmeot_2017_2018\TEST__0__20171005_202001.wav	X			RS	1					
706	Spectrogram 1	1	21013.191	21013.91256	0.722	13.191	296.8	716.1	TEST__0__20171005_202001.wav	D:\Kitikmeot_2017_2018\TEST__0__20171005_202001.wav	X			RS	1					
707	Spectrogram 1	1	21047.284	21048.78261	1.499	47.284	683.9	1058.1	TEST__0__20171005_202001.wav	D:\Kitikmeot_2017_2018\TEST__0__20171005_202001.wav	X			RS	1					
709	Spectrogram 1	1	21100.521	21102.65791	2.137	100.521	283.9	645.2	TEST__0__20171005_202001.wav	D:\Kitikmeot_2017_2018\TEST__0__20171005_202001.wav	X			RS	1					
711	Spectrogram 1	1	21219.771	21220.43705	0.666	99.771	432.3	793.5	TEST__0__20171005_203201.wav	D:\Kitikmeot_2017_2018\TEST__0__20171005_203201.wav	X			RS	1					
713	Spectrogram 1	1	21233.405	21234.45958	1.055	113.405	651.6	1038.7	TEST__0__20171005_203201.wav	D:\Kitikmeot_2017_2018\TEST__0__20171005_203201.wav	X			RS	1					
716	Spectrogram 1	1	21245.781	21247.29349	1.512	5.781	703.2	1012.9	TEST__0__20171005_204401.wav	D:\Kitikmeot_2017_2018\TEST__0__20171005_204401.wav	X			RS	2					
717	Spectrogram 1	1	21349.439	21350.45195	1.013	109.439	548.4	825.8	TEST__0__20171005_204401.wav	D:\Kitikmeot_2017_2018\TEST__0__20171005_204401.wav	X			RS	1					
721	Spectrogram 1	1	21310.027	21310.79018	0.763	70.027	903.2	1380.6	TEST__0__20171005_204401.wav	D:\Kitikmeot_2017_2018\TEST__0__20171005_204401.wav	X			RS	1					
722	Spectrogram 1	1	21390.673	21391.6582	0.985	30.673	664.5	1225.8	TEST__0__20171005_205601.wav	D:\Kitikmeot_2017_2018\TEST__0__20171005_205601.wav	X			RS	1					
728	Spectrogram 1	1	21404.529	21405.44482	0.916	44.529	677.4	1000	TEST__0__20171005_205601.wav	D:\Kitikmeot_2017_2018\TEST__0__20171005_205601.wav	X			RS	1					
729	Spectrogram 1	1	21580.397	21582.45065	2.054	100.397	187.1	483.9	TEST__0__20171005_210801.wav	D:\Kitikmeot_2017_2018\TEST__0__20171005_210801.wav	X			RS	1					
730	Spectrogram 1	1	21591.722	21592.42968	0.708	111.722	45.2	671	TEST__0__20171005_210801.wav	D:\Kitikmeot_2017_2018\TEST__0__20171005_210801.wav	X			RS	1					
731	Spectrogram 1	1	21482.858	21483.30204	0.444	2.858	45.2	638.7	TEST__0__20171005_210801.wav	D:\Kitikmeot_2017_2018\TEST__0__20171005_210801.wav	X	bark	AH	RS	1			bark		
738	Spectrogram 1	1	21665.26	21667.20264	1.943	65.26	154.8	477.4	TEST__0__20171005_213201.wav	D:\Kitikmeot_2017_2018\TEST__0__20171005_213201.wav	X			RS	1					
739	Spectrogram 1	1	21602.04	21602.98358	0.944	2.04	393.5	845.2	TEST__0__20171005_213201.wav	D:\Kitikmeot_2017_2018\TEST__0__20171005_213201.wav	X			RS	1					
740	Spectrogram 1	1	21751.783	21753.0041	1.221	31.783	529	800	TEST__0__20171005_214401.wav	D:\Kitikmeot_2017_2018\TEST__0__20171005_214401.wav	X			RS	1					
746	Spectrogram 1	1	21875.493	21876.11742	0.624	35.493	754.8	980.6	TEST__0__20171005_215601.wav	D:\Kitikmeot_2017_2018\TEST__0__20171005_215601.wav	X			RS	1					
