Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Begin File	Begin Hour	Begin Date	Species	Call type	Comments	Quantity	WH	KZ Done?
435	Spectrogram 1	1	16494.830960000	16494.830960000	888.100	888.100	67145740.220517223838.wav	4		RS	YELP				Y
436	Spectrogram 1	1	16495.023640000	16495.023640000	368.200	368.200	67145740.220517223838.wav	4		RS	BARK				Y
437	Spectrogram 1	1	16497.942710000	16497.942710000	1299.600	1299.600	67145740.220517223838.wav	4		RS	YELP				Y
438	Spectrogram 1	1	16499.268690000	16499.268690000	487.400	487.400	67145740.220517223838.wav	4		RS	BARK				Y
439	Spectrogram 1	1	16499.634780000	16499.634780000	379.100	379.100	67145740.220517223838.wav	4		RS	BARK				Y
440	Spectrogram 1	1	16499.788920000	16499.788920000	974.700	974.700	67145740.220517223838.wav	4		RS	YELP				Y
441	Spectrogram 1	1	16500.135740000	16500.135740000	357.400	357.400	67145740.220517223838.wav	4		RS	BARK				Y
442	Spectrogram 1	1	16500.359940000	16500.359940000	909.700	909.700	67145740.220517223838.wav	4		RS	YELP				Y
443	Spectrogram 1	1	16500.832000000	16500.832000000	1083.000	1083.000	67145740.220517223838.wav	4		RS	YELP				Y
444	Spectrogram 1	1	16500.620050000	16500.620050000	389.900	389.900	67145740.220517223838.wav	4		RS	BARK				Y
445	Spectrogram 1	1	16501.000170000	16501.000170000	379.100	379.100	67145740.220517223838.wav	4		RS	BARK				Y
446	Spectrogram 1	1	16512.733820000	16512.733820000	224.409	224.409	67145740.220517224338.wav	4		RS	GROWL			RS growl - faint	Y
451	Spectrogram 1	1	16938.239610000	16938.490090000	790.600	1256.300	67145740.220517224838.wav	4		RS	YELP				Y
455	Spectrogram 1	1	17018.498840000	17018.498840000	1018.100	1018.100	67145740.220517224838.wav	4		RS	YELP				Y
456	Spectrogram 1	1	17019.019070000	17019.019070000	368.200	368.200	67145740.220517224838.wav	4		RS	BARK				Y
457	Spectrogram 1	1	17024.809070000	17025.040280000	747.300	1083.000	67145740.220517224838.wav	4		RS	YELP				Y
458	Spectrogram 1	1	17025.387100000	17025.387100000	476.500	476.500	67145740.220517224838.wav	4		RS	BARK				Y
459	Spectrogram 1	1	17025.945870000	17025.945870000	433.200	433.200	67145740.220517224838.wav	4		RS	BARK				Y
460	Spectrogram 1	1	17026.251530000	17026.251530000	1115.500	1115.500	67145740.220517224838.wav	4		RS	YELP				Y
461	Spectrogram 1	1	17026.656150000	17026.656150000	1028.900	1028.900	67145740.220517224838.wav	4		RS	YELP				Y
462	Spectrogram 1	1	17027.224550000	17027.224550000	790.600	790.600	67145740.220517224838.wav	4		RS	BARK				Y
463	Spectrogram 1	1	17030.442280000	17030.442280000	790.600	790.600	67145740.220517224838.wav	4		RS	BARK				Y
464	Spectrogram 1	1	17031.607980000	17031.607980000	898.900	898.900	67145740.220517224838.wav	4		RS	YELP				Y
465	Spectrogram 1	1	17031.887360000	17031.887360000	519.900	519.900	67145740.220517224838.wav	4		RS	BARK				Y
466	Spectrogram 1	1	17032.157110000	17032.157110000	909.700	909.700	67145740.220517224838.wav	4		RS	YELP				Y
467	Spectrogram 1	1	17032.330520000	17032.330520000	606.500	606.500	67145740.220517224838.wav	4		RS	BARK				Y
468	Spectrogram 1	1	17032.532840000	17032.532840000	1104.700	1104.700	67145740.220517224838.wav	4		RS	YELP				Y
469	Spectrogram 1	1	17032.696610000	17032.696610000	639.000	639.000	67145740.220517224838.wav	4		RS	BARK				Y
470	Spectrogram 1	1	17033.062700000	17033.062700000	790.600	790.600	67145740.220517224838.wav	4		RS	BARK				Y
471	Spectrogram 1	1	17033.862320000	17033.862320000	552.300	552.300	67145740.220517224838.wav	4		RS	BARK				Y
472	Spectrogram 1	1	17034.315110000	17034.315110000	606.500	606.500	67145740.220517224838.wav	4		RS	BARK				Y
473	Spectrogram 1	1	17034.790680000	17034.790680000	292.400	292.400	67145740.220517224838.wav	4		RS	GROWL				Y
474	Spectrogram 1	1	17035.098960000	17035.098960000	249.100	249.100	67145740.220517224838.wav	4		RS	GROWL				Y
475	Spectrogram 1	1	17036.177960000	17036.177960000	227.400	227.400	67145740.220517224838.wav	4		RS	GROWL				Y
476	Spectrogram 1	1	17037.786820000	17037.786820000	487.400	487.400	67145740.220517224838.wav	4		RS	BARK				Y
478	Spectrogram 1	1	17083.833410000	17083.833410000	173.300	173.300	67145740.220517224838.wav	4		RS	GROWL				Y
479	Spectrogram 1	1	17086.791030000	17086.791030000	140.800	140.800	67145740.220517224838.wav	4		RS	GROWL				Y
481	Spectrogram 1	1	17132.753540000	17132.753540000	194.900	194.900	67145740.220517225338.wav	4		RS	GROWL				Y
482	Spectrogram 1	1	17134.911530000	17134.911530000	238.300	238.300	67145740.220517225338.wav	4		RS	GROWL				Y
483	Spectrogram 1	1	17159.490270000	17159.490270000	259.900	259.900	67145740.220517225338.wav	4		RS	GROWL				Y
484	Spectrogram 1	1	17236.262470000	17236.267290000	188.976	189.537	67145740.220517225338.wav	4		RS	GROWL			"RS growl, bark at end"	Y
486	Spectrogram 1	1	17297.728130000	17297.728130000	1169.700	1169.700	67145740.220517225338.wav	4		RS	YELP				Y
487	Spectrogram 1	1	17299.356260000	17299.356260000	1137.200	1137.200	67145740.220517225338.wav	4		RS	YELP				Y
489	Spectrogram 1	1	17414.357140000	17414.357140000	714.800	714.800	67145740.220517225838.wav	4		RS	YELP				Y
490	Spectrogram 1	1	17414.492020000	17416.621110000	50.279	368.200	67145740.220517225838.wav	4		RS	BARK		6	RS bark	Y
500	Spectrogram 1	1	17811.831300000	17811.831300000	509.000	509.000	67145740.220517230338.wav	4		RS	YELP				Y
511	Spectrogram 1	1	17966.676290000	17966.676290000	259.900	259.900	67145740.220517230338.wav	4		RS	GROWL				Y
512	Spectrogram 1	1	17969.759140000	17969.759140000	184.100	184.100	67145740.220517230338.wav	4		RS	GROWL				Y
515	Spectrogram 1	1	18054.400920000	18054.400920000	1532.143	1532.143	67145740.220517230838.wav	5		RS	YELP				Y
516	Spectrogram 1	1	18056.260270000	18056.260270000	1575.000	1575.000	67145740.220517230838.wav	5		RS	YELP				Y
520	Spectrogram 1	1	18253.035550000	18257.014360000	707.143	1253.571	67145740.220517230838.wav	5		RS	YELP		3		Y
521	Spectrogram 1	1	18269.759140000	18275.915210000	664.286	1392.857	67145740.220517230838.wav	5		RS	YELP		3		Y
522	Spectrogram 1	1	18334.218770000	18334.218770000	192.857	192.857	67145740.220517231338.wav	5		RS	GROWL				Y
523	Spectrogram 1	1	18361.069330000	18361.069330000	160.714	160.714	67145740.220517231338.wav	5		RS	GROWL				Y
526	Spectrogram 1	1	18538.581180000	18538.581180000	1157.143	1157.143	67145740.220517231338.wav	5		RS	YELP				Y
531	Spectrogram 1	1	18809.778410000	18813.005770000	956.989	1473.118	67145740.220517231838.wav	5		RS	YELP		3		Y
541	Spectrogram 1	1	19412.036250000	19412.036250000	1296.429	1296.429	67145740.220517232838.wav	5		RS	YELP				Y
542	Spectrogram 1	1	19412.720250000	19412.720250000	1071.429	1071.429	67145740.220517232838.wav	5		RS	YELP				Y
543	Spectrogram 1	1	19413.317560000	19413.317560000	964.286	964.286	67145740.220517232838.wav	5		RS	BARK				Y
544	Spectrogram 1	1	19413.963030000	19413.963030000	1125.000	1125.000	67145740.220517232838.wav	5		RS	YELP				Y
545	Spectrogram 1	1	19415.783840000	19415.783840000	1146.429	1146.429	67145740.220517232838.wav	5		RS	YELP				Y
546	Spectrogram 1	1	19415.947610000	19415.947610000	557.143	557.143	67145740.220517232838.wav	5		RS	BARK				Y
547	Spectrogram 1	1	19417.191260000	19417.374310000	803.571	1285.714	67145740.220517232838.wav	5		RS	YELP				Y
548	Spectrogram 1	1	19418.318430000	19418.318430000	482.143	482.143	67145740.220517232838.wav	5		RS	BARK				Y
549	Spectrogram 1	1	19418.530380000	19418.530380000	1060.714	1060.714	67145740.220517232838.wav	5		RS	YELP				Y
550	Spectrogram 1	1	19418.925370000	19418.925370000	471.429	471.429	67145740.220517232838.wav	5		RS	BARK				Y
551	Spectrogram 1	1	19419.118050000	19419.118050000	1039.286	1039.286	67145740.220517232838.wav	5		RS	YELP				Y
552	Spectrogram 1	1	19419.368530000	19419.368530000	492.857	492.857	67145740.220517232838.wav	5		RS	BARK				Y
553	Spectrogram 1	1	19419.541940000	19419.541940000	1103.571	1103.571	67145740.220517232838.wav	5		RS	YELP				Y
554	Spectrogram 1	1	19420.042900000	19420.042900000	1060.714	1060.714	67145740.220517232838.wav	5		RS	YELP				Y
555	Spectrogram 1	1	19420.380090000	19420.380090000	621.429	621.429	67145740.220517232838.wav	5		RS	BARK				Y
556	Spectrogram 1	1	19420.659470000	19420.659470000	953.571	953.571	67145740.220517232838.wav	5		RS	YELP				Y
557	Spectrogram 1	1	19421.121900000	19421.121900000	825.000	825.000	67145740.220517232838.wav	5		RS	YELP				Y
558	Spectrogram 1	1	19421.295310000	19421.295310000	439.286	439.286	67145740.220517232838.wav	5		RS	BARK				Y
559	Spectrogram 1	1	19421.665780000	19421.665780000	1060.714	1060.714	67145740.220517232838.wav	5		RS	YELP				Y
560	Spectrogram 1	1	19422.629170000	19422.629170000	900.000	900.000	67145740.220517232838.wav	5		RS	YELP				Y
582	Spectrogram 1	1	20113.684520000	20113.684520000	1092.857	1092.857	67145740.220517234338.wav	5		RS	YELP				Y
583	Spectrogram 1	1	20114.445600000	20114.445600000	525.000	525.000	67145740.220517234338.wav	5		RS	BARK				Y
584	Spectrogram 1	1	20116.119270000	20116.119270000	385.714	385.714	67145740.220517234338.wav	5		RS	BARK				Y
585	Spectrogram 1	1	20116.995950000	20116.995950000	535.714	535.714	67145740.220517234338.wav	5		RS	BARK				Y
595	Spectrogram 1	1	20487.418080000	20487.418080000	192.857	192.857	67145740.220517234838.wav	5		RS	GROWL				Y
631	Spectrogram 1	1	21464.564690000	21464.564690000	996.429	996.429	67145740.220518000338.wav	5		RS	YELP				Y
632	Spectrogram 1	1	21465.190890000	21465.190890000	246.429	246.429	67145740.220518000338.wav	5		RS	GROWL				Y
633	Spectrogram 1	1	21468.524220000	21468.524220000	1125.000	1125.000	67145740.220518000338.wav	5		RS	YELP				Y
639	Spectrogram 1	1	21663.501480000	21663.501480000	1167.857	1167.857	67145740.220518000838.wav	6		RS	YELP				Y
640	Spectrogram 1	1	21666.362750000	21666.362750000	1039.286	1039.286	67145740.220518000838.wav	6		RS	YELP				Y
641	Spectrogram 1	1	21666.873350000	21666.873350000	1189.286	1189.286	67145740.220518000838.wav	6		RS	YELP				Y
642	Spectrogram 1	1	21666.160440000	21666.160440000	503.571	503.571	67145740.220518000838.wav	6		RS	BARK				Y
643	Spectrogram 1	1	21666.680670000	21666.680670000	428.571	428.571	67145740.220518000838.wav	6		RS	BARK				Y
644	Spectrogram 1	1	21669.493770000	21669.493770000	1210.714	1210.714	67145740.220518000838.wav	6		RS	YELP				Y
645	Spectrogram 1	1	21670.476430000	21670.476430000	1050.000	1050.000	67145740.220518000838.wav	6		RS	YELP				Y
647	Spectrogram 1	1	21675.937100000	21681.158680000	675.000	1446.429	67145740.220518000838.wav	6		RS	YELP		6		Y
648	Spectrogram 1	1	21677.892780000	21677.892780000	289.286	289.286	67145740.220518000838.wav	6		RS	BARK				Y
649	Spectrogram 1	1	21678.258870000	21678.258870000	1082.143	1082.143	67145740.220518000838.wav	6		RS	BARK				Y
650	Spectrogram 1	1	21676.948660000	21676.948660000	267.857	267.857	67145740.220518000838.wav	6		RS	BARK				Y
651	Spectrogram 1	1	21684.113650000	21684.113650000	942.857	942.857	67145740.220518000838.wav	6		RS	YELP				Y
652	Spectrogram 1	1	21684.441200000	21684.441200000	621.429	621.429	67145740.220518000838.wav	6		RS	BARK				Y
653	Spectrogram 1	1	21685.847760000	21685.847760000	1275.000	1275.000	67145740.220518000838.wav	6		RS	YELP				Y
654	Spectrogram 1	1	21686.772610000	21686.772610000	460.714	460.714	67145740.220518000838.wav	6		RS	BARK				Y
655	Spectrogram 1	1	21688.268510000	21693.095100000	117.857	696.429	67145740.220518000838.wav	6		RS	BARK		8		Y
656	Spectrogram 1	1	21689.472750000	21693.422650000	825.000	1392.857	67145740.220518000838.wav	6		RS	YELP		7		Y
663	Spectrogram 1	1	21869.870350000	21869.870350000	417.040	417.040	67145740.220518000838.wav	6		RS	YELP			RS yelp	Y
680	Spectrogram 1	1	22425.108590000	22431.457330000	632.143	1210.714	67145740.220518001838.wav	6		RS	YELP		5		Y
688	Spectrogram 1	1	22849.880880000	22849.880880000	900.000	900.000	67145740.220518002838.wav	6		RS	YELP				Y
689	Spectrogram 1	1	22863.213320000	22863.213320000	160.714	160.714	67145740.220518002838.wav	6		RS	GROWL			RS growl	Y
692	Spectrogram 1	1	22957.311240000	22959.844950000	717.857	1200.000	67145740.220518002838.wav	6		RS	YELP		3		Y
698	Spectrogram 1	1	23290.260070000	23290.260070000	985.714	985.714	67145740.220518003338.wav	6		RS	YELP				Y
699	Spectrogram 1	1	23292.061620000	23292.061620000	835.714	835.714	67145740.220518003338.wav	6		RS	YELP				Y
730	Spectrogram 1	1	24970.438750000	24977.317360000	825.000	1542.857	67145740.220518010338.wav	6		RS	YELP		7		Y
731	Spectrogram 1	1	24970.284600000	24977.018710000	75.000	953.571	67145740.220518010338.wav	6		RS	BARK		6		Y
732	Spectrogram 1	1	24977.912040000	24980.204920000	160.714	921.429	67145740.220518010338.wav	6		RS	BARK		4		Y
733	Spectrogram 1	1	24979.915900000	24979.915900000	1028.571	1028.571	67145740.220518010338.wav	6		RS	YELP				Y
734	Spectrogram 1	1	24980.378330000	24980.378330000	1275.000	1275.000	67145740.220518010338.wav	6		RS	YELP				Y
735	Spectrogram 1	1	24984.045340000	24984.045340000	1189.286	1189.286	67145740.220518010338.wav	6		RS	YELP				Y
736	Spectrogram 1	1	24984.363260000	24984.363260000	578.571	578.571	67145740.220518010338.wav	6		RS	BARK				Y
737	Spectrogram 1	1	24984.575200000	24984.575200000	1060.714	1060.714	67145740.220518010338.wav	6		RS	YELP				Y
738	Spectrogram 1	1	24985.532460000	24985.532460000	1060.714	1060.714	67145740.220518010338.wav	6		RS	YELP				Y
739	Spectrogram 1	1	24985.831110000	24985.831110000	600.000	600.000	67145740.220518010338.wav	6		RS	BARK				Y
740	Spectrogram 1	1	24986.052690000	24986.052690000	1167.857	1167.857	67145740.220518010338.wav	6		RS	YELP				Y
741	Spectrogram 1	1	24986.293540000	24986.293540000	578.571	578.571	67145740.220518010338.wav	6		RS	BARK				Y
742	Spectrogram 1	1	24986.476590000	24986.476590000	1135.714	1135.714	67145740.220518010338.wav	6		RS	YELP				Y
743	Spectrogram 1	1	24986.784870000	24986.784870000	632.143	632.143	67145740.220518010338.wav	6		RS	YELP				Y
744	Spectrogram 1	1	24986.996820000	24986.996820000	1146.429	1146.429	67145740.220518010338.wav	6		RS	YELP				Y
745	Spectrogram 1	1	24987.228030000	24987.228030000	482.143	482.143	67145740.220518010338.wav	6		RS	BARK				Y
746	Spectrogram 1	1	24990.542100000	24992.430340000	782.143	1339.286	67145740.220518010338.wav	6		RS	YELP		3		Y
747	Spectrogram 1	1	24995.595530000	24995.759310000	964.286	1510.714	67145740.220518010338.wav	6		RS	YELP				Y
748	Spectrogram 1	1	24996.260270000	24996.260270000	621.429	621.429	67145740.220518010338.wav	6		RS	BARK				Y
749	Spectrogram 1	1	24996.451190000	24996.451190000	1103.571	1103.571	67145740.220518010338.wav	6		RS	YELP				Y
750	Spectrogram 1	1	24996.788380000	24996.788380000	1071.429	1071.429	67145740.220518010338.wav	6		RS	YELP				Y
751	Spectrogram 1	1	24997.009960000	24997.009960000	632.143	632.143	67145740.220518010338.wav	6		RS	BARK				Y
752	Spectrogram 1	1	24997.154470000	24997.356780000	900.000	1264.286	67145740.220518010338.wav	6		RS	YELP				Y
753	Spectrogram 1	1	24997.520560000	24997.520560000	460.714	460.714	67145740.220518010338.wav	6		RS	BARK				Y
755	Spectrogram 1	1	25001.674520000	25006.048320000	835.714	1467.857	67145740.220518010338.wav	6		RS	YELP		3		Y
767	Spectrogram 1	1	25503.590790000	25503.590790000	309.417	309.417	67145740.220518011338.wav	7		RS	GROWL			RS growl	Y
768	Spectrogram 1	1	25552.418970000	25552.659820000	889.286	1296.429	67145740.220518011338.wav	7		RS	YELP				Y
769	Spectrogram 1	1	25546.378510000	25551.840930000	771.429	1371.429	67145740.220518011338.wav	7		RS	YELP		9		Y
770	Spectrogram 1	1	25546.706060000	25552.852490000	117.857	696.429	67145740.220518011338.wav	7		RS	BARK		10		Y
777	Spectrogram 1	1	25720.366950000	25720.366950000	160.714	160.714	67145740.220518011338.wav	7		RS	GROWL				Y
778	Spectrogram 1	1	25722.235930000	25722.235930000	160.714	160.714	67145740.220518011338.wav	7		RS	GROWL				Y
779	Spectrogram 1	1	25723.825530000	25723.825530000	150.000	150.000	67145740.220518011338.wav	7		RS	GROWL				Y
780	Spectrogram 1	1	25725.395850000	25725.395850000	128.571	128.571	67145740.220518011338.wav	7		RS	GROWL				Y
781	Spectrogram 1	1	25754.257300000	25754.257300000	235.714	235.714	67145740.220518011338.wav	7		RS	GROWL				Y
782	Spectrogram 1	1	25756.135910000	25756.135910000	171.429	171.429	67145740.220518011338.wav	7		RS	GROWL				Y
783	Spectrogram 1	1	25759.710090000	25759.710090000	203.571	203.571	67145740.220518011338.wav	7		RS	GROWL				Y
785	Spectrogram 1	1	25926.932880000	25927.135190000	1296.429	1800.000	67145740.220518011838.wav	7		RS	YELP				Y
786	Spectrogram 1	1	25933.251860000	25933.251860000	1660.714	1660.714	67145740.220518011838.wav	7		RS	YELP				Y
793	Spectrogram 1	1	26556.560670000	26556.560670000	139.286	139.286	67145740.220518012838.wav	7		RS	GROWL				Y
794	Spectrogram 1	1	26562.341010000	26562.341010000	160.714	160.714	67145740.220518012838.wav	7		RS	GROWL				Y
798	Spectrogram 1	1	26893.377970000	26893.377970000	192.857	192.857	67145740.220518013338.wav	7		RS	GROWL				Y
799	Spectrogram 1	1	26895.921330000	26895.921330000	182.143	182.143	67145740.220518013338.wav	7		RS	GROWL				Y
806	Spectrogram 1	1	27193.956010000	27196.836550000	685.714	1264.286	67145740.220518013838.wav	7		RS	YELP		8		Y
808	Spectrogram 1	1	27250.062170000	27250.062170000	867.857	867.857	67145740.220518013838.wav	7		RS	YELP				Y
809	Spectrogram 1	1	27251.875090000	27251.875090000	353.571	353.571	67145740.220518013838.wav	7		RS	YELP				Y
810	Spectrogram 1	1	27252.188630000	27252.188630000	225.000	225.000	67145740.220518013838.wav	7		RS	BARK				Y
811	Spectrogram 1	1	27252.631790000	27252.631790000	407.143	407.143	67145740.220518013838.wav	7		RS	BARK				Y
812	Spectrogram 1	1	27382.000320000	27382.000320000	889.286	889.286	67145740.220518014338.wav	7		RS	YELP				Y
814	Spectrogram 1	1	27556.474850000	27556.474850000	171.429	171.429	67145740.220518014338.wav	7		RS	GROWL				Y
816	Spectrogram 1	1	27607.447000000	27607.447000000	171.429	171.429	67145740.220518014838.wav	7		RS	GROWL				Y
826	Spectrogram 1	1	28043.338560000	28043.338560000	182.143	182.143	67145740.220518015338.wav	7		RS	GROWL			RS growl	Y
829	Spectrogram 1	1	28289.298440000	28289.298440000	846.429	846.429	67145740.220518015838.wav	7		RS	YELP				Y
830	Spectrogram 1	1	28296.678020000	28296.678020000	867.857	867.857	67145740.220518015838.wav	7		RS	YELP				Y
834	Spectrogram 1	1	28396.455550000	28396.455550000	1028.571	1028.571	67145740.220518015838.wav	7		RS	YELP				Y
835	Spectrogram 1	1	28400.500080000	28403.332450000	632.143	975.000	67145740.220518015838.wav	7		RS	YELP		3		Y
837	Spectrogram 1	1	28719.836210000	28719.836210000	192.857	192.857	67145740.220518020338.wav	7		RS?				RS?	Y
838	Spectrogram 1	1	28729.168840000	28729.168840000	460.714	460.714	67145740.220518020338.wav	7		RS	YELP				Y
839	Spectrogram 1	1	29133.488330000	29133.488330000	1264.706	1264.706	67145740.220518021338.wav	8		RS	YELP			RS yelp	Y
840	Spectrogram 1	1	29233.305290000	29236.889100000	857.143	1478.571	67145740.220518021338.wav	8		RS	YELP		4		Y
841	Spectrogram 1	1	29233.912220000	29233.912220000	942.857	942.857	67145740.220518021338.wav	8		RS	BARK				Y
842	Spectrogram 1	1	29234.297580000	29234.297580000	760.714	760.714	67145740.220518021338.wav	8		RS	BARK				Y
843	Spectrogram 1	1	29234.875610000	29234.875610000	792.857	792.857	67145740.220518021338.wav	8		RS	BARK				Y
844	Spectrogram 1	1	29236.060580000	29236.060580000	771.429	771.429	67145740.220518021338.wav	8		RS	BARK				Y
845	Spectrogram 1	1	29561.894340000	29564.582210000	835.714	1628.571	67145740.220518021838.wav	8		RS	YELP		2		Y
847	Spectrogram 1	1	29930.105960000	29930.105960000	1007.143	1007.143	67145740.220518022338.wav	8		RS	YELP				Y
848	Spectrogram 1	1	30110.952840000	30110.952840000	1039.286	1039.286	67145740.220518022838.wav	8		RS	YELP				Y
849	Spectrogram 1	1	30120.603410000	30120.613040000	1103.571	1103.571	67145740.220518022838.wav	8		RS	YELP				Y
850	Spectrogram 1	1	30122.963710000	30122.963710000	1242.857	1242.857	67145740.220518022838.wav	8		RS	YELP				Y
851	Spectrogram 1	1	30175.917820000	30175.917820000	214.286	214.286	67145740.220518022838.wav	8		RS	GROWL				Y
