Selection	View	Channel	Begin Time (s)	End Time (s)	File Offset (s)	Low Freq (Hz)	High Freq (Hz)	Begin File	Begin Path	Keep for detector? Y/X	Call type	AR comment	Species	Ship?	Ship Size	Comment
987	Spectrogram 1	1	76616.207	76617.7436	167.207	96.2	751.5	DS3B__0__20181026_080355.wav	D:\Kitikmeot_2018_2019\DS3B__0__20181026_080355.wav	Y	bark		RS			
988	Spectrogram 1	1	76620.939	76634.4634	171.939	102.2	1196.4	DS3B__0__20181026_080355.wav	D:\Kitikmeot_2018_2019\DS3B__0__20181026_080355.wav	Y	"bark, yelp"	series. Good and clear.	RS			
989	Spectrogram 1	1	76651.5	76658.3659	202.5	144.3	986	DS3B__0__20181026_080355.wav	D:\Kitikmeot_2018_2019\DS3B__0__20181026_080355.wav	Y	"bark, yelp"	good series	RS			
990	Spectrogram 1	1	76662.939	76663.2439	213.939	396.8	799.6	DS3B__0__20181026_080355.wav	D:\Kitikmeot_2018_2019\DS3B__0__20181026_080355.wav	X	yelp?		RS			
991	Spectrogram 1	1	76670.049	76670.5368	221.049	132.3	799.6	DS3B__0__20181026_080355.wav	D:\Kitikmeot_2018_2019\DS3B__0__20181026_080355.wav	Y	bark		RS			
992	Spectrogram 1	1	76679.939	76689.3415	230.939	96.2	1370.7	DS3B__0__20181026_080355.wav	D:\Kitikmeot_2018_2019\DS3B__0__20181026_080355.wav	Y	"bark, yelp"	series	RS			
993	Spectrogram 1	1	76692.049	76704.3173	243.049	228.5	1827.7	DS3B__0__20181026_080355.wav	D:\Kitikmeot_2018_2019\DS3B__0__20181026_080355.wav	Y	"bark, yelp"	Last two sounds are not vocalizations	RS			
994	Spectrogram 1	1	76762.476	76764.0614	51.476	577.2	1382.8	DS3B__0__20181026_110355.wav	D:\Kitikmeot_2018_2019\DS3B__0__20181026_110355.wav	X			RS			
995	Spectrogram 1	1	76835.573	76837.3047	124.573	0	1322.6	DS3B__0__20181026_110355.wav	D:\Kitikmeot_2018_2019\DS3B__0__20181026_110355.wav	Y	bark	faint	RS			
996	Spectrogram 1	1	77088.415	77089.8663	115.415	264.5	751.5	DS3B__0__20181026_170355.wav	D:\Kitikmeot_2018_2019\DS3B__0__20181026_170355.wav	Y	"bark, yelp"		RS			
997	Spectrogram 1	1	77290.842	77291.72	55.842	30.1	1581.2	DS3B__0__20181026_200355.wav	D:\Kitikmeot_2018_2019\DS3B__0__20181026_200355.wav	Y	bark		RS			
999	Spectrogram 1	1	77509.878	77511.6463	12.878	24	967.9	DS3B__0__20181027_050355.wav	D:\Kitikmeot_2018_2019\DS3B__0__20181027_050355.wav	Y	bark	Barks - clear	RS			Barks - clear
1000	Spectrogram 1	1	77515.622	77518.1463	18.622	66.1	907.8	DS3B__0__20181027_050355.wav	D:\Kitikmeot_2018_2019\DS3B__0__20181027_050355.wav	Y	bark	Barks	RS			Barks
1001	Spectrogram 1	1	77537.232	77541.0979	40.232	0	1731.5	DS3B__0__20181027_050355.wav	D:\Kitikmeot_2018_2019\DS3B__0__20181027_050355.wav	Y	bark	Barks	RS			Barks
1002	Spectrogram 1	1	77640.36	77704.2548	143.36	30.1	2308.6	DS3B__0__20181027_050355.wav	D:\Kitikmeot_2018_2019\DS3B__0__20181027_050355.wav	Y	"bark, yelp"	very long series. Good quality.	RS			Clear
1003	Spectrogram 1	1	77715.911	77724.6793	218.911	0	1731.5	DS3B__0__20181027_050355.wav	D:\Kitikmeot_2018_2019\DS3B__0__20181027_050355.wav	Y	"bark, yelp"		RS			
1004	Spectrogram 1	1	77730.106	77747.0378	233.106	6	1845.7	DS3B__0__20181027_050355.wav	D:\Kitikmeot_2018_2019\DS3B__0__20181027_050355.wav	Y	"bark, yelp"	series	RS			
1005	Spectrogram 1	1	77773.207	77776.7192	14.207	42.1	625.3	DS3B__0__20181027_080355.wav	D:\Kitikmeot_2018_2019\DS3B__0__20181027_080355.wav	X			RS			
1006	Spectrogram 1	1	78078.003	78079.2469	57.003	96.2	1358.7	DS3B__0__20181027_100355.wav	D:\Kitikmeot_2018_2019\DS3B__0__20181027_100355.wav	X			RS			
1008	Spectrogram 1	1	78339.134	78340.8901	56.134	222.4	865.7	DS3B__0__20181027_160355.wav	D:\Kitikmeot_2018_2019\DS3B__0__20181027_160355.wav	X			RS			
1013	Spectrogram 1	1	78569.451	78570.2193	24.451	523	895.8	DS3B__0__20181028_050355.wav	D:\Kitikmeot_2018_2019\DS3B__0__20181028_050355.wav	X			RS			
1015	Spectrogram 1	1	78867.195	78867.8901	60.195	1004	1605.2	DS3B__0__20181028_130355.wav	D:\Kitikmeot_2018_2019\DS3B__0__20181028_130355.wav	X			RS			
1016	Spectrogram 1	1	78870.085	78870.5728	63.085	853.7	1454.9	DS3B__0__20181028_130355.wav	D:\Kitikmeot_2018_2019\DS3B__0__20181028_130355.wav	X			RS			
1017	Spectrogram 1	1	78891.634	78892.3292	84.634	547.1	1581.2	DS3B__0__20181028_130355.wav	D:\Kitikmeot_2018_2019\DS3B__0__20181028_130355.wav	X			RS			
1018	Spectrogram 1	1	78901.171	78905.4881	94.171	517	1959.9	DS3B__0__20181028_130355.wav	D:\Kitikmeot_2018_2019\DS3B__0__20181028_130355.wav	X			RS			
1019	Spectrogram 1	1	78909.305	78910.9513	102.305	426.9	1797.6	DS3B__0__20181028_130355.wav	D:\Kitikmeot_2018_2019\DS3B__0__20181028_130355.wav	X			RS			
1020	Spectrogram 1	1	78994.427	78999.8295	187.427	0	1280.6	DS3B__0__20181028_130355.wav	D:\Kitikmeot_2018_2019\DS3B__0__20181028_130355.wav	Y	"bark, yelp"	quiet	RS			
1022	Spectrogram 1	1	79062.073	79063.0242	255.073	1112.2	1935.9	DS3B__0__20181028_130355.wav	D:\Kitikmeot_2018_2019\DS3B__0__20181028_130355.wav	X			RS			
1024	Spectrogram 1	1	79094.476	79094.9028	25.476	294.6	637.3	DS3B__0__20181028_170355.wav	D:\Kitikmeot_2018_2019\DS3B__0__20181028_170355.wav	Y	bark		RS			
1025	Spectrogram 1	1	79106.598	79107.5736	37.598	931.9	1328.7	DS3B__0__20181028_170355.wav	D:\Kitikmeot_2018_2019\DS3B__0__20181028_170355.wav	X			RS			
1026	Spectrogram 1	1	79239.659	79240.2932	170.659	72.3	1379.5	DS3B__0__20181028_170355.wav	D:\Kitikmeot_2018_2019\DS3B__0__20181028_170355.wav	Y	bark	poor	RS			
1028	Spectrogram 1	1	79548.732	79549.2686	217.732	769.5	1106.2	DS3B__0__20181028_230355.wav	D:\Kitikmeot_2018_2019\DS3B__0__20181028_230355.wav	X			RS			
1030	Spectrogram 1	1	79716.049	79716.6953	123.049	276.6	1088.2	DS3B__0__20181029_010355.wav	D:\Kitikmeot_2018_2019\DS3B__0__20181029_010355.wav	X			RS			
1031	Spectrogram 1	1	79831.451	79832.7315	238.451	535.1	986	DS3B__0__20181029_010355.wav	D:\Kitikmeot_2018_2019\DS3B__0__20181029_010355.wav	X			RS			
1032	Spectrogram 1	1	79945.415	79947.0126	90.415	547.1	1208.4	DS3B__0__20181029_030355.wav	D:\Kitikmeot_2018_2019\DS3B__0__20181029_030355.wav	X			RS			
1033	Spectrogram 1	1	80171.963	80172.5972	54.963	18	757.5	DS3B__0__20181029_040355.wav	D:\Kitikmeot_2018_2019\DS3B__0__20181029_040355.wav	Y	bark		RS			
1034	Spectrogram 1	1	80400.5	80402.3171	21.5	162.3	865.7	DS3B__0__20181029_070355.wav	D:\Kitikmeot_2018_2019\DS3B__0__20181029_070355.wav	Y	bark		RS			
1035	Spectrogram 1	1	80554.39	80557.2071	175.39	96.2	1268.5	DS3B__0__20181029_070355.wav	D:\Kitikmeot_2018_2019\DS3B__0__20181029_070355.wav	Y	bark	distorted	RS			
1036	Spectrogram 1	1	80743.22	80747.3785	102.22	102.2	2134.3	DS3B__0__20181029_100355.wav	D:\Kitikmeot_2018_2019\DS3B__0__20181029_100355.wav	X	"yelp, growl"	"A bunch of yelps, one long growl"	RS			Very clear
1037	Spectrogram 1	1	80914.195	80915.9877	11.195	126.3	697.4	DS3B__0__20181029_110355.wav	D:\Kitikmeot_2018_2019\DS3B__0__20181029_110355.wav	Y	bark	several barks mushed together	RS			Very clear
1038	Spectrogram 1	1	81229.305	81229.8416	64.305	78.2	649.3	DS3B__0__20181029_120355.wav	D:\Kitikmeot_2018_2019\DS3B__0__20181029_120355.wav	Y	bark		RS			
1039	Spectrogram 1	1	81235.131	81237.3262	70.131	90.2	1142.3	DS3B__0__20181029_120355.wav	D:\Kitikmeot_2018_2019\DS3B__0__20181029_120355.wav	X	yelp	"If that is a bark, it is quite faint. Keep?"	RS			
1040	Spectrogram 1	1	81354.728	81355.5085	189.728	120.2	865.7	DS3B__0__20181029_120355.wav	D:\Kitikmeot_2018_2019\DS3B__0__20181029_120355.wav	Y	bark		RS			
1041	Spectrogram 1	1	81591.512	81591.9754	164.512	288.6	1136.3	DS3B__0__20181029_130355.wav	D:\Kitikmeot_2018_2019\DS3B__0__20181029_130355.wav	X	yelp	Yelp - clear	RS			Yelp - clear
1042	Spectrogram 1	1	81874.305	81875.0855	185.305	120.2	883.8	DS3B__0__20181029_150355.wav	D:\Kitikmeot_2018_2019\DS3B__0__20181029_150355.wav	Y	bark		RS			
1044	Spectrogram 1	1	82140.988	82141.8295	189.988	661.3	1082.2	DS3B__0__20181029_180355.wav	D:\Kitikmeot_2018_2019\DS3B__0__20181029_180355.wav	X			RS			
1045	Spectrogram 1	1	82226.207	82226.7802	13.207	48.1	793.6	DS3B__0__20181029_210355.wav	D:\Kitikmeot_2018_2019\DS3B__0__20181029_210355.wav	Y	bark	distorted	RS			
1046	Spectrogram 1	1	82569.646	82579.9265	94.646	96.2	1334.7	DS3B__0__20181029_220355.wav	D:\Kitikmeot_2018_2019\DS3B__0__20181029_220355.wav	Y	"bark, yelp"	distorted	RS			
1047	Spectrogram 1	1	82701.646	82702.1826	226.646	763.5	1587.2	DS3B__0__20181029_220355.wav	D:\Kitikmeot_2018_2019\DS3B__0__20181029_220355.wav	X			RS			
1048	Spectrogram 1	1	82747.085	82748.7069	10.085	102.2	1557.1	DS3B__0__20181030_010355.wav	D:\Kitikmeot_2018_2019\DS3B__0__20181030_010355.wav	Y	bark		RS			
1049	Spectrogram 1	1	82755.915	82756.8784	18.915	222.4	998	DS3B__0__20181030_010355.wav	D:\Kitikmeot_2018_2019\DS3B__0__20181030_010355.wav	Y	"bark, yelp"		RS			
1050	Spectrogram 1	1	82827.829	82828.6217	90.829	108.2	961.9	DS3B__0__20181030_010355.wav	D:\Kitikmeot_2018_2019\DS3B__0__20181030_010355.wav	Y	"bark, yelp"		RS			
1051	Spectrogram 1	1	82822.281	82822.5859	85.281	715.4	1208.4	DS3B__0__20181030_010355.wav	D:\Kitikmeot_2018_2019\DS3B__0__20181030_010355.wav	X			RS			
1052	Spectrogram 1	1	82852.11	82854.2441	115.11	168.3	1082.2	DS3B__0__20181030_010355.wav	D:\Kitikmeot_2018_2019\DS3B__0__20181030_010355.wav	Y	"bark, yelp"		RS			
1053	Spectrogram 1	1	82868.073	82868.8047	131.073	144.3	1557.1	DS3B__0__20181030_010355.wav	D:\Kitikmeot_2018_2019\DS3B__0__20181030_010355.wav	Y	"bark, yelp"		RS			
1054	Spectrogram 1	1	82876.244	82876.8172	139.244	360.7	913.8	DS3B__0__20181030_010355.wav	D:\Kitikmeot_2018_2019\DS3B__0__20181030_010355.wav	X			RS			
1055	Spectrogram 1	1	82880.78	82882.4995	143.78	318.6	1653.3	DS3B__0__20181030_010355.wav	D:\Kitikmeot_2018_2019\DS3B__0__20181030_010355.wav	X			RS			
1056	Spectrogram 1	1	82887.878	82893.1219	150.878	132.3	1364.7	DS3B__0__20181030_010355.wav	D:\Kitikmeot_2018_2019\DS3B__0__20181030_010355.wav	X	yelp	all yelps or is there a bark?	RS			
1057	Spectrogram 1	1	82942.695	82944.2804	205.695	144.3	1593.2	DS3B__0__20181030_010355.wav	D:\Kitikmeot_2018_2019\DS3B__0__20181030_010355.wav	Y	"bark, yelp"		RS			
1058	Spectrogram 1	1	82960.646	82962.2558	223.646	234.5	1298.6	DS3B__0__20181030_010355.wav	D:\Kitikmeot_2018_2019\DS3B__0__20181030_010355.wav	Y	"bark, yelp"		RS			
1059	Spectrogram 1	1	82965.976	82966.5858	228.976	607.2	1515	DS3B__0__20181030_010355.wav	D:\Kitikmeot_2018_2019\DS3B__0__20181030_010355.wav	X			RS			
1060	Spectrogram 1	1	82970.427	82970.988	233.427	661.3	1412.8	DS3B__0__20181030_010355.wav	D:\Kitikmeot_2018_2019\DS3B__0__20181030_010355.wav	X			RS			
1061	Spectrogram 1	1	82975.037	82975.6223	238.037	306.6	889.8	DS3B__0__20181030_010355.wav	D:\Kitikmeot_2018_2019\DS3B__0__20181030_010355.wav	X			RS			
1062	Spectrogram 1	1	82989.128	82998.6402	252.128	264.5	1599.2	DS3B__0__20181030_010355.wav	D:\Kitikmeot_2018_2019\DS3B__0__20181030_010355.wav	Y	"bark, yelp"		RS			
1063	Spectrogram 1	1	83093.134	83093.634	94.134	378.8	775.6	DS3B__0__20181030_030355.wav	D:\Kitikmeot_2018_2019\DS3B__0__20181030_030355.wav	X			RS			
1064	Spectrogram 1	1	83170.89	83172.7071	171.89	228.5	1010	DS3B__0__20181030_030355.wav	D:\Kitikmeot_2018_2019\DS3B__0__20181030_030355.wav	X			RS			
1065	Spectrogram 1	1	83186.5	83187.0732	187.5	444.9	1226.5	DS3B__0__20181030_030355.wav	D:\Kitikmeot_2018_2019\DS3B__0__20181030_030355.wav	Y	bark		RS			
1066	Spectrogram 1	1	83189.476	83190.0858	190.476	390.8	841.7	DS3B__0__20181030_030355.wav	D:\Kitikmeot_2018_2019\DS3B__0__20181030_030355.wav	X			RS			
1067	Spectrogram 1	1	83200.927	83206.9392	201.927	517	1779.6	DS3B__0__20181030_030355.wav	D:\Kitikmeot_2018_2019\DS3B__0__20181030_030355.wav	X			RS			
1068	Spectrogram 1	1	83348.305	83349.0977	87.305	535.1	1683.4	DS3B__0__20181030_050355.wav	D:\Kitikmeot_2018_2019\DS3B__0__20181030_050355.wav	X			RS			
1069	Spectrogram 1	1	83365.354	83366.8174	104.354	102.2	1124.2	DS3B__0__20181030_050355.wav	D:\Kitikmeot_2018_2019\DS3B__0__20181030_050355.wav	Y	"bark, yelp"		RS			
1070	Spectrogram 1	1	83415.317	83416.0243	154.317	0	697.4	DS3B__0__20181030_050355.wav	D:\Kitikmeot_2018_2019\DS3B__0__20181030_050355.wav	Y	bark		RS			
1071	Spectrogram 1	1	83632.902	83633.463	109.902	78.2	1485	DS3B__0__20181030_060355.wav	D:\Kitikmeot_2018_2019\DS3B__0__20181030_060355.wav	Y	"bark, yelp"		RS			
1072	Spectrogram 1	1	83799.622	83800.8902	14.622	150.3	1533.1	DS3B__0__20181030_070355.wav	D:\Kitikmeot_2018_2019\DS3B__0__20181030_070355.wav	X			RS			
1073	Spectrogram 1	1	83831.988	83832.3051	46.988	883.8	1346.7	DS3B__0__20181030_070355.wav	D:\Kitikmeot_2018_2019\DS3B__0__20181030_070355.wav	X			RS			
1074	Spectrogram 1	1	84251.622	84252.4391	204.622	1076.2	1539.1	DS3B__0__20181030_080355.wav	D:\Kitikmeot_2018_2019\DS3B__0__20181030_080355.wav	X			RS			
1075	Spectrogram 1	1	84496.159	84497.2078	187.159	0	955.9	DS3B__0__20181030_090355.wav	D:\Kitikmeot_2018_2019\DS3B__0__20181030_090355.wav	X			RS			
1076	Spectrogram 1	1	84522.854	84526.732	213.854	258.5	1064.1	DS3B__0__20181030_090355.wav	D:\Kitikmeot_2018_2019\DS3B__0__20181030_090355.wav	X	"bark, yelp"	"too faint, pixel"	RS			
1077	Spectrogram 1	1	84718.463	84721.1094	147.463	108.2	1581.2	DS3B__0__20181030_100355.wav	D:\Kitikmeot_2018_2019\DS3B__0__20181030_100355.wav	X	"bark, yelp"	"too faint, pixel"	RS			
1078	Spectrogram 1	1	84724.085	84726.0972	153.085	108.2	1304.6	DS3B__0__20181030_100355.wav	D:\Kitikmeot_2018_2019\DS3B__0__20181030_100355.wav	Y	"bark, yelp"	faint	RS			
1079	Spectrogram 1	1	84730.037	84731.3784	159.037	24	1370.7	DS3B__0__20181030_100355.wav	D:\Kitikmeot_2018_2019\DS3B__0__20181030_100355.wav	Y	"bark, yelp"	faint	RS			
1080	Spectrogram 1	1	84752.024	84752.585	181.024	781.6	1485	DS3B__0__20181030_100355.wav	D:\Kitikmeot_2018_2019\DS3B__0__20181030_100355.wav	X			RS			
1081	Spectrogram 1	1	84775.378	84775.939	204.378	745.5	1244.5	DS3B__0__20181030_100355.wav	D:\Kitikmeot_2018_2019\DS3B__0__20181030_100355.wav	X			RS			
1082	Spectrogram 1	1	84810.451	84811.3657	239.451	372.7	1521	DS3B__0__20181030_100355.wav	D:\Kitikmeot_2018_2019\DS3B__0__20181030_100355.wav	Y	"bark, yelp"	Is there a bark after the yelp?	RS			
1086	Spectrogram 1	1	84847.646	84848.329	14.646	1557.1	1923.8	DS3B__0__20181030_120355.wav	D:\Kitikmeot_2018_2019\DS3B__0__20181030_120355.wav	X			RS			
1094	Spectrogram 1	1	85119.524	85120.1825	24.524	120.2	787.6	DS3B__0__20181030_160355.wav	D:\Kitikmeot_2018_2019\DS3B__0__20181030_160355.wav	Y	bark	masked by a weird sound	RS			
1095	Spectrogram 1	1	85138.476	85142.1833	43.476	96.2	835.7	DS3B__0__20181030_160355.wav	D:\Kitikmeot_2018_2019\DS3B__0__20181030_160355.wav	Y	bark		RS			
1096	Spectrogram 1	1	85279.976	85280.4882	184.976	763.5	1130.3	DS3B__0__20181030_160355.wav	D:\Kitikmeot_2018_2019\DS3B__0__20181030_160355.wav	X			RS			
1097	Spectrogram 1	1	85579.988	85580.7685	222.988	667.3	1238.5	DS3B__0__20181030_180355.wav	D:\Kitikmeot_2018_2019\DS3B__0__20181030_180355.wav	X			RS			
1098	Spectrogram 1	1	85791.439	85794.2073	172.439	48.1	1112.2	DS3B__0__20181030_200355.wav	D:\Kitikmeot_2018_2019\DS3B__0__20181030_200355.wav	Y	"bark, yelp"		RS			
1099	Spectrogram 1	1	85896.268	85896.7924	15.268	535.1	1617.2	DS3B__0__20181031_010355.wav	D:\Kitikmeot_2018_2019\DS3B__0__20181031_010355.wav	X	yelp	"I thought it looked like a higher frequency bark, but it is a yelp with harmonics"	RS			
1100	Spectrogram 1	1	86107.28	86107.6458	226.28	493	1965.9	DS3B__0__20181031_010355.wav	D:\Kitikmeot_2018_2019\DS3B__0__20181031_010355.wav	X	yelp	Very clear yelp	RS			Very clear yelp
1101	Spectrogram 1	1	86113.939	86114.561	232.939	577.2	1725.5	DS3B__0__20181031_010355.wav	D:\Kitikmeot_2018_2019\DS3B__0__20181031_010355.wav	X	yelp	Yelp	RS			Yelp
1102	Spectrogram 1	1	86115.524	86116.0606	234.524	559.1	2555.1	DS3B__0__20181031_010355.wav	D:\Kitikmeot_2018_2019\DS3B__0__20181031_010355.wav	X	yelp	Yelp	RS			Yelp
1103	Spectrogram 1	1	86118.256	86119.3779	237.256	90.2	1665.3	DS3B__0__20181031_010355.wav	D:\Kitikmeot_2018_2019\DS3B__0__20181031_010355.wav	Y	"bark, yelp"	Yelp-bark	RS			Yelp-bark
1104	Spectrogram 1	1	86119.744	86120.1342	238.744	354.7	1671.3	DS3B__0__20181031_010355.wav	D:\Kitikmeot_2018_2019\DS3B__0__20181031_010355.wav	X	yelp	Yelp	RS			Yelp
1105	Spectrogram 1	1	86142.507	86142.8972	261.507	481	2398.8	DS3B__0__20181031_010355.wav	D:\Kitikmeot_2018_2019\DS3B__0__20181031_010355.wav	X	yelp	Yelp	RS			Yelp
1106	Spectrogram 1	1	86184.476	86185.6589	41.476	0	871.7	DS3B__0__20181031_020355.wav	D:\Kitikmeot_2018_2019\DS3B__0__20181031_020355.wav	Y	"bark, yelp"		RS			
1109	Spectrogram 1	1	86588.329	86588.707	183.329	331.3	620.5	DS3B__0__20181031_050355.wav	D:\Kitikmeot_2018_2019\DS3B__0__20181031_050355.wav	X			RS			
1110	Spectrogram 1	1	86807.841	86809.3654	140.841	759	1391.6	DS3B__0__20181031_100355.wav	D:\Kitikmeot_2018_2019\DS3B__0__20181031_100355.wav	X			RS			
1111	Spectrogram 1	1	86815.024	86816.3533	148.024	138.6	2006	DS3B__0__20181031_100355.wav	D:\Kitikmeot_2018_2019\DS3B__0__20181031_100355.wav	Y	bark		RS			
1114	Spectrogram 1	1	86920.561	86921.7073	253.561	78.3	1307.2	DS3B__0__20181031_100355.wav	D:\Kitikmeot_2018_2019\DS3B__0__20181031_100355.wav	Y	bark		RS			
1116	Spectrogram 1	1	87155.134	87155.7194	226.134	0	975.9	DS3B__0__20181031_110355.wav	D:\Kitikmeot_2018_2019\DS3B__0__20181031_110355.wav	Y	bark	faint	RS			
1119	Spectrogram 1	1	87200.927	87201.5002	9.927	228.9	1222.9	DS3B__0__20181031_120355.wav	D:\Kitikmeot_2018_2019\DS3B__0__20181031_120355.wav	X			RS			
1127	Spectrogram 1	1	87442.171	87442.6222	251.171	819.3	1488	DS3B__0__20181031_120355.wav	D:\Kitikmeot_2018_2019\DS3B__0__20181031_120355.wav	X			RS			
1129	Spectrogram 1	1	87552.549	87559.6587	99.549	0	607.2	DS3B__0__20181031_140355.wav	D:\Kitikmeot_2018_2019\DS3B__0__20181031_140355.wav	X	bark	series of faint barks (pixel) so I did not keep for detector	RS			
1130	Spectrogram 1	1	87826.991	87827.8935	111.991	372.7	980	DS3B__0__20181031_170355.wav	D:\Kitikmeot_2018_2019\DS3B__0__20181031_170355.wav	X			RS			
1131	Spectrogram 1	1	88059.098	88059.6467	82.098	84.2	961.9	DS3B__0__20181031_220355.wav	D:\Kitikmeot_2018_2019\DS3B__0__20181031_220355.wav	Y	bark		RS			
1132	Spectrogram 1	1	88119.829	88123.9631	142.829	667.3	1166.3	DS3B__0__20181031_220355.wav	D:\Kitikmeot_2018_2019\DS3B__0__20181031_220355.wav	X			RS			
1133	Spectrogram 1	1	88113.537	88114.2443	136.537	132.3	823.6	DS3B__0__20181031_220355.wav	D:\Kitikmeot_2018_2019\DS3B__0__20181031_220355.wav	Y	bark		RS			
1134	Spectrogram 1	1	88117.915	88118.2565	140.915	102.2	799.6	DS3B__0__20181031_220355.wav	D:\Kitikmeot_2018_2019\DS3B__0__20181031_220355.wav	Y	bark		RS			
1135	Spectrogram 1	1	88348.037	88352.9882	109.037	18	1094.2	DS3B__0__20181031_230355.wav	D:\Kitikmeot_2018_2019\DS3B__0__20181031_230355.wav	Y	"bark, yelp"		RS			
